ClassMZ	ClassMass	ScanClassRep	ClassAbundance	PairIndex	PMTTagID	UMCID
333.18714649	332.17987	1574	7392632	-1	-1	161
333.19177649	332.1845	7052	529542	-1	-1	162
333.20525149	332.197975	18327	11453.1200256348	-1	-1	163
333.24209149	332.234815	18415	22642.0701522827	-1	-1	164
334.11068149	333.103405	17920	294703	-1	-1	165
334.18299649	333.17572	16644	374190	-1	-1	166
334.18646649	333.17919	1937	469924	-1	-1	167
334.20171649	333.19444	18415	2203.41998291016	-1	-1	168
334.22208649	333.21481	18305	28870.7496337891	-1	-1	169
335.12440649	334.11713	18514	2465.17999267578	-1	-1	170
335.13851649	334.13124	10858	2755841	-1	-1	171
335.18514149	334.177865	18382	5394.90002441406	-1	-1	172
335.21981649	334.21254	18360	83207.3793640137	-1	-1	173
335.25801649	334.25074	18459	9800.80513000488	-1	-1	174
336.12997649	335.1227	18517	545.519989013672	-1	-1	175
336.13694149	335.129665	6799	18614212	-1	-1	176
336.13710649	335.12983	7569	2663658	-1	-1	177
336.18027649	335.173	18349	7887.50024414063	-1	-1	178
336.19110649	335.18383	7657	9450916	-1	-1	179
336.19109649	335.18382	8119	5256784	-1	-1	180
336.19105149	335.183775	8977	6195325	-1	-1	181
337.12142649	336.11415	18107	145499	-1	-1	182
337.20054149	336.193265	18371	12391.5	-1	-1	183
337.23690649	336.22963	18393	32253.2648773193	-1	-1	184
337.27384649	336.26657	18497	1544.50003051758	-1	-1	185
337.69460649	336.68733	3389	878506	-1	-1	186
338.08141649	337.07414	18338	28819.798828125	-1	-1	187
338.18158649	337.17431	2366	2267258	-1	-1	188
338.18158649	337.17431	3521	1583105	-1	-1	189
338.23255649	337.22528	18382	19800.6997070313	-1	-1	190
338.23908649	337.23181	18507	2125.03500366211	-1	-1	191
338.34180649	337.33453	18426	5518.2099609375	-1	-1	192
338.68617649	337.6789	5644	2638876	-1	-1	193
338.68716649	337.67989	2751	546865	-1	-1	194
339.17295649	338.16568	3928	1313906	-1	-1	195
339.17730649	338.17003	18217	36797	-1	-1	196
339.21573649	338.20846	18371	25627.2000579834	-1	-1	197
339.25255649	338.24528	18459	20491.9750366211	-1	-1	198
340.02308649	339.01581	67	10733.6900634766	-1	-1	199
340.21163649	339.20436	18437	6854.28996276855	-1	-1	200
341.01726149	340.009985	375	174380.950073242	-1	-1	201
341.02875649	340.02148	18305	427637.701171875	-1	-1	202
341.21557149	340.208295	18382	5215.5549621582	-1	-1	203
341.23186649	340.22459	18393	14282.0900268555	-1	-1	204
341.52886649	340.52159	2729	395176	-1	-1	205
342.07671649	341.06944	18107	262389	-1	-1	206
342.19111649	341.18384	18404	31684.8999023438	-1	-1	207
342.22767649	341.2204	18360	14077.9047241211	-1	-1	208
342.22556649	341.21829	4808	1229516	-1	-1	209
342.23797149	341.230695	5413	3551447	-1	-1	210
342.23800649	341.23073	6260	6713092.5	-1	-1	211
342.23811149	341.230835	6876	3504852	-1	-1	212
343.10737649	342.1001	18327	97850.2998046875	-1	-1	213
343.15439149	342.147115	18503	26214.7798156738	-1	-1	214
343.17003649	342.16276	2036	648790	-1	-1	215
343.21094649	342.20367	18360	22241.4204101563	-1	-1	216
343.22982649	342.22255	18349	121148.190063477	-1	-1	217
343.23324149	342.225965	4775	1906064.5	-1	-1	218
343.24756649	342.24029	18459	49669.7605133057	-1	-1	219
343.29504149	342.287765	18327	118037	-1	-1	220
344.18163649	343.17436	2542	790269.5	-1	-1	221
344.19229649	343.18502	3400	1563992	-1	-1	222
344.20550649	343.19823	2256	734016	-1	-1	223
344.20627149	343.198995	18338	34299.1007080078	-1	-1	224
344.22741649	343.22014	2982	1449560	-1	-1	225
344.24018149	343.232905	18474	1251.10998535156	-1	-1	226
344.25365649	343.24638	7745	57798365	-1	-1	227
344.25378149	343.246505	8526	20188305	-1	-1	228
344.25374149	343.246465	7514	11360228	-1	-1	229
344.25384649	343.24657	7052	11426167	-1	-1	230
345.08673649	344.07946	17282	286506	-1	-1	231
345.18386649	344.17659	2850	944127	-1	-1	232
345.20355649	344.19628	3620	1467627	-1	-1	233
345.21245149	344.205175	5897	798452	-1	-1	234
345.22382649	344.21655	4313	938471	-1	-1	235
345.22382649	344.21655	3059	5145863	-1	-1	236
345.22381649	344.21654	4852	1410632	-1	-1	237
345.22408649	344.21681	925	624600	-1	-1	238
345.24574649	344.23847	18463	7189.7200012207	-1	-1	239
346.22190649	345.21463	18360	17653.3001708984	-1	-1	240
346.23299649	345.22572	7679	9743649	-1	-1	241
346.23295149	345.225675	7129	11270017	-1	-1	242
346.25859649	345.25132	18463	3344.77003479004	-1	-1	243
346.25814649	345.25087	18349	31949.3502197266	-1	-1	244
346.31009649	345.30282	18393	10624.9001464844	-1	-1	245
346.68907649	345.6818	3499	1435769	-1	-1	246
347.22129649	346.21402	18404	4060.23001098633	-1	-1	247
347.25730149	346.250025	18404	10459.2599716187	-1	-1	248
347.26912649	346.26185	17788	234649	-1	-1	249
347.67888649	346.67161	2619	926885	-1	-1	250
348.23768649	347.23041	18349	7435.69995117188	-1	-1	251
348.88362149	347.876345	276	20312.7000732422	-1	-1	252
349.20008649	348.19281	18360	23022.6199645996	-1	-1	253
349.20242649	348.19515	2916	643500	-1	-1	254
349.23673149	348.229455	18360	44495.1252441406	-1	-1	255
349.23666149	348.229385	23	164939.150756836	-1	-1	256
349.27340649	348.26613	18415	6683.13009643555	-1	-1	257
349.86740649	348.86013	551	127669.8515625	-1	-1	258
350.17308149	349.165805	18483	9650.36996459961	-1	-1	259
350.20676649	349.19949	9142	27539279	-1	-1	260
350.20668649	349.19941	4885	23565631	-1	-1	261
350.20666649	349.19939	5754	7336171.5	-1	-1	262
350.20664649	349.19937	8042	13368971	-1	-1	263
350.20688649	349.19961	9659	10662532	-1	-1	264
350.20697149	349.199695	8614	11022236	-1	-1	265
350.21024649	349.20297	2520	660932	-1	-1	266
350.87516649	349.86789	287	8053.39990234375	-1	-1	267
351.13334649	350.12607	6359	1687920	-1	-1	268
351.20218649	350.19491	4445	1166910	-1	-1	269
351.20188649	350.19461	5380	6499295	-1	-1	270
351.21488649	350.20761	18382	34541.1696777344	-1	-1	271
351.25283649	350.24556	18349	38814.3198394775	-1	-1	272
351.54067649	350.5334	4654	789685	-1	-1	273
352.07671149	351.069435	18404	34754.3999023438	-1	-1	274
352.16503649	351.15776	10858	14836620	-1	-1	275
352.16500149	351.157725	9780	50724821	-1	-1	276
352.24772649	351.24045	18360	4697.20007324219	-1	-1	277
353.18110149	352.173825	2839	914450.5	-1	-1	278
353.18190649	352.17463	3807	725415	-1	-1	279
353.20882649	352.20155	18497	1211.3699798584	-1	-1	280
353.23183649	352.22456	18327	51412.1008300781	-1	-1	281
353.26845149	352.261175	18382	12738.2299194336	-1	-1	282
353.90079649	352.89352	188	15420.3001098633	-1	-1	283
354.28395649	353.27668	18459	7180.36996459961	-1	-1	284
354.28499649	353.27772	18415	37367	-1	-1	285
354.88456649	353.87729	309	151012.148925781	-1	-1	286
355.06923649	354.06196	56	930778	-1	-1	287
355.06951649	354.06224	17942	107519.100341797	-1	-1	288
355.21089649	354.20362	18371	7627.80004882813	-1	-1	289
355.24754649	354.24027	18371	311377.559661865	-1	-1	290
355.26936649	354.26209	2146	3278907	-1	-1	291
355.28388649	354.27661	18538	1061.38000488281	-1	-1	292
356.06895649	355.06168	18404	6693.74017333984	-1	-1	293
356.09259649	355.08532	17920	146934	-1	-1	294
356.20140649	355.19413	2993	1133506	-1	-1	295
356.27856649	355.27129	18538	1381.84999084473	-1	-1	296
356.29804649	355.29077	18437	39184.8648986816	-1	-1	297
357.20653649	356.19926	18459	5376.97009277344	-1	-1	298
357.22702149	356.219745	18327	23417.289642334	-1	-1	299
357.23603649	356.22876	5248	701658	-1	-1	300
357.24894649	356.24167	3422	8725957	-1	-1	301
357.24888649	356.24161	4808	2907912	-1	-1	302
357.24886649	356.24159	2443	2721915	-1	-1	303
357.26201649	356.25474	18507	22134.3500213623	-1	-1	304
357.28088649	356.27361	18459	5505.23001098633	-1	-1	305
357.29958149	356.292305	18415	4593.23999023438	-1	-1	306
357.29922649	356.29195	177	7913.5	-1	-1	307
358.05055649	357.04328	18096	24193.7993164063	-1	-1	308
358.20803649	357.20076	1992	808831	-1	-1	309
358.22010649	357.21283	4940	1695286.5	-1	-1	310
358.22202649	357.21475	18305	31341.4046630859	-1	-1	311
358.22600649	357.21873	7261	1841474.5	-1	-1	312
358.23846649	357.23119	4467	815114	-1	-1	313
358.26935649	357.26208	10495	19932445	-1	-1	314
358.26924649	357.26197	8790	27538152	-1	-1	315
358.26933649	357.26206	9428	35610326	-1	-1	316
358.26933649	357.26206	9791	8928055	-1	-1	317
358.26933649	357.26206	9164	2025856	-1	-1	318
359.19207649	358.1848	2795	1396815	-1	-1	319
359.22489649	358.21762	18360	7759.80017089844	-1	-1	320
359.22813149	358.220855	6513	26056137	-1	-1	321
359.22823649	358.22096	7283	3716670.5	-1	-1	322
359.22848649	358.22121	6920	10921157	-1	-1	323
359.24050149	358.233225	18415	14840.1902770996	-1	-1	324
359.23921649	358.23194	6117	6655887	-1	-1	325
359.23941149	358.232135	3510	4172778	-1	-1	326
359.23942649	358.23215	4346	38942380	-1	-1	327
360.18119649	359.17392	18503	3401.00498962402	-1	-1	328
360.19047649	359.1832	2146	1837368	-1	-1	329
360.20131649	359.19404	18316	21874.0002441406	-1	-1	330
360.23754649	359.23027	18371	36687.8002929688	-1	-1	331
361.18189649	360.17462	2146	7532334	-1	-1	332
361.19759649	360.19032	7349	3086257	-1	-1	333
361.19808649	360.19081	1530	479187	-1	-1	334
361.20092149	360.193645	18496	4457.58996582031	-1	-1	335
361.23736649	360.23009	18437	2307.91996765137	-1	-1	336
361.24380649	360.23653	3631	6045361	-1	-1	337
361.27309149	360.265815	18426	4302.18002319336	-1	-1	338
362.18150649	361.17423	4302	2649494	-1	-1	339
362.21027149	361.202995	7536	1301554	-1	-1	340
362.21438649	361.20711	18041	38693.7998046875	-1	-1	341
362.21707649	361.2098	18349	29580.1497802734	-1	-1	342
362.25327649	361.246	18327	19348.8697509766	-1	-1	343
362.32627149	361.318995	18382	37147.6496582031	-1	-1	344
362.88161649	361.87434	4038	817056	-1	-1	345
363.17585649	362.16858	18283	190290	-1	-1	346
363.18037649	362.1731	4995	4850325	-1	-1	347
363.25231149	362.245035	232	855598	-1	-1	348
363.25257649	362.2453	17942	412808.53742218	-1	-1	349
363.68168649	362.67441	5600	811047	-1	-1	350
363.86366649	362.85639	551	584513.900390625	-1	-1	351
364.22234649	363.21507	7514	42899563	-1	-1	352
365.13627149	364.128995	18507	158846.680236816	-1	-1	353
365.18109649	364.17382	2850	477937	-1	-1	354
365.21636649	364.20909	7426	927722	-1	-1	355
365.23144649	364.22417	18360	24161.5501708984	-1	-1	356
365.26855649	364.26128	18474	2307.7600402832	-1	-1	357
365.83957149	364.832295	287	52478.5497436523	-1	-1	358
366.13477149	365.127495	18510	4064.9499206543	-1	-1	359
366.20171649	365.19444	8427	3418057	-1	-1	360
366.20177149	365.194495	9604	8341008	-1	-1	361
366.20176149	365.194485	5699	2069180	-1	-1	362
366.20174649	365.19447	8878	1561924	-1	-1	363
366.20177649	365.1945	9362	4848622	-1	-1	364
366.26446149	365.257185	18459	6844.72009277344	-1	-1	365
366.71757149	365.710295	8845	1210909.5	-1	-1	366
367.22581649	366.21854	3862	761026	-1	-1	367
367.24764149	366.240365	18371	40626.1501464844	-1	-1	368
367.33144649	366.32417	18393	11732.7001953125	-1	-1	369
367.33624149	366.328965	18531	19499.1751098633	-1	-1	370
367.83527649	366.828	265	87079.4002075195	-1	-1	371
368.15975649	367.15248	6370	18591188	-1	-1	372
368.15978149	367.152505	7162	21967134	-1	-1	373
369.15132649	368.14405	15192	638169	-1	-1	374
369.16515649	368.15788	18338	30472.7998046875	-1	-1	375
369.26317649	368.2559	18371	9006.5	-1	-1	376
369.35293649	368.34566	18437	1358.87002563477	-1	-1	377
370.17541649	369.16814	10165	92829092	-1	-1	378
370.17542649	369.16815	10759	1178783	-1	-1	379
370.17548149	369.168205	6447	2820222	-1	-1	380
370.22220649	369.21493	18393	7352.24993896484	-1	-1	381
370.25838649	369.25111	18349	9825.92492675781	-1	-1	382
370.52087649	369.5136	1057	156770	-1	-1	383
370.70208649	369.69481	8713	573167	-1	-1	384
371.10047649	370.0932	287	1709397	-1	-1	385
371.10088649	370.09361	17986	799559	-1	-1	386
371.22123649	370.21396	18448	11687.7500915527	-1	-1	387
371.22666649	370.21939	3796	2952676	-1	-1	388
371.23929149	370.232015	2124	2750801	-1	-1	389
371.23936149	370.232085	848	1450212	-1	-1	390
371.24253149	370.235255	18360	5731.38989257813	-1	-1	391
371.27903649	370.27176	18415	12017.0900268555	-1	-1	392
371.31477649	370.3075	111	423144.098632813	-1	-1	393
372.09931649	371.09204	18531	1277.85000610352	-1	-1	394
372.09963649	371.09236	298	215803.201904297	-1	-1	395
372.09987649	371.0926	18129	13555.1999511719	-1	-1	396
372.27313149	371.265855	18382	8076.33515167236	-1	-1	397
373.21820649	372.21093	2652	3455639	-1	-1	398
373.24371649	372.23644	8295	1628148	-1	-1	399
373.24385149	372.236575	7140	4885279.5	-1	-1	400
373.24392649	372.23665	6898	6951925	-1	-1	401
373.24387649	372.2366	7437	6325164	-1	-1	402
373.25478149	372.247505	5006	4951301	-1	-1	403
373.25516649	372.24789	7008	1287163	-1	-1	404
373.25776649	372.25049	18496	1587.63998413086	-1	-1	405
373.28002649	372.27275	4885	3856418	-1	-1	406
373.28018649	372.27291	4258	5510292	-1	-1	407
373.72539649	372.71812	10517	414347	-1	-1	408
374.09615149	373.088875	56	42956.6599731445	-1	-1	409
374.11292649	373.10565	18041	28135.7001953125	-1	-1	410
374.21703649	373.20976	18327	10369.4697570801	-1	-1	411
374.23898649	373.23171	2861	6969404	-1	-1	412
374.24474649	373.23747	18371	7062.39990234375	-1	-1	413
374.25312649	373.24585	18393	4545.96994018555	-1	-1	414
374.28984649	373.28257	18437	1490.55500793457	-1	-1	415
374.69800649	373.69073	2586	468493	-1	-1	416
375.12908649	374.12181	5545	5194851	-1	-1	417
375.19978649	374.19251	3026	1347428.5	-1	-1	418
375.20182149	374.194545	10935	1993348	-1	-1	419
375.20209649	374.19482	6755	2594102	-1	-1	420
375.21543649	374.20816	18393	3565.29998779297	-1	-1	421
375.23414649	374.22687	4302	37139222	-1	-1	422
375.23422649	374.22695	6062	3620683	-1	-1	423
375.25161649	374.24434	18415	8764.81002807617	-1	-1	424
375.28824149	374.280965	18459	2631.73999023438	-1	-1	425
376.06591649	375.05864	18283	453117.600585938	-1	-1	426
376.19306649	375.18579	1387	2178185	-1	-1	427
376.19510649	375.18783	1629	736984	-1	-1	428
376.22587149	375.218595	9505	2549931	-1	-1	429
376.22578649	375.21851	6095	4909915	-1	-1	430
376.22603649	375.21876	7558	1708280	-1	-1	431
376.22710649	375.21983	2377	1267769	-1	-1	432
376.25863649	375.25136	18360	490439	-1	-1	433
376.25942649	375.25215	18371	39884.8004150391	-1	-1	434
376.69953649	375.69226	2938	1767952	-1	-1	435
376.89830649	375.89103	485	193275.948242188	-1	-1	436
377.14462649	376.13735	4731	75949843	-1	-1	437
377.18118649	376.17391	4533	1257181	-1	-1	438
377.19327149	376.185995	18393	71412.2998046875	-1	-1	439
377.20708649	376.19981	8328	420296	-1	-1	440
377.21081649	376.20354	18415	12143.3848724365	-1	-1	441
377.23137649	376.2241	18360	13922.3499145508	-1	-1	442
377.26734649	376.26007	18507	8143.10003662109	-1	-1	443
378.21226649	377.20499	18426	36478.4996337891	-1	-1	444
378.23788649	377.23061	9263	49264791	-1	-1	445
378.23783649	377.23056	10077	66072877	-1	-1	446
378.23811649	377.23084	9670	4424408	-1	-1	447
378.23808149	377.230805	10781	16388713	-1	-1	448
378.24165149	377.234375	7789	737950	-1	-1	449
378.24806649	377.24079	18338	7854.19982910156	-1	-1	450
379.18578649	378.17851	18250	98675	-1	-1	451
379.19700149	378.189725	4621	3953351	-1	-1	452
379.20810149	378.200825	3664	7187847	-1	-1	453
379.24705649	378.23978	18371	22432.6999511719	-1	-1	454
379.71068649	378.70341	1717	475578.5	-1	-1	455
380.21709649	379.20982	9725	1626845	-1	-1	456
380.21737649	379.2101	8647	7094612	-1	-1	457
380.89001649	379.88274	78	267792.698486328	-1	-1	458
381.02126649	380.01399	18184	514605.5	-1	-1	459
381.11049649	380.10322	18507	11956.1751098633	-1	-1	460
381.20164649	380.19437	5072	702106	-1	-1	461
381.20163649	380.19436	18415	19486.900390625	-1	-1	462
381.22679649	380.21952	18371	16199.9001464844	-1	-1	463
381.26325149	380.255975	18415	21802.6999511719	-1	-1	464
381.29939149	380.292115	18459	4492.58500671387	-1	-1	465
381.87976149	380.872485	6755	7193308	-1	-1	466
381.88923149	380.881955	133	23689.0199890137	-1	-1	467
382.15424649	381.14697	17172	2223386.60009766	-1	-1	468
382.24440649	381.23713	8548	2290719	-1	-1	469
383.33071649	382.32344	18538	53504.9101409912	-1	-1	470
384.09725649	383.08998	18349	42533.6000976563	-1	-1	471
384.13080649	383.12353	18531	2869.86000061035	-1	-1	472
384.19113649	383.18386	10715	6400344	-1	-1	473
384.19104649	383.18377	6964	1978244	-1	-1	474
384.29542649	383.28815	18415	4557.29992675781	-1	-1	475
384.32153649	383.31426	18283	81948	-1	-1	476
384.33442649	383.32715	18531	2446.12001037598	-1	-1	477
385.16385649	384.15658	18184	23877.6005859375	-1	-1	478
385.22191649	384.21464	18360	11513.2001953125	-1	-1	479
385.23085649	384.22358	4599	1772633	-1	-1	480
385.23407649	384.2268	254	344318.301757813	-1	-1	481
385.23574149	384.228465	18507	3234.19496154785	-1	-1	482
385.25813649	384.25086	18371	25459.7853240967	-1	-1	483
385.25455649	384.24728	4159	1682935	-1	-1	484
385.25504649	384.24777	3675	49018790.5	-1	-1	485
385.25486649	384.24759	2520	8306776	-1	-1	486
385.25488649	384.24761	6766	6021853	-1	-1	487
385.25512649	384.24785	6029	527387	-1	-1	488
386.17018649	385.16291	5512	8268923	-1	-1	489
386.17047149	385.163195	6898	3830994	-1	-1	490
386.20888649	385.20161	18459	3672.80004882813	-1	-1	491
386.25233649	385.24506	18459	1165.72999572754	-1	-1	492
386.28979649	385.28252	18382	6301.8200378418	-1	-1	493
387.17980649	386.17253	18327	647396	-1	-1	494
387.19272649	386.18545	18415	64524	-1	-1	495
387.25970149	386.252425	7558	17843426	-1	-1	496
387.25951649	386.25224	4621	2575232	-1	-1	497
387.27044649	386.26317	3114	2311618	-1	-1	498
387.27061649	386.26334	4445	12269788	-1	-1	499
