Source=C#
UMCIndex	UMCNET	AlignedMass
11566	0.36158	1027.6
11567	0.24532	1027.6
11568	0.18487	1027.6
11569	0.11528	1027.6
11570	0.26041	1027.6
11571	0.32163	1027.6
11572	0.12796	1027.6
11573	0.27811	1027.6
11574	0.14527	1028.5
11575	0.20665	1028.5
11576	0.16626	1028.5
11577	0.29727	1028.5
11578	0.14527	1028.5
11579	0.22852	1028.5
11580	0.28	1028.5
11581	0.24258	1028.6
11582	0.13282	1028.5
11583	0.23774	1028.5
11584	0.15422	1028.6
11585	0.17751	1028.6
11586	0.35864	1028.6
11587	0.34685	1028.6
11588	0.39476	1028.6
11589	0.52384	1028.6
11590	0.53834	1028.6
11591	0.32374	1028.6
11592	0.27769	1028.6
11593	0.17288	1028.6
11594	0.25394	1028.6
11595	0.19494	1028.6
11596	0.14822	1028.6
11597	0.40214	1028.6
11598	0.28463	1028.6
11599	0.47931	1028.6
11600	0.22915	1029.4
11601	0.15158	1029.5
11602	0.11444	1029.5
11603	0.21724	1029.5
11604	0.13535	1029.5
11605	0.22746	1029.5
11606	0.1136	1029.5
11607	0.18772	1029.5
11608	0.17709	1029.5
11609	0.28716	1029.5
11610	0.1733	1029.5
11611	0.21192	1029.5
11612	0.13681	1029.5
11613	0.19599	1029.5
11614	0.26527	1029.5
11615	0.27495	1029.6
11616	0.18088	1029.6
11617	0.31932	1029.6
11618	0.15653	1029.6
11619	0.11107	1029.6
11620	0.26927	1029.6
11621	0.17877	1029.6
11622	0.1008	1029.6
11623	0.49582	1029.6
11624	0.39834	1029.6
11625	0.28	1029.6
11626	0.31743	1029.6
11627	0.14948	1030.4
11628	0.22641	1030.4
11629	0.35169	1030.5
11630	0.36955	1030.5
11631	0.15443	1030.5
11632	0.30564	1030.5
11633	0.32879	1030.5
11634	0.44435	1030.5
11635	0.21556	1030.5
11636	0.17057	1030.5
11637	0.25079	1030.5
11638	0.13156	1030.5
11639	0.35085	1030.5
11640	0.15158	1030.6
11641	0.11528	1030.6
11642	0.22347	1030.6
11643	0.30817	1030.6
11644	0.24426	1030.6
11645	0.17246	1030.6
11646	0.50014	1030.6
11647	0.32479	1030.6
11648	0.18445	1030.6
11649	0.44898	1030.6
11650	0.47573	1030.6
11651	0.27811	1031.4
11652	0.19844	1031.5
11653	0.14148	1031.5
11654	0.31637	1031.5
11655	0.17877	1031.5
11656	0.17183	1031.5
11657	0.13072	1031.5
11658	0.1478	1031.5
11659	0.32605	1031.5
11660	0.39666	1031.5
11661	0.099541	1031.5
11662	0.18256	1031.5
11663	0.29854	1031.5
11664	0.22136	1031.5
11665	0.41995	1031.5
11666	0.35906	1031.5
11667	0.27937	1031.5
11668	0.3027	1031.5
11669	0.13114	1031.5
11670	0.35569	1031.5
11671	0.25605	1031.6
11672	0.5115	1031.6
11673	0.3704	1031.6
11674	0.34811	1031.6
11675	0.33173	1031.6
11676	0.26822	1031.6
11677	0.31448	1031.6
11678	0.22683	1031.6
11679	0.53897	1031.6
11680	0.34285	1031.6
11681	0.36263	1031.6
11682	0.26167	1031.6
11683	0.38238	1031.6
11684	0.52029	1032
11685	0.4317	1032.5
11686	0.12165	1032.5
11687	0.38154	1032.5
11688	0.15443	1032.5
11689	0.19235	1032.5
11690	0.39708	1032.5
11691	0.22262	1032.5
11692	0.152	1032.5
11693	0.25705	1032.5
11694	0.2739	1032.5
11695	0.30522	1032.5
11696	0.40904	1032.5
11697	0.28484	1032.5
11698	0.20982	1032.5
11699	0.11912	1032.5
11700	0.17498	1032.6
11701	0.30038	1032.6
11702	0.30585	1032.6
11703	0.33763	1032.6
11704	0.24006	1032.6
11705	0.53562	1032.6
11706	0.63524	1032.6
11707	0.255	1032.6
11708	0.27748	1032.6
11709	0.239	1032.6
11710	0.32037	1032.6
11711	0.13451	1033.5
11712	0.12102	1033.5
11713	0.26759	1033.5
11714	0.10855	1033.5
11715	0.19494	1033.5
11716	0.18003	1033.5
11717	0.41136	1033.5
11718	0.25205	1033.5
11719	0.21387	1033.5
11720	0.14948	1033.5
11721	0.32332	1033.5
11722	0.19326	1033.5
11723	0.31027	1033.5
11724	0.32184	1033.5
11725	0.28358	1033.5
11726	0.1559	1033.6
11727	0.29137	1033.6
11728	0.30375	1033.6
11729	0.27979	1033.6
11730	0.33089	1033.6
11731	0.17309	1033.6
11732	0.45487	1033.6
11733	0.31217	1033.6
11734	0.42037	1033.6
11735	0.11107	1033.6
11736	0.13156	1034.4
11737	0.58386	1034.4
11738	0.25415	1034.4
11739	0.18361	1034.4
11740	0.19151	1034.5
11741	0.17583	1034.5
11742	0.093228	1034.5
11743	0.12733	1034.5
11744	0.41543	1034.5
11745	0.25957	1034.5
11746	0.18046	1034.5
11747	0.12228	1034.5
11748	0.3639	1034.5
11749	0.13597	1034.6
11750	0.17078	1034.6
11751	0.43528	1034.6
11752	0.32921	1034.6
11753	0.39582	1034.6
11754	0.34117	1034.6
11755	0.35527	1034.6
11756	0.48018	1034.6
11757	0.37208	1034.6
11758	0.20961	1034.6
11759	0.11912	1035.4
11760	0.16825	1035.5
11761	0.31153	1035.5
11762	0.15359	1035.5
11763	0.25747	1035.5
11764	0.1366	1035.5
11765	0.22136	1035.5
11766	0.17814	1035.5
11767	0.27075	1035.5
11768	0.20877	1035.5
11769	0.30775	1035.5
11770	0.11697	1035.5
11771	0.13072	1035.5
11772	0.24742	1035.5
11773	0.32521	1035.5
11774	0.20539	1035.5
11775	0.2819	1035.5
11776	0.17309	1035.5
11777	0.45938	1035.5
11778	0.33552	1035.5
11779	0.28968	1035.6
11780	0.30143	1035.6
11781	0.37712	1035.6
11782	0.16867	1035.6
11783	0.18604	1035.6
11784	0.22936	1035.6
11785	0.23774	1035.6
11786	0.22094	1035.6
11787	0.14948	1035.6
11788	0.65294	1035.7
11789	0.36284	1036.4
11790	0.1733	1036.5
11791	0.21213	1036.5
11792	0.24174	1036.5
11793	0.22304	1036.5
11794	0.25563	1036.5
11795	0.36621	1036.5
11796	0.35443	1036.5
11797	0.11528	1036.5
11798	0.15116	1036.5
11799	0.30606	1036.5
11800	0.2016	1036.5
11801	0.14022	1036.5
11802	0.3027	1036.5
11803	0.10518	1036.5
11804	0.19326	1036.5
11805	0.34412	1036.5
11806	0.2369	1036.6
11807	0.19284	1036.6
11808	0.46816	1036.6
11809	0.31932	1036.6
11810	0.35716	1036.6
11811	0.24868	1036.6
11812	0.22557	1037.5
11813	0.1008	1037.5
11814	0.16972	1037.5
11815	0.13787	1037.5
11816	0.28968	1037.5
11817	0.17646	1037.5
11818	0.19515	1037.5
11819	0.28337	1037.5
11820	0.32963	1037.5
11821	0.24111	1037.5
11822	0.33991	1037.6
11823	0.22662	1037.6
11824	0.30122	1037.6
11825	0.10855	1037.6
11826	0.31385	1037.7
11827	0.30943	1037.7
11828	0.4617	1038
11829	0.49455	1038
11830	0.15995	1038.5
11831	0.29975	1038.5
11832	0.17225	1038.5
11833	0.28632	1038.5
11834	0.1813	1038.5
11835	0.43507	1038.5
11836	0.33763	1038.6
11837	0.30796	1038.6
11838	0.37796	1038.6
11839	0.1385	1038.6
11840	0.28547	1038.6
11841	0.40988	1038.6
11842	0.4865	1038.6
11843	0.37375	1038.6
11844	0.18466	1038.6
11845	0.41838	1038.6
11846	0.39876	1039.4
11847	0.33447	1039.4
11848	0.13367	1039.5
11849	0.1324	1039.5
11850	0.38175	1039.5
11851	0.18277	1039.5
11852	0.30122	1039.5
11853	0.089441	1039.5
11854	0.13808	1039.5
11855	0.29073	1039.5
11856	0.22241	1039.5
11857	0.19781	1039.5
11858	0.2283	1039.5
11859	0.31574	1039.5
11860	0.31574	1039.5
11861	0.22157	1039.5
11862	0.4015	1039.6
11863	0.34959	1039.6
11864	0.61757	1039.6
11865	0.26549	1039.6
11866	0.19368	1039.6
11867	0.18403	1039.6
11868	0.16311	1039.6
11869	0.33678	1039.6
11870	0.15548	1039.6
11871	0.19193	1039.6
11872	0.22894	1039.6
11873	0.2302	1040.5
11874	0.11528	1040.5
11875	0.17898	1040.5
11876	0.24637	1040.5
11877	0.36158	1040.5
11878	0.24048	1040.5
11879	0.37733	1040.5
11880	0.21319	1040.5
11881	0.22283	1040.5
11882	0.18109	1040.5
11883	0.25289	1040.5
11884	0.35716	1040.5
11885	0.39476	1040.5
11886	0.27054	1040.5
11887	0.14148	1040.5
11888	0.1136	1040.5
11889	0.23964	1040.6
11890	0.13766	1040.6
11891	0.25037	1040.6
11892	0.43023	1040.6
11893	0.2739	1040.6
11894	0.12796	1040.6
11895	0.30438	1040.6
11896	0.36495	1040.6
11897	0.27516	1040.6
11898	0.32227	1040.7
11899	0.21766	1040.7
11900	0.31974	1041.1
11901	0.26591	1041.5
11902	0.28274	1041.5
11903	0.49888	1041.5
11904	0.23858	1041.5
11905	0.50183	1041.5
11906	0.093228	1041.5
11907	0.19263	1041.5
11908	0.11976	1041.5
11909	0.10434	1041.6
11910	0.31259	1041.6
11911	0.32016	1041.6
11912	0.31132	1041.6
11913	0.14106	1041.6
11914	0.19193	1041.6
11915	0.11192	1041.6
11916	0.17583	1041.6
11917	0.12988	1041.6
11918	0.29391	1041.6
11919	0.4393	1041.6
11920	0.28653	1041.6
11921	0.53876	1041.7
11922	0.36326	1042.5
11923	0.2531	1042.5
11924	0.26633	1042.5
11925	0.14906	1042.5
11926	0.15632	1042.5
11927	0.13409	1042.5
11928	0.38301	1042.5
11929	0.25789	1042.5
11930	0.19368	1042.5
11931	0.27054	1042.5
11932	0.18445	1042.5
11933	0.26717	1042.5
11934	0.15242	1042.6
11935	0.15032	1042.6
11936	0.24321	1042.6
11937	0.17414	1042.6
11938	0.47615	1042.6
11939	0.26464	1042.6
11940	0.16888	1042.6
11941	0.17351	1042.6
11942	0.26885	1042.6
11943	0.31448	1042.6
11944	0.41114	1042.6
11945	0.44646	1042.6
11946	0.24532	1042.6
11947	0.2678	1042.6
11948	0.4914	1042.7
11949	0.50435	1042.7
11950	0.24553	1043.4
11951	0.22199	1043.4
11952	0.28253	1043.5
11953	0.31027	1043.5
11954	0.17856	1043.5
11955	0.30017	1043.5
11956	0.1324	1043.5
11957	0.24868	1043.5
11958	0.11023	1043.5
11959	0.22389	1043.6
11960	0.23311	1043.6
11961	0.21066	1043.6
11962	0.19655	1043.6
11963	0.27096	1043.6
11964	0.1303	1043.6
11965	0.21471	1043.6
11966	0.22788	1043.6
11967	0.39708	1043.6
11968	0.32269	1043.6
11969	0.15869	1043.6
11970	0.42079	1043.6
11971	0.2621	1043.6
11972	0.35127	1043.6
11973	0.17835	1043.6
11974	0.3271	1043.6
11975	0.39771	1044
11976	0.25142	1044.5
11977	0.24237	1044.5
11978	0.31995	1044.5
11979	0.11781	1044.5
11980	0.37208	1044.5
11981	0.33907	1044.5
11982	0.15674	1044.5
11983	0.31848	1044.5
11984	0.39771	1044.5
11985	0.22018	1044.5
11986	0.27559	1044.5
11987	0.18361	1044.5
11988	0.25247	1044.6
11989	0.14864	1044.6
11990	0.17267	1044.6
11991	0.31132	1044.6
11992	0.22999	1044.6
11993	0.21361	1044.6
11994	0.18814	1044.6
11995	0.16311	1044.6
11996	0.16972	1044.6
11997	0.31743	1044.6
11998	0.27958	1044.6
11999	0.2739	1044.6
12000	0.23438	1044.6
12001	0.33384	1044.6
12002	0.13451	1045.5
12003	0.36179	1045.5
12004	0.28042	1045.5
12005	0.18235	1045.5
12006	0.24426	1045.5
12007	0.17919	1045.5
12008	0.19781	1045.5
12009	0.12039	1045.5
12010	0.2185	1045.5
12011	0.38175	1045.5
12012	0.22473	1045.6
12013	0.17583	1045.6
12014	0.33194	1045.6
12015	0.35443	1045.6
12016	0.13892	1045.6
12017	0.31301	1045.6
12018	0.29954	1045.6
12019	0.1136	1045.6
12020	0.26801	1045.6
12021	0.32521	1045.6
12022	0.41333	1045.6
12023	0.32879	1045.6
12024	0.13745	1045.6
12025	0.18403	1045.6
12026	0.3868	1045.6
12027	0.35906	1045.6
12028	0.30964	1045.6
12029	0.13597	1045.6
12030	0.2094	1045.6
12031	0.14022	1045.6
12032	0.11849	1046.4
12033	0.36116	1046.4
12034	0.13409	1046.5
12035	0.31406	1046.5
12036	0.17351	1046.5
12037	0.27601	1046.5
12038	0.18067	1046.5
12039	0.22788	1046.5
12040	0.25831	1046.5
12041	0.19389	1046.5
12042	0.12165	1046.5
12043	0.55175	1046.5
12044	0.16825	1046.6
12045	0.152	1046.6
12046	0.27832	1046.6
12047	0.13493	1046.6
12048	0.12859	1046.6
12049	0.11444	1046.6
12050	0.46521	1046.6
12051	0.47784	1046.6
12052	0.31764	1046.6
12053	0.30333	1046.6
12054	0.18088	1046.6
12055	0.57799	1046.6
12056	0.22683	1046.6
12057	0.40988	1046.6
12058	0.31827	1046.6
12059	0.44561	1046.6
12060	0.28316	1046.6
12061	0.22389	1046.7
12062	0.12039	1047.5
12063	0.32184	1047.5
12064	0.27643	1047.5
12065	0.11107	1047.5
12066	0.24931	1047.5
12067	0.17267	1047.5
12068	0.26506	1047.5
12069	0.42788	1047.5
12070	0.31469	1047.5
12071	0.13639	1047.5
12072	0.35674	1047.6
12073	0.39072	1047.6
12074	0.28442	1047.6
12075	0.30165	1047.6
12076	0.34643	1047.6
12077	0.20772	1047.6
12078	0.29643	1047.6
12079	0.22452	1047.6
12080	0.39855	1047.6
12081	0.31448	1047.6
12082	0.30228	1047.6
12083	0.41157	1047.6
12084	0.2283	1047.6
12085	0.35632	1047.6
12086	0.18508	1047.6
12087	0.321	1048.5
12088	0.60915	1048.5
12089	0.37439	1048.5
12090	0.18088	1048.5
12091	0.24237	1048.5
12092	0.23564	1048.5
12093	0.34517	1048.5
12094	0.18982	1048.5
12095	0.29391	1048.5
12096	0.11023	1048.5
12097	0.46395	1048.5
12098	0.33678	1048.6
12099	0.27958	1048.6
12100	0.19151	1048.6
12101	0.17456	1048.6
12102	0.097016	1048.6
12103	0.22767	1048.6
12104	0.22262	1048.6
12105	0.24111	1048.6
12106	0.17372	1048.6
12107	0.34538	1048.6
12108	0.4357	1048.6
12109	0.40383	1048.6
12110	0.15242	1048.6
12111	0.44688	1049.4
12112	0.22536	1049.4
12113	0.20349	1049.5
12114	0.12607	1049.5
12115	0.1385	1049.5
12116	0.19452	1049.5
12117	0.16753	1049.5
12118	0.47721	1049.5
12119	0.15485	1049.5
12120	0.21892	1049.5
12121	0.27559	1049.5
12122	0.32605	1049.5
12123	0.31932	1049.5
12124	0.2302	1049.5
12125	0.3088	1049.5
12126	0.17814	1049.6
12127	0.27032	1049.6
12128	0.39476	1049.6
12129	0.23606	1049.6
12130	0.26612	1049.6
12131	0.25542	1049.6
12132	0.36661	1049.6
12133	0.11976	1049.6
12134	0.1366	1049.6
12135	0.33405	1049.6
12136	0.54123	1049.6
12137	0.29475	1050.4
12138	0.3975	1050.5
12139	0.29559	1050.5
12140	0.17583	1050.5
12141	0.27264	1050.5
12142	0.22241	1050.5
12143	0.12904	1050.5
12144	0.38154	1050.5
12145	0.14148	1050.5
12146	0.24174	1050.5
12147	0.17162	1050.5
12148	0.11976	1050.5
12149	0.35779	1050.6
12150	0.14359	1050.6
12151	0.25289	1050.6
12152	0.19326	1050.6
12153	0.26759	1050.6
12154	0.35674	1050.6
12155	0.28042	1050.7
12156	0.088178	1051.4
12157	0.13892	1051.5
12158	0.11781	1051.5
12159	0.24658	1051.5
12160	0.25458	1051.5
12161	0.1834	1051.5
12162	0.24027	1051.5
12163	0.39708	1051.5
12164	0.31764	1051.5
12165	0.2739	1051.5
12166	0.45361	1051.6
12167	0.15242	1051.6
12168	0.28716	1051.6
12169	0.12354	1051.6
12170	0.26336	1051.6
12171	0.25542	1051.6
12172	0.25289	1051.6
12173	0.22683	1051.6
12174	0.15995	1051.6
12175	0.14864	1051.6
12176	0.34496	1051.6
12177	0.29158	1051.6
12178	0.3767	1051.6
12179	0.45875	1051.6
12180	0.32184	1052.4
12181	0.22368	1052.5
12182	0.18561	1052.5
12183	0.22683	1052.5
12184	0.2348	1052.5
12185	0.10687	1052.5
12186	0.36997	1052.5
12187	0.44014	1052.5
12188	0.20665	1052.5
12189	0.18003	1052.5
12190	0.3128	1052.5
12191	0.40023	1052.5
12192	0.24426	1052.6
12193	0.22536	1052.6
12194	0.22809	1052.6
12195	0.28463	1052.6
12196	0.24448	1052.6
12197	0.22262	1052.6
12198	0.089441	1052.6
12199	0.24679	1052.6
12200	0.32521	1052.6
12201	0.30943	1052.6
12202	0.26464	1053.5
12203	0.094491	1053.5
12204	0.15359	1053.5
12205	0.34159	1053.5
12206	0.23083	1053.5
12207	0.28064	1053.5
12208	0.21256	1053.5
12209	0.27117	1053.5
12210	0.22304	1053.5
12211	0.1559	1053.5
12212	0.14275	1053.5
12213	0.25331	1053.5
12214	0.22018	1053.5
12215	0.33636	1053.6
12216	0.1324	1053.6
12217	0.1773	1053.6
12218	0.43675	1053.6
12219	0.251	1053.6
12220	0.34685	1053.6
12221	0.1997	1053.6
12222	0.34285	1053.6
12223	0.1853	1053.6
12224	0.24889	1053.6
12225	0.41375	1053.6
12226	0.54228	1053.6
12227	0.38028	1053.7
12228	0.46311	1053.7
12229	0.48187	1053.7
12230	0.15527	1054.4
12231	0.2819	1054.5
12232	0.41178	1054.5
12233	0.43065	1054.5
12234	0.18277	1054.5
12235	0.19305	1054.5
12236	0.47931	1054.5
12237	0.28863	1054.5
12238	0.20772	1054.5
12239	0.12946	1054.6
12240	0.11107	1054.6
12241	0.22936	1054.6
12242	0.26717	1054.6
12243	0.14064	1054.6
12244	0.1997	1054.6
12245	0.35001	1054.6
12246	0.39282	1054.6
12247	0.25163	1054.6
12248	0.23041	1054.6
12249	0.27222	1054.6
12250	0.15674	1054.6
12251	0.36137	1054.6
12252	0.30207	1054.6
12253	0.40425	1054.6
12254	0.26252	1054.6
12255	0.30585	1054.6
12256	0.24111	1055.2
12257	0.31637	1055.4
12258	0.24111	1055.5
12259	0.1267	1055.5
12260	0.31995	1055.5
12261	0.23125	1055.5
12262	0.30165	1055.5
12263	0.28295	1055.5
12264	0.17625	1055.6
12265	0.42206	1055.6
12266	0.2491	1055.6
12267	0.24048	1055.6
12268	0.15242	1055.6
12269	0.4372	1055.6
12270	0.1669	1055.6
12271	0.18646	1055.6
12272	0.26485	1055.6
12273	0.13114	1055.6
12274	0.14148	1055.6
12275	0.35338	1055.6
12276	0.40066	1055.7
12277	0.24974	1056.4
12278	0.33447	1056.5
12279	0.14822	1056.5
12280	0.13829	1056.5
12281	0.43381	1056.5
12282	0.42058	1056.5
12283	0.17246	1056.5
12284	0.32521	1056.5
12285	0.25563	1056.5
12286	0.1894	1056.5
12287	0.13702	1056.6
12288	0.23353	1056.6
12289	0.41543	1056.6
12290	0.10771	1056.6
12291	0.20708	1056.6
12292	0.50393	1056.6
12293	0.47615	1056.6
12294	0.321	1056.6
12295	0.29854	1056.6
12296	0.3538	1056.6
12297	0.36745	1056.6
12298	0.26336	1056.6
12299	0.33194	1056.6
12300	0.18508	1056.6
12301	0.24742	1056.6
12302	0.17835	1056.6
12303	0.26612	1056.6
12304	0.19389	1056.6
12305	0.48271	1056.6
12306	0.50435	1056.6
12307	0.40946	1056.6
12308	0.49329	1056.7
12309	0.11781	1057.5
12310	0.34117	1057.5
12311	0.49014	1057.5
12312	0.24995	1057.5
12313	0.37754	1057.5
12314	0.2283	1057.5
12315	0.39897	1057.5
12316	0.27937	1057.5
12317	0.26527	1057.6
12318	0.20856	1057.6
12319	0.27516	1057.6
12320	0.24111	1057.6
12321	0.17036	1057.6
12322	0.25289	1057.6
12323	0.17414	1057.6
12324	0.25831	1057.6
12325	0.21256	1057.6
12326	0.22094	1057.6
12327	0.35758	1057.6
12328	0.34201	1057.6
12329	0.18382	1057.6
12330	0.33258	1057.6
12331	0.31616	1057.6
12332	0.38638	1058.2
12333	0.42451	1058.5
12334	0.38659	1058.5
12335	0.19066	1058.5
12336	0.23858	1058.5
12337	0.33047	1058.5
12338	0.65673	1058.5
12339	0.18445	1058.5
12340	0.19235	1058.5
12341	0.17372	1058.5
12342	0.25205	1058.5
12343	0.13114	1058.5
12344	0.1136	1058.5
12345	0.21277	1058.6
12346	0.24237	1058.6
12347	0.34517	1058.6
12348	0.32016	1058.6
12349	0.24826	1058.6
12350	0.1366	1058.6
12351	0.17814	1058.6
12352	0.26125	1058.6
12353	0.27748	1058.6
12354	0.27117	1058.6
12355	0.2859	1058.6
12356	0.31153	1058.6
12357	0.23816	1058.6
12358	0.13451	1058.6
12359	0.24974	1058.6
12360	0.22018	1058.6
12361	0.26717	1058.6
12362	0.14106	1058.6
12363	0.29996	1058.6
12364	0.24321	1058.6
12365	0.36579	1059.5
12366	0.11444	1059.5
12367	0.3109	1059.5
12368	0.24006	1059.5
12369	0.3788	1059.5
12370	0.51108	1059.5
12371	0.098278	1059.5
12372	0.12946	1059.5
12373	0.30017	1059.5
12374	0.17141	1059.5
12375	0.36263	1059.5
12376	0.15506	1059.6
12377	0.13535	1059.6
12378	0.28169	1059.6
12379	0.35527	1059.6
12380	0.13198	1059.6
12381	0.288	1059.6
12382	0.34854	1059.6
12383	0.31764	1059.6
12384	0.11444	1059.6
12385	0.27348	1059.6
12386	0.18814	1059.6
12387	0.41974	1059.6
12388	0.3128	1059.6
12389	0.30354	1059.6
12390	0.36137	1059.6
12391	0.30585	1059.6
12392	0.10855	1060.5
12393	0.29891	1060.5
12394	0.2739	1060.5
12395	0.36095	1060.5
12396	0.22431	1060.5
12397	0.29391	1060.5
12398	0.43507	1060.5
12399	0.17751	1060.5
12400	0.32795	1060.5
12401	0.22515	1060.5
12402	0.18067	1060.6
12403	0.14948	1060.6
12404	0.32647	1060.6
12405	0.30122	1060.6
12406	0.43846	1060.6
12407	0.24321	1060.6
12408	0.22704	1060.6
12409	0.18898	1060.6
12410	0.42058	1060.6
12411	0.11781	1060.6
12412	0.31637	1060.6
12413	0.22578	1060.6
12414	0.46002	1060.6
12415	0.20772	1060.6
12416	0.33173	1060.6
12417	0.30186	1061.5
12418	0.29052	1061.5
12419	0.2621	1061.5
12420	0.19557	1061.5
12421	0.18982	1061.5
12422	0.53855	1061.5
12423	0.20793	1061.5
12424	0.37375	1061.5
12425	0.48355	1061.5
12426	0.30249	1061.6
12427	0.2283	1061.6
12428	0.47615	1061.6
12429	0.23269	1061.6
12430	0.28421	1061.6
12431	0.22018	1061.6
12432	0.34075	1061.6
12433	0.2164	1061.6
12434	0.27979	1061.6
12435	0.31217	1061.6
12436	0.22578	1061.6
12437	0.3924	1061.6
12438	0.40066	1061.6
12439	0.36474	1061.6
12440	0.3746	1062.4
12441	0.41051	1062.4
12442	0.15806	1062.5
12443	0.24321	1062.5
12444	0.54123	1062.5
12445	0.17835	1062.5
12446	0.152	1062.5
12447	0.23522	1062.5
12448	0.15632	1062.5
12449	0.32542	1062.5
12450	0.13451	1062.5
12451	0.22094	1062.5
12452	0.35401	1062.5
12453	0.13808	1062.5
12454	0.22746	1062.5
12455	0.28905	1062.5
12456	0.3954	1062.5
12457	0.26801	1062.6
12458	0.18151	1062.6
12459	0.29095	1062.6
12460	0.2491	1062.6
12461	0.15569	1062.6
12462	0.25705	1062.6
12463	0.29643	1062.6
12464	0.2302	1062.6
12465	0.321	1062.6
12466	0.11444	1062.6
12467	0.43633	1062.6
12468	0.25458	1062.6
12469	0.30165	1062.6
12470	0.2657	1062.6
12471	0.20602	1062.6
12472	0.26969	1062.6
12473	0.19781	1063.5
12474	0.21361	1063.5
12475	0.32016	1063.5
12476	0.32795	1063.5
12477	0.3479	1063.5
12478	0.19263	1063.5
12479	0.28316	1063.5
12480	0.21213	1063.5
12481	0.17583	1063.5
12482	0.52553	1063.5
12483	0.24321	1063.5
12484	0.29307	1063.6
12485	0.10771	1063.6
12486	0.27769	1063.6
12487	0.27201	1063.6
12488	0.23041	1063.6
12489	0.28674	1063.6
12490	0.35527	1063.6
12491	0.44603	1063.6
12492	0.30585	1063.6
12493	0.32395	1063.6
12494	0.3788	1063.6
12495	0.21934	1063.6
12496	0.26549	1064.5
12497	0.31701	1064.5
12498	0.18277	1064.5
12499	0.12039	1064.5
12500	0.3746	1064.5
12501	0.25184	1064.5
12502	0.28547	1064.5
12503	0.16437	1064.5
12504	0.20602	1064.5
12505	0.43107	1064.5
12506	0.18772	1064.5
12507	0.22788	1064.5
12508	0.23269	1064.5
12509	0.41249	1064.5
12510	0.42914	1064.6
12511	0.16825	1064.6
12512	0.13535	1064.6
12513	0.17246	1064.6
12514	0.27537	1064.6
12515	0.43654	1064.6
12516	0.18772	1064.6
12517	0.43191	1064.6
12518	0.30143	1064.6
12519	0.15743	1064.6
12520	0.20687	1065
12521	0.19151	1065.5
12522	0.1853	1065.5
12523	0.38819	1065.5
12524	0.45938	1065.5
12525	0.34748	1065.5
12526	0.22018	1065.5
12527	0.32942	1065.5
12528	0.17562	1065.5
12529	0.27222	1065.5
12530	0.21234	1065.5
12531	0.27664	1065.6
12532	0.14948	1065.6
12533	0.22368	1065.6
12534	0.22873	1065.6
12535	0.28148	1065.6
12536	0.33342	1065.6
12537	0.090703	1065.6
12538	0.53876	1065.6
12539	0.22473	1065.6
12540	0.1794	1065.6
12541	0.26485	1065.6
12542	0.21045	1065.6
12543	0.27685	1065.6
12544	0.3498	1065.6
12545	0.1267	1065.6
12546	0.45024	1065.6
12547	0.4993	1065.7
12548	0.26969	1066.5
12549	0.14737	1066.5
12550	0.29433	1066.5
12551	0.28211	1066.5
12552	0.1419	1066.5
12553	0.11849	1066.5
12554	0.20475	1066.5
12555	0.16121	1066.5
12556	0.21598	1066.5
12557	0.23922	1066.5
12558	0.39198	1066.5
12559	0.26969	1066.6
12560	0.3048	1066.6
12561	0.17372	1066.6
12562	0.19193	1066.6
12563	0.11781	1066.6
12564	0.14864	1066.6
12565	0.60663	1066.6
12566	0.28253	1066.6
12567	0.10602	1067.5
12568	0.15359	1067.5
12569	0.22683	1067.5
12570	0.22283	1067.5
12571	0.20412	1067.5
12572	0.21234	1067.5
12573	0.11107	1067.5
12574	0.30901	1067.5
12575	0.29095	1067.5
12576	0.36474	1067.5
12577	0.23041	1067.6
12578	0.1752	1067.6
12579	0.27622	1067.6
12580	0.2901	1067.6
12581	0.20919	1067.6
12582	0.25079	1067.6
12583	0.12228	1067.6
12584	0.28926	1067.6
12585	0.10518	1067.6
12586	0.31743	1067.6
12587	0.098278	1067.6
12588	0.57588	1067.7
12589	0.37565	1067.7
12590	0.36032	1067.7
12591	0.46732	1067.7
12592	0.43276	1068.5
12593	0.19907	1068.5
12594	0.45445	1068.5
12595	0.12946	1068.5
12596	0.27264	1068.5
12597	0.31574	1068.5
12598	0.29933	1068.5
12599	0.24363	1068.5
12600	0.2678	1068.5
12601	0.36829	1068.5
12602	0.29095	1068.5
12603	0.30817	1068.6
12604	0.255	1068.6
12605	0.16185	1068.6
12606	0.12354	1068.6
12607	0.39156	1068.6
12608	0.52889	1068.6
12609	0.28758	1068.6
12610	0.19305	1068.6
12611	0.25584	1068.6
12612	0.1733	1068.6
12613	0.25205	1068.6
12614	0.33615	1068.6
12615	0.27727	1068.6
12616	0.32647	1068.6
12617	0.36116	1068.7
12618	0.26443	1068.7
12619	0.28127	1068.7
12620	0.18151	1069.4
12621	0.24111	1069.4
12622	0.3538	1069.5
12623	0.33047	1069.5
12624	0.11781	1069.5
12625	0.16058	1069.5
12626	0.20665	1069.5
12627	0.36955	1069.5
12628	0.2222	1069.5
12629	0.10434	1069.5
12630	0.13198	1069.5
12631	0.41543	1069.5
12632	0.33047	1069.6
12633	0.30669	1069.6
12634	0.27516	1069.6
12635	0.38575	1069.6
12636	0.29643	1069.6
12637	0.28021	1069.6
12638	0.38028	1069.6
12639	0.46984	1069.6
12640	0.29891	1069.6
12641	0.3189	1069.6
