Source=C#
UMCIndex	UMCNET	AlignedMass
190	0.74265	337.23
191	0.74504	337.23
192	0.74349	337.34
193	0.25079	337.68
194	0.17772	337.68
195	0.21087	338.17
196	0.71874	338.17
197	0.74244	338.21
198	0.74413	338.25
199	0.073192	339.02
200	0.7437	339.2
201	0.079084	340.01
202	0.73389	340.02
203	0.74265	340.21
204	0.74286	340.23
205	0.1773	340.52
206	0.69626	341.07
207	0.74307	341.18
208	0.74223	341.22
209	0.23125	341.22
210	0.24637	341.23
211	0.26612	341.23
212	0.2779	341.23
213	0.73768	342.1
214	0.74497	342.15
215	0.15695	342.16
216	0.74223	342.2
217	0.74147	342.22
218	0.23062	342.23
219	0.74413	342.24
220	0.73768	342.29
221	0.17372	343.18
222	0.19368	343.19
223	0.16825	343.2
224	0.73957	343.2
225	0.18214	343.22
226	0.74441	343.23
227	0.29727	343.25
228	0.31301	343.25
229	0.2901	343.25
230	0.28127	343.25
231	0.59989	344.08
232	0.17961	344.18
233	0.2016	344.2
234	0.25563	344.21
235	0.22178	344.22
236	0.18361	344.22
237	0.23269	344.22
238	0.11781	344.22
239	0.7442	344.24
240	0.74223	345.22
241	0.29475	345.23
242	0.28274	345.23
243	0.7442	345.25
244	0.74147	345.25
245	0.74286	345.3
246	0.19557	345.68
247	0.74307	346.21
248	0.74307	346.25
249	0.63861	346.26
250	0.1752	346.67
251	0.74147	347.23
252	0.07719	347.88
253	0.74223	348.19
254	0.18088	348.2
255	0.74223	348.23
256	0.072351	348.23
257	0.74328	348.27
258	0.08245	348.86
259	0.74458	349.17
260	0.32479	349.2
261	0.23395	349.2
262	0.25289	349.2
263	0.30375	349.2
264	0.33468	349.2
265	0.31469	349.2
266	0.1733	349.2
267	0.077401	349.87
268	0.26801	350.13
269	0.22431	350.2
270	0.24574	350.2
271	0.74265	350.21
272	0.74147	350.25
273	0.2283	350.53
274	0.74307	351.07
275	0.36116	351.16
276	0.33699	351.16
277	0.74223	351.24
278	0.1794	352.17
279	0.20856	352.18
280	0.74485	352.2
281	0.73768	352.23
282	0.74265	352.26
283	0.075507	352.89
284	0.74413	353.28
285	0.74328	353.28
286	0.077821	353.88
287	0.072982	354.06
288	0.66431	354.06
289	0.74244	354.2
290	0.74244	354.24
291	0.16311	354.26
292	0.74564	354.28
293	0.74307	355.06
294	0.66052	355.09
295	0.18235	355.2
296	0.74564	355.27
297	0.7437	355.29
298	0.74413	356.2
299	0.73768	356.22
300	0.24321	356.23
301	0.1941	356.24
302	0.23125	356.24
303	0.17183	356.24
304	0.74504	356.26
305	0.74413	356.27
306	0.74328	356.29
307	0.075296	356.29
308	0.69436	357.04
309	0.15611	357.2
310	0.23606	357.21
311	0.73389	357.22
312	0.28526	357.22
313	0.22473	357.23
314	0.35422	357.26
315	0.31806	357.26
316	0.33026	357.26
317	0.3372	357.26
318	0.32521	357.26
319	0.17856	358.19
320	0.74223	358.22
321	0.27096	358.22
322	0.28568	358.22
323	0.27874	358.22
324	0.74328	358.23
325	0.26336	358.23
326	0.19578	358.23
327	0.22241	358.23
328	0.74497	359.17
329	0.16311	359.18
330	0.73578	359.19
331	0.74244	359.23
332	0.16311	360.18
333	0.28695	360.19
334	0.14106	360.19
335	0.74483	360.19
336	0.7437	360.23
337	0.20223	360.24
338	0.74349	360.27
339	0.22157	361.18
340	0.29052	361.2
341	0.6849	361.21
342	0.74147	361.21
343	0.73768	361.25
344	0.74265	361.32
345	0.21298	361.88
346	0.7301	362.17
347	0.23816	362.17
348	0.076348	362.25
349	0.66431	362.25
350	0.24995	362.68
351	0.08245	362.86
352	0.2901	363.22
353	0.74504	364.13
354	0.17961	364.17
355	0.28842	364.21
356	0.74223	364.22
357	0.74441	364.26
358	0.077401	364.83
359	0.7451	365.13
360	0.31111	365.2
361	0.33363	365.2
362	0.25184	365.2
363	0.31974	365.2
364	0.329	365.2
365	0.74413	365.26
366	0.31911	365.71
367	0.20961	366.22
368	0.74244	366.24
369	0.74286	366.32
370	0.7455	366.33
371	0.07698	366.83
372	0.26822	367.15
373	0.28337	367.15
374	0.47952	368.14
375	0.73957	368.16
376	0.74244	368.26
377	0.7437	368.35
378	0.3479	369.17
379	0.35927	369.17
380	0.26969	369.17
381	0.74286	369.22
382	0.74147	369.25
383	0.12544	369.51
384	0.31658	369.7
385	0.077401	370.09
386	0.67543	370.09
387	0.74392	370.21
388	0.20835	370.22
389	0.16185	370.23
390	0.11192	370.23
391	0.74223	370.24
392	0.74328	370.27
393	0.074034	370.31
394	0.7455	371.09
395	0.077611	371.09
396	0.70005	371.09
397	0.74265	371.27
398	0.17583	372.21
399	0.30859	372.24
400	0.28295	372.24
401	0.27832	372.24
402	0.28863	372.24
403	0.23858	372.25
404	0.28042	372.25
405	0.74483	372.25
406	0.23395	372.27
407	0.22061	372.27
408	0.35464	372.72
409	0.072982	373.09
410	0.6849	373.11
411	0.73768	373.21
412	0.17982	373.23
413	0.74244	373.24
414	0.74286	373.25
415	0.7437	373.28
416	0.17456	373.69
417	0.24889	374.12
418	0.18298	374.19
419	0.36263	374.2
420	0.27559	374.2
421	0.74286	374.21
422	0.22157	374.23
423	0.26125	374.23
424	0.74328	374.24
425	0.74413	374.28
426	0.7301	375.06
427	0.13745	375.19
428	0.14485	375.19
429	0.33173	375.22
430	0.26252	375.22
431	0.29095	375.22
432	0.17057	375.22
433	0.74223	375.25
434	0.74244	375.25
435	0.1813	375.69
436	0.081188	375.89
437	0.22978	376.14
438	0.22599	376.17
439	0.74286	376.19
440	0.30922	376.2
441	0.74328	376.2
442	0.74223	376.22
443	0.74504	376.26
444	0.74349	377.21
445	0.3271	377.23
446	0.34622	377.23
447	0.33489	377.23
448	0.35969	377.23
449	0.29891	377.24
450	0.73957	377.24
451	0.72442	378.18
452	0.22767	378.19
453	0.20412	378.2
454	0.74244	378.24
455	0.14822	378.7
456	0.33594	379.21
457	0.31532	379.21
458	0.073403	379.88
459	0.71306	380.01
460	0.74504	380.1
461	0.23985	380.2
462	0.74328	380.19
463	0.74244	380.22
464	0.74328	380.26
465	0.74413	380.29
466	0.27559	380.87
467	0.074455	380.88
468	0.59017	381.15
469	0.31343	381.24
470	0.74564	382.32
471	0.74147	383.09
472	0.7455	383.12
473	0.35843	383.18
474	0.27958	383.18
475	0.74328	383.29
476	0.7301	383.31
477	0.7455	383.33
478	0.71306	384.16
479	0.74223	384.22
480	0.22725	384.22
481	0.076769	384.23
482	0.74504	384.23
483	0.74244	384.25
484	0.21682	384.25
485	0.20475	384.25
486	0.1733	384.25
487	0.2758	384.25
488	0.25999	384.25
489	0.24826	385.16
490	0.27832	385.16
491	0.74413	385.2
492	0.74413	385.25
493	0.74265	385.28
494	0.73768	386.17
495	0.74328	386.19
496	0.29095	386.25
497	0.22767	386.25
498	0.18466	386.26
499	0.22431	386.26
500	0.74476	386.27
501	0.17835	386.7
502	0.23774	386.73
503	0.20814	387.2
504	0.25458	387.21
505	0.74147	387.23
506	0.20349	387.25
507	0.74147	387.26
508	0.19305	388.18
509	0.18361	388.21
510	0.20961	388.21
511	0.22873	388.21
512	0.33678	388.21
513	0.36116	388.21
514	0.35338	388.21
515	0.27516	388.21
516	0.32753	388.21
517	0.74392	388.23
518	0.70005	388.23
519	0.17498	388.23
520	0.18445	388.23
521	0.22978	388.23
522	0.29975	388.23
523	0.24974	388.23
524	0.21471	388.24
525	0.20097	388.24
526	0.7437	388.26
527	0.17961	389.17
528	0.15932	389.2
529	0.17688	389.23
530	0.21066	389.25
531	0.38596	390.17
532	0.18193	390.19
533	0.61252	390.2
534	0.74244	390.21
535	0.247	390.23
536	0.74147	390.24
537	0.61084	390.28
538	0.074455	390.28
539	0.59438	390.28
540	0.13681	391.2
541	0.20223	391.2
542	0.27285	391.2
543	0.3559	391.25
544	0.37439	391.25
545	0.39198	391.25
546	0.3996	391.25
547	0.2531	392.21
548	0.32269	392.21
549	0.27453	392.21
550	0.30186	392.21
551	0.32942	392.21
552	0.73578	392.22
553	0.74392	392.26
554	0.74223	392.28
555	0.30291	393.19
556	0.40045	393.21
557	0.27096	393.23
558	0.24174	393.23
559	0.27811	393.23
560	0.10602	393.52
561	0.14232	393.73
562	0.081609	393.87
563	0.18898	394.21
564	0.74244	394.23
565	0.74244	394.27
566	0.26549	394.72
567	0.31595	395.19
568	0.7437	395.21
569	0.74328	396.19
570	0.74328	396.22
571	0.73768	396.25
572	0.74457	396.33
573	0.71874	397.06
574	0.33678	397.14
575	0.7455	397.23
576	0.73957	397.23
577	0.7442	398.12
578	0.63777	398.15
579	0.093228	398.2
580	0.74244	398.23
581	0.74518	398.24
582	0.074876	398.24
583	0.30648	398.25
584	0.29601	398.25
585	0.076348	398.34
586	0.732	398.36
587	0.7442	399.12
588	0.25289	399.18
589	0.28716	399.18
590	0.35274	399.18
591	0.74458	399.19
592	0.29601	399.19
593	0.18561	399.21
594	0.74223	399.26
595	0.74413	399.3
596	0.70005	400.15
597	0.6243	400.15
598	0.59543	400.15
599	0.47195	400.17
600	0.60663	400.17
601	0.19655	400.21
602	0.3229	400.24
603	0.22262	400.27
604	0.33531	400.27
605	0.26083	400.27
606	0.25831	400.28
607	0.26294	400.28
608	0.20877	400.28
609	0.24216	400.28
610	0.23858	400.28
611	0.74349	400.33
612	0.74413	401.18
613	0.23964	401.22
614	0.18382	401.24
615	0.32311	401.24
616	0.16058	401.24
617	0.17856	401.24
618	0.24616	401.24
619	0.74223	401.24
620	0.71874	401.24
621	0.74307	401.28
622	0.68868	402.18
623	0.17099	402.22
624	0.15995	402.22
625	0.21066	402.22
626	0.24027	402.22
627	0.17898	402.22
628	0.26927	402.22
629	0.16121	402.24
630	0.22936	402.25
631	0.74441	402.28
632	0.73578	403.2
633	0.18003	403.23
634	0.27453	403.23
635	0.23648	403.25
636	0.74223	403.26
637	0.21361	403.89
638	0.24279	404.21
639	0.74504	404.22
640	0.1733	404.22
641	0.74564	404.26
642	0.74328	404.29
643	0.24279	404.71
644	0.23816	404.75
645	0.74147	405.27
646	0.29031	406.22
647	0.26654	406.22
648	0.74265	406.23
649	0.26927	406.26
650	0.74265	406.27
651	0.16909	406.73
652	0.21598	406.89
653	0.32079	407.21
654	0.14148	407.22
655	0.24889	407.24
656	0.31806	407.24
657	0.33173	407.24
658	0.32227	407.24
659	0.73768	408.16
660	0.32079	408.21
661	0.74244	408.21
662	0.32269	408.25
663	0.74286	408.25
664	0.079925	408.83
665	0.33279	409.2
666	0.35864	409.2
667	0.36829	409.2
668	0.15932	409.55
669	0.15806	409.71
670	0.077401	409.84
671	0.7455	410.09
672	0.74413	410.12
673	0.15116	410.7
674	0.18508	410.71
675	0.74483	411.09
676	0.73578	411.09
677	0.22115	411.18
678	0.37628	411.22
679	0.38512	411.22
680	0.42872	412.07
681	0.732	412.07
682	0.46023	412.17
683	0.48313	412.17
684	0.74244	412.25
685	0.22241	412.26
686	0.7455	412.26
687	0.074455	412.26
688	0.28758	412.27
689	0.74265	412.28
690	0.2739	413.2
691	0.15506	413.23
692	0.16804	413.26
693	0.28926	413.26
694	0.22241	413.9
695	0.079925	414.03
696	0.74265	414.11
697	0.25037	414.23
698	0.30669	414.23
699	0.65484	414.23
700	0.74147	414.23
701	0.69058	414.23
702	0.32921	414.23
703	0.24931	414.28
704	0.38659	414.28
705	0.32227	414.28
706	0.31469	414.28
707	0.29685	414.28
708	0.34959	414.28
709	0.22178	414.9
710	0.18003	415.17
711	0.25268	415.17
712	0.25605	415.22
713	0.3437	415.22
714	0.21429	415.24
715	0.34117	415.25
716	0.29307	415.25
717	0.74147	415.26
718	0.23985	415.28
719	0.7437	415.29
720	0.20097	415.29
721	0.14822	415.29
722	0.097016	415.54
723	0.077401	415.85
724	0.73768	416.16
725	0.63777	416.16
726	0.62514	416.16
727	0.28716	416.21
728	0.23858	416.21
729	0.29095	416.23
730	0.18445	416.24
731	0.16972	416.24
732	0.21045	416.24
733	0.22241	416.24
734	0.23522	416.24
735	0.24448	416.24
736	0.35106	416.24
737	0.37796	416.24
738	0.24048	416.25
739	0.24953	416.26
740	0.25142	417.23
741	0.69626	418.16
742	0.64726	418.16
743	0.37082	418.22
744	0.27979	418.22
745	0.25058	418.23
746	0.15422	418.23
747	0.23922	418.23
748	0.1873	418.24
749	0.73578	418.24
750	0.26083	418.24
751	0.28926	418.24
752	0.74286	418.27
753	0.68111	418.29
754	0.73389	418.31
755	0.078242	418.31
756	0.255	418.9
757	0.6243	419.17
758	0.74441	419.31
759	0.13409	419.54
760	0.73768	420.17
761	0.26822	420.2
762	0.74413	420.25
763	0.28653	420.24
764	0.30228	420.24
765	0.33089	420.24
766	0.26885	420.25
767	0.27937	420.25
768	0.1873	420.72
769	0.22136	420.75
770	0.080978	420.82
771	0.22788	421.22
772	0.32647	421.23
773	0.18256	421.23
774	0.7442	421.23
775	0.3807	422.2
776	0.39834	422.2
777	0.20687	422.22
778	0.29222	422.22
779	0.24574	422.22
780	0.31953	422.22
781	0.74244	422.23
782	0.33763	422.24
783	0.73957	422.24
784	0.74265	422.27
785	0.1303	423.22
786	0.74286	423.24
787	0.36326	423.74
788	0.70005	424.15
789	0.28484	424.17
790	0.17393	424.18
791	0.19718	424.2
792	0.14401	424.21
793	0.20097	424.24
794	0.34159	424.24
795	0.74223	424.25
796	0.17961	424.25
797	0.14653	424.25
798	0.74483	424.39
799	0.25415	425.2
800	0.43675	425.23
801	0.42227	425.23
802	0.40925	425.23
803	0.74476	425.26
804	0.077401	425.81
805	0.34201	426.19
806	0.33531	426.19
807	0.35969	426.19
808	0.31532	426.22
809	0.74265	426.26
810	0.66999	426.27
811	0.26675	426.28
812	0.74265	426.3
813	0.74413	426.39
814	0.31448	427.21
815	0.19305	427.25
816	0.22494	427.28
817	0.07719	427.85
818	0.07193	428.08
819	0.27369	428.21
820	0.69815	428.22
821	0.73768	428.24
822	0.25142	428.25
823	0.30796	428.25
824	0.30228	428.26
825	0.35464	428.3
826	0.29031	428.3
827	0.30901	428.3
828	0.31953	428.3
829	0.38196	428.3
830	0.33865	428.3
831	0.243	428.69
832	0.25542	428.72
833	0.21045	429.19
834	0.2164	429.19
835	0.25521	429.19
836	0.74147	429.24
837	0.29137	429.24
838	0.28758	429.26
839	0.24721	429.26
840	0.28106	429.26
841	0.26336	429.27
842	0.22199	429.27
843	0.20412	429.27
844	0.74328	429.27
845	0.23816	429.29
846	0.17435	429.29
847	0.74307	429.31
848	0.32774	429.74
849	0.4283	430.08
850	0.73389	430.08
851	0.32079	430.22
852	0.46128	430.26
853	0.39897	430.26
854	0.41291	430.26
855	0.43549	430.26
856	0.40425	430.26
857	0.37796	430.26
858	0.28821	430.28
859	0.32269	430.28
860	0.27201	430.28
861	0.26336	430.28
862	0.74328	430.31
863	0.31995	431.22
864	0.30754	431.25
865	0.15422	431.25
866	0.5828	431.25
867	0.22683	431.27
868	0.24595	431.74
869	0.081398	431.88
870	0.35632	432.24
871	0.31658	432.24
872	0.36516	432.24
873	0.32521	432.24
874	0.3128	432.24
875	0.74265	432.25
876	0.74328	432.29
877	0.74483	432.32
878	0.21387	433.19
879	0.74147	433.27
880	0.077401	433.86
881	0.74147	434.13
882	0.21513	434.19
883	0.34769	434.2
884	0.74495	434.21
885	0.17435	434.23
886	0.74244	434.23
887	0.74307	434.24
888	0.34833	434.25
889	0.26612	434.25
890	0.32984	434.25
891	0.27643	434.26
892	0.25352	434.26
893	0.74286	434.27
894	0.32416	434.9
895	0.17351	435.23
896	0.74265	435.25
897	0.23964	435.27
898	0.74523	436.2
899	0.15548	436.21
900	0.21234	436.21
901	0.26654	436.21
902	0.3008	436.23
903	0.29391	436.23
904	0.28758	436.23
905	0.32205	436.23
906	0.31427	436.23
907	0.2819	436.24
908	0.20919	436.24
909	0.21429	436.24
910	0.74223	436.25
911	0.27264	437.25
912	0.74413	437.27
913	0.74441	437.4
914	0.63777	438.14
915	0.31448	438.19
916	0.18025	438.26
917	0.74349	438.26
918	0.077401	438.79
919	0.080767	438.84
920	0.16311	439.18
921	0.71495	439.23
922	0.74483	439.35
923	0.27979	439.74
924	0.64726	440.15
925	0.59543	440.15
926	0.6243	440.15
927	0.22494	440.17
928	0.58912	440.2
929	0.62178	440.2
930	0.30038	440.21
931	0.73768	440.24
932	0.25121	440.25
933	0.74265	440.28
934	0.076348	440.29
935	0.3437	440.3
936	0.33131	440.3
937	0.74328	440.31
938	0.7442	440.37
939	0.25037	440.58
940	0.12607	441.21
941	0.35043	441.23
942	0.29812	441.23
943	0.31174	441.23
944	0.30249	441.23
945	0.36369	441.23
946	0.31953	441.23
947	0.70573	441.23
948	0.12417	441.25
949	0.73957	441.25
950	0.22115	441.27
951	0.16563	441.27
952	0.21277	441.27
953	0.26591	441.27
954	0.18508	441.27
955	0.32016	441.27
956	0.24784	442.19
957	0.37796	442.23
958	0.74244	442.26
959	0.26083	442.28
960	0.31553	442.28
961	0.34285	442.32
962	0.35548	442.32
963	0.34769	442.32
964	0.077401	442.81
965	0.31301	442.92
966	0.28274	443.17
967	0.22599	443.21
968	0.2283	443.23
969	0.19515	443.27
970	0.25016	443.28
971	0.74223	443.29
972	0.22136	443.29
973	0.18235	443.29
974	0.28968	443.29
975	0.74564	443.32
976	0.29095	443.75
977	0.07193	444.11
978	0.6662	444.11
979	0.26612	444.2
980	0.22325	444.24
981	0.18193	444.26
982	0.17772	444.29
983	0.18235	444.29
984	0.333	444.3
985	0.247	444.3
986	0.26885	444.3
987	0.36053	444.3
988	0.28947	444.3
989	0.74485	444.31
990	0.12607	444.73
991	0.083129	444.81
992	0.077611	444.81
993	0.18604	445.21
994	0.26612	445.25
995	0.27222	445.25
996	0.22304	445.25
997	0.18814	445.25
998	0.1834	445.26
999	0.24006	445.27
1000	0.74223	445.27
1001	0.077401	445.81
1002	0.077401	445.86
1003	0.38091	446.22
1004	0.31827	446.25
1005	0.34559	446.26
1006	0.74286	446.27
1007	0.31132	446.27
1008	0.74265	446.3
1009	0.74462	446.34
1010	0.075296	446.34
1011	0.072561	447.11
1012	0.17688	447.21
1013	0.16867	447.22
1014	0.74466	447.24
1015	0.66431	447.26
1016	0.62009	447.26
1017	0.31722	447.27
1018	0.74349	447.28
1019	0.39624	448.22
1020	0.27937	448.24
1021	0.22061	448.24
1022	0.74265	448.25
1023	0.32311	448.27
1024	0.42269	448.27
1025	0.29933	448.27
1026	0.35527	448.27
1027	0.35022	448.27
1028	0.37712	448.27
1029	0.33763	448.27
1030	0.44477	448.27
1031	0.41093	448.27
1032	0.74265	448.28
1033	0.31006	449.17
1034	0.284	449.21
1035	0.33152	449.23
1036	0.74441	449.26
1037	0.3189	449.26
1038	0.29727	449.26
1039	0.36516	449.27
1040	0.23816	449.28
1041	0.15359	449.28
1042	0.74441	449.4
1043	0.21808	450.22
1044	0.17036	450.22
1045	0.20814	450.22
1046	0.1853	450.22
1047	0.40066	450.23
1048	0.19452	450.23
1049	0.73957	450.24
1050	0.28526	450.25
1051	0.32963	450.25
1052	0.27516	450.25
1053	0.74244	450.26
1054	0.19599	450.26
1055	0.74328	450.3
1056	0.74265	451.24
1057	0.74457	451.27
1058	0.74531	451.31
1059	0.74441	451.42
1060	0.080136	451.87
1061	0.14022	452.2
1062	0.22136	452.23
1063	0.18319	452.23
1064	0.2901	452.27
1065	0.74286	452.28
1066	0.732	452.39
1067	0.74485	452.41
1068	0.15158	452.75
1069	0.095753	452.9
1070	0.73768	453.25
1071	0.74307	453.28
1072	0.37333	453.76
1073	0.64158	454.22
1074	0.69058	454.22
1075	0.74223	454.23
1076	0.33047	454.23
1077	0.21934	454.25
1078	0.74223	454.26
1079	0.7437	454.27
1080	0.74265	454.29
1081	0.36495	454.32
1082	0.37607	454.32
1083	0.34917	454.32
1084	0.17877	455.24
1085	0.24216	455.27
1086	0.14611	455.29
1087	0.20835	455.29
1088	0.33089	455.29
1089	0.1669	455.76
1090	0.21277	456.1
1091	0.74223	456.25
1092	0.74286	456.27
1093	0.13808	456.28
1094	0.3311	456.29
1095	0.37208	456.33
1096	0.39282	456.33
1097	0.19452	457.19
1098	0.3088	457.22
1099	0.26822	457.22
1100	0.088178	457.23
1101	0.21277	457.24
1102	0.20687	457.29
1103	0.23732	457.29
1104	0.31132	457.29
1105	0.27811	457.29
1106	0.29095	457.29
1107	0.24363	457.3
1108	0.2531	457.3
1109	0.32458	457.3
1110	0.74328	457.3
1111	0.18088	457.77
1112	0.25121	458.22
1113	0.21024	458.25
1114	0.18361	458.26
1115	0.29975	458.26
1116	0.36158	458.31
1117	0.34496	458.31
1118	0.2819	458.31
1119	0.35422	458.31
1120	0.16311	458.32
1121	0.08203	458.81
1122	0.47195	459.22
1123	0.25163	459.24
1124	0.23185	459.24
1125	0.28632	459.24
1126	0.20286	459.24
1127	0.2739	459.25
1128	0.21003	459.26
1129	0.18856	459.27
1130	0.2302	459.27
1131	0.34412	459.27
1132	0.27054	459.27
1133	0.2094	459.28
1134	0.16825	459.31
1135	0.25121	459.31
1136	0.19263	460.24
1137	0.321	460.27
1138	0.28968	460.27
1139	0.74413	460.28
1140	0.7455	460.38
1141	0.076769	461.14
1142	0.19066	461.23
1143	0.29727	461.23
1144	0.18856	461.24
1145	0.14148	461.24
1146	0.23083	461.26
1147	0.35127	462.25
1148	0.74223	462.26
1149	0.38575	462.28
1150	0.37922	462.29
1151	0.41974	462.28
1152	0.39918	462.28
1153	0.74265	462.3
1154	0.74413	462.39
1155	0.22599	462.57
1156	0.30859	462.76
1157	0.077401	462.82
1158	0.22641	463.25
1159	0.2758	463.25
1160	0.27495	463.28
1161	0.27264	463.75
1162	0.25205	464.17
1163	0.29685	464.23
1164	0.48439	464.24
1165	0.49582	464.24
1166	0.4574	464.24
1167	0.47826	464.24
1168	0.29996	464.26
1169	0.27264	464.26
1170	0.34117	464.26
1171	0.7455	464.41
1172	0.32521	464.74
1173	0.3746	465.2
1174	0.24153	465.22
1175	0.1733	465.23
1176	0.34117	465.24
1177	0.26464	465.76
1178	0.38617	466.19
1179	0.40129	466.19
1180	0.32248	466.22
1181	0.366	466.23
1182	0.32837	466.23
1183	0.36053	466.23
1184	0.34685	466.24
1185	0.74223	466.26
1186	0.73389	466.42
1187	0.74476	466.42
1188	0.74244	467.26
1189	0.13597	467.28
1190	0.31743	468.24
1191	0.40904	468.24
1192	0.40129	468.24
1193	0.71306	468.25
1194	0.31427	468.25
1195	0.73957	468.27
1196	0.74286	468.31
1197	0.74458	468.35
1198	0.14443	468.74
1199	0.42367	469.24
1200	0.16311	469.29
1201	0.25789	469.33
1202	0.21556	469.74
1203	0.24132	469.76
1204	0.64726	470.3
1205	0.61673	470.3
1206	0.42535	470.35
1207	0.46563	470.35
1208	0.3519	471.25
1209	0.34959	471.25
1210	0.1941	471.28
1211	0.74223	471.28
1212	0.25352	471.31
1213	0.30059	471.31
1214	0.32332	471.31
1215	0.38154	471.31
1216	0.28106	471.31
1217	0.37712	471.31
1218	0.2819	471.32
1219	0.74328	471.32
1220	0.30859	471.34
1221	0.33194	472.27
1222	0.74307	472.28
1223	0.31511	472.29
1224	0.37523	472.29
1225	0.28632	472.29
1226	0.16058	472.3
1227	0.18151	472.3
1228	0.25747	472.31
1229	0.1385	472.31
1230	0.74485	472.37
1231	0.74349	472.4
1232	0.28484	472.74
1233	0.22347	473.26
1234	0.13913	473.26
1235	0.25058	473.26
1236	0.29601	473.26
1237	0.31658	473.26
1238	0.19066	473.27
1239	0.28695	473.28
1240	0.23522	473.29
1241	0.25458	473.28
1242	0.21256	473.29
1243	0.29996	473.29
1244	0.22473	473.3
1245	0.74286	473.3
1246	0.077401	473.82
