Source=C#
Scan	Interpolated_NET	Aligned_NET
198	0.075698	0.075698
199	0.075717	0.075717
200	0.075736	0.075736
201	0.075755	0.075755
202	0.075775	0.075775
203	0.075794	0.075794
204	0.075813	0.075813
205	0.075832	0.075832
206	0.075851	0.075851
207	0.07587	0.07587
208	0.075889	0.075889
209	0.075909	0.075909
210	0.075928	0.075928
211	0.075947	0.075947
212	0.075966	0.075966
213	0.075985	0.075985
214	0.076004	0.076004
215	0.076023	0.076023
216	0.076042	0.076042
217	0.076062	0.076062
218	0.076081	0.076081
219	0.0761	0.0761
220	0.076119	0.076119
221	0.076138	0.076138
222	0.076157	0.076157
223	0.076176	0.076176
224	0.076195	0.076195
225	0.076215	0.076215
226	0.076234	0.076234
227	0.076253	0.076253
228	0.076272	0.076272
229	0.076291	0.076291
230	0.07631	0.07631
231	0.076329	0.076329
232	0.076348	0.076348
233	0.076368	0.076368
234	0.076387	0.076387
235	0.076406	0.076406
236	0.076425	0.076425
237	0.076444	0.076444
238	0.076463	0.076463
239	0.076482	0.076482
240	0.076501	0.076501
241	0.076521	0.076521
242	0.07654	0.07654
243	0.076559	0.076559
244	0.076578	0.076578
245	0.076597	0.076597
246	0.076616	0.076616
247	0.076635	0.076635
248	0.076655	0.076655
249	0.076674	0.076674
250	0.076693	0.076693
251	0.076712	0.076712
252	0.076731	0.076731
253	0.07675	0.07675
254	0.076769	0.076769
255	0.076788	0.076788
256	0.076808	0.076808
257	0.076827	0.076827
258	0.076846	0.076846
259	0.076865	0.076865
260	0.076884	0.076884
261	0.076903	0.076903
262	0.076922	0.076922
263	0.076941	0.076941
264	0.076961	0.076961
265	0.07698	0.07698
266	0.076999	0.076999
267	0.077018	0.077018
268	0.077037	0.077037
269	0.077056	0.077056
270	0.077075	0.077075
271	0.077094	0.077094
272	0.077114	0.077114
273	0.077133	0.077133
274	0.077152	0.077152
275	0.077171	0.077171
276	0.07719	0.07719
277	0.077209	0.077209
278	0.077228	0.077228
279	0.077247	0.077247
280	0.077267	0.077267
281	0.077286	0.077286
282	0.077305	0.077305
283	0.077324	0.077324
284	0.077343	0.077343
285	0.077362	0.077362
286	0.077381	0.077381
287	0.077401	0.077401
288	0.07742	0.07742
289	0.077439	0.077439
290	0.077458	0.077458
291	0.077477	0.077477
292	0.077496	0.077496
293	0.077515	0.077515
294	0.077534	0.077534
295	0.077554	0.077554
296	0.077573	0.077573
297	0.077592	0.077592
298	0.077611	0.077611
299	0.07763	0.07763
300	0.077649	0.077649
301	0.077668	0.077668
302	0.077687	0.077687
303	0.077707	0.077707
304	0.077726	0.077726
305	0.077745	0.077745
306	0.077764	0.077764
307	0.077783	0.077783
308	0.077802	0.077802
309	0.077821	0.077821
310	0.07784	0.07784
311	0.07786	0.07786
312	0.077879	0.077879
313	0.077898	0.077898
314	0.077917	0.077917
315	0.077936	0.077936
316	0.077955	0.077955
317	0.077974	0.077974
318	0.077993	0.077993
319	0.078013	0.078013
320	0.078032	0.078032
321	0.078051	0.078051
322	0.07807	0.07807
323	0.078089	0.078089
324	0.078108	0.078108
325	0.078127	0.078127
326	0.078147	0.078147
327	0.078166	0.078166
328	0.078185	0.078185
329	0.078204	0.078204
330	0.078223	0.078223
331	0.078242	0.078242
332	0.078261	0.078261
333	0.07828	0.07828
334	0.0783	0.0783
335	0.078319	0.078319
336	0.078338	0.078338
337	0.078357	0.078357
338	0.078376	0.078376
339	0.078395	0.078395
340	0.078414	0.078414
341	0.078433	0.078433
342	0.078453	0.078453
343	0.078472	0.078472
344	0.078491	0.078491
345	0.07851	0.07851
346	0.078529	0.078529
347	0.078548	0.078548
348	0.078567	0.078567
349	0.078586	0.078586
350	0.078606	0.078606
351	0.078625	0.078625
352	0.078644	0.078644
353	0.078663	0.078663
354	0.078682	0.078682
355	0.078701	0.078701
356	0.07872	0.07872
357	0.07874	0.07874
358	0.078759	0.078759
359	0.078778	0.078778
360	0.078797	0.078797
361	0.078816	0.078816
362	0.078835	0.078835
363	0.078854	0.078854
364	0.078873	0.078873
365	0.078893	0.078893
366	0.078912	0.078912
367	0.078931	0.078931
368	0.07895	0.07895
369	0.078969	0.078969
370	0.078988	0.078988
371	0.079007	0.079007
372	0.079026	0.079026
373	0.079046	0.079046
374	0.079065	0.079065
375	0.079084	0.079084
376	0.079103	0.079103
377	0.079122	0.079122
378	0.079141	0.079141
379	0.07916	0.07916
380	0.079179	0.079179
381	0.079199	0.079199
382	0.079218	0.079218
383	0.079237	0.079237
384	0.079256	0.079256
385	0.079275	0.079275
386	0.079294	0.079294
387	0.079313	0.079313
388	0.079332	0.079332
389	0.079352	0.079352
390	0.079371	0.079371
391	0.07939	0.07939
392	0.079409	0.079409
393	0.079428	0.079428
394	0.079447	0.079447
395	0.079466	0.079466
396	0.079486	0.079486
397	0.079505	0.079505
398	0.079524	0.079524
399	0.079543	0.079543
400	0.079562	0.079562
401	0.079581	0.079581
402	0.0796	0.0796
403	0.079619	0.079619
404	0.079639	0.079639
405	0.079658	0.079658
406	0.079677	0.079677
407	0.079696	0.079696
408	0.079715	0.079715
409	0.079734	0.079734
410	0.079753	0.079753
411	0.079772	0.079772
412	0.079792	0.079792
413	0.079811	0.079811
414	0.07983	0.07983
415	0.079849	0.079849
416	0.079868	0.079868
417	0.079887	0.079887
418	0.079906	0.079906
419	0.079925	0.079925
420	0.079945	0.079945
421	0.079964	0.079964
422	0.079983	0.079983
423	0.080002	0.080002
424	0.080021	0.080021
425	0.08004	0.08004
426	0.080059	0.080059
427	0.080078	0.080078
428	0.080098	0.080098
429	0.080117	0.080117
430	0.080136	0.080136
431	0.080155	0.080155
432	0.080174	0.080174
433	0.080193	0.080193
434	0.080212	0.080212
435	0.080232	0.080232
436	0.080251	0.080251
437	0.08027	0.08027
438	0.080289	0.080289
439	0.080308	0.080308
440	0.080327	0.080327
441	0.080346	0.080346
442	0.080365	0.080365
443	0.080385	0.080385
444	0.080404	0.080404
445	0.080423	0.080423
446	0.080442	0.080442
447	0.080461	0.080461
448	0.08048	0.08048
449	0.080499	0.080499
450	0.080518	0.080518
451	0.080538	0.080538
452	0.080557	0.080557
453	0.080576	0.080576
454	0.080595	0.080595
455	0.080614	0.080614
456	0.080633	0.080633
457	0.080652	0.080652
458	0.080671	0.080671
459	0.080691	0.080691
460	0.08071	0.08071
461	0.080729	0.080729
462	0.080748	0.080748
463	0.080767	0.080767
464	0.080786	0.080786
465	0.080805	0.080805
466	0.080824	0.080824
467	0.080844	0.080844
468	0.080863	0.080863
469	0.080882	0.080882
470	0.080901	0.080901
471	0.08092	0.08092
472	0.080939	0.080939
473	0.080958	0.080958
474	0.080978	0.080978
475	0.080997	0.080997
476	0.081016	0.081016
477	0.081035	0.081035
478	0.081054	0.081054
479	0.081073	0.081073
480	0.081092	0.081092
481	0.081111	0.081111
482	0.081131	0.081131
483	0.08115	0.08115
484	0.081169	0.081169
485	0.081188	0.081188
486	0.081207	0.081207
487	0.081226	0.081226
488	0.081245	0.081245
489	0.081264	0.081264
490	0.081284	0.081284
491	0.081303	0.081303
492	0.081322	0.081322
493	0.081341	0.081341
494	0.08136	0.08136
495	0.081379	0.081379
496	0.081398	0.081398
497	0.081417	0.081417
498	0.081437	0.081437
499	0.081456	0.081456
500	0.081475	0.081475
501	0.081494	0.081494
502	0.081513	0.081513
503	0.081532	0.081532
504	0.081551	0.081551
505	0.081571	0.081571
506	0.08159	0.08159
507	0.081609	0.081609
508	0.081628	0.081628
509	0.081647	0.081647
510	0.081666	0.081666
511	0.081685	0.081685
512	0.081704	0.081704
513	0.081724	0.081724
514	0.081743	0.081743
515	0.081762	0.081762
516	0.081781	0.081781
517	0.0818	0.0818
518	0.081819	0.081819
519	0.081838	0.081838
520	0.081857	0.081857
521	0.081877	0.081877
522	0.081896	0.081896
523	0.081915	0.081915
524	0.081934	0.081934
525	0.081953	0.081953
526	0.081972	0.081972
527	0.081991	0.081991
528	0.08201	0.08201
529	0.08203	0.08203
530	0.082049	0.082049
531	0.082068	0.082068
532	0.082087	0.082087
533	0.082106	0.082106
534	0.082125	0.082125
535	0.082144	0.082144
536	0.082163	0.082163
537	0.082183	0.082183
538	0.082202	0.082202
539	0.082221	0.082221
540	0.08224	0.08224
541	0.082259	0.082259
542	0.082278	0.082278
543	0.082297	0.082297
544	0.082317	0.082317
545	0.082336	0.082336
546	0.082355	0.082355
547	0.082374	0.082374
548	0.082393	0.082393
549	0.082412	0.082412
550	0.082431	0.082431
551	0.08245	0.08245
552	0.08247	0.08247
553	0.082489	0.082489
554	0.082508	0.082508
555	0.082527	0.082527
556	0.082546	0.082546
557	0.082565	0.082565
558	0.082669	0.082669
559	0.082784	0.082784
560	0.082899	0.082899
561	0.083014	0.083014
562	0.083129	0.083129
563	0.083243	0.083243
564	0.083358	0.083358
565	0.083473	0.083473
566	0.083588	0.083588
567	0.083702	0.083702
568	0.083817	0.083817
569	0.083932	0.083932
570	0.084047	0.084047
571	0.084161	0.084161
572	0.084276	0.084276
573	0.084391	0.084391
574	0.084506	0.084506
575	0.084621	0.084621
576	0.084735	0.084735
577	0.08485	0.08485
578	0.084965	0.084965
579	0.08508	0.08508
580	0.085194	0.085194
581	0.085309	0.085309
582	0.085424	0.085424
583	0.085539	0.085539
584	0.085653	0.085653
585	0.085768	0.085768
586	0.085883	0.085883
587	0.085998	0.085998
588	0.086113	0.086113
589	0.086227	0.086227
590	0.086342	0.086342
591	0.086457	0.086457
592	0.086572	0.086572
593	0.086686	0.086686
594	0.086801	0.086801
595	0.086916	0.086916
596	0.087031	0.087031
597	0.087145	0.087145
598	0.08726	0.08726
599	0.087375	0.087375
600	0.08749	0.08749
601	0.087605	0.087605
602	0.087719	0.087719
603	0.087834	0.087834
604	0.087949	0.087949
605	0.088064	0.088064
606	0.088178	0.088178
607	0.088293	0.088293
608	0.088408	0.088408
609	0.088523	0.088523
610	0.088637	0.088637
611	0.088752	0.088752
612	0.088867	0.088867
613	0.088982	0.088982
614	0.089097	0.089097
615	0.089211	0.089211
616	0.089326	0.089326
617	0.089441	0.089441
618	0.089556	0.089556
619	0.08967	0.08967
620	0.089785	0.089785
621	0.0899	0.0899
622	0.090015	0.090015
623	0.090129	0.090129
624	0.090244	0.090244
625	0.090359	0.090359
626	0.090474	0.090474
627	0.090589	0.090589
628	0.090703	0.090703
629	0.090818	0.090818
630	0.090933	0.090933
631	0.091048	0.091048
632	0.091162	0.091162
633	0.091277	0.091277
634	0.091392	0.091392
635	0.091507	0.091507
636	0.091622	0.091622
637	0.091736	0.091736
638	0.091851	0.091851
639	0.091966	0.091966
640	0.092081	0.092081
641	0.092195	0.092195
642	0.09231	0.09231
643	0.092425	0.092425
644	0.09254	0.09254
645	0.092654	0.092654
646	0.092769	0.092769
647	0.092884	0.092884
648	0.092999	0.092999
649	0.093114	0.093114
650	0.093228	0.093228
651	0.093343	0.093343
652	0.093458	0.093458
653	0.093573	0.093573
654	0.093687	0.093687
655	0.093802	0.093802
656	0.093917	0.093917
657	0.094032	0.094032
658	0.094146	0.094146
659	0.094261	0.094261
660	0.094376	0.094376
661	0.094491	0.094491
662	0.094606	0.094606
663	0.09472	0.09472
664	0.094835	0.094835
665	0.09495	0.09495
666	0.095065	0.095065
667	0.095179	0.095179
668	0.095294	0.095294
669	0.095409	0.095409
670	0.095524	0.095524
671	0.095638	0.095638
672	0.095753	0.095753
673	0.095868	0.095868
674	0.095983	0.095983
675	0.096098	0.096098
676	0.096212	0.096212
677	0.096327	0.096327
678	0.096442	0.096442
679	0.096557	0.096557
680	0.096671	0.096671
681	0.096786	0.096786
682	0.096901	0.096901
683	0.097016	0.097016
684	0.09713	0.09713
685	0.097245	0.097245
686	0.09736	0.09736
687	0.097475	0.097475
688	0.09759	0.09759
689	0.097704	0.097704
690	0.097819	0.097819
691	0.097934	0.097934
692	0.098049	0.098049
693	0.098163	0.098163
694	0.098278	0.098278
695	0.098393	0.098393
696	0.098508	0.098508
697	0.098622	0.098622
698	0.098737	0.098737
699	0.098852	0.098852
700	0.098967	0.098967
701	0.099082	0.099082
702	0.099196	0.099196
703	0.099311	0.099311
704	0.099426	0.099426
705	0.099541	0.099541
706	0.099655	0.099655
707	0.09977	0.09977
708	0.099885	0.099885
709	0.1	0.1
710	0.10011	0.10011
711	0.10023	0.10023
712	0.10034	0.10034
713	0.10046	0.10046
714	0.10057	0.10057
715	0.10069	0.10069
716	0.1008	0.1008
717	0.10092	0.10092
718	0.10103	0.10103
719	0.10115	0.10115
720	0.10126	0.10126
721	0.10138	0.10138
722	0.10149	0.10149
723	0.10161	0.10161
724	0.10172	0.10172
725	0.10184	0.10184
726	0.10195	0.10195
727	0.10207	0.10207
728	0.10218	0.10218
729	0.1023	0.1023
730	0.10241	0.10241
731	0.10252	0.10252
732	0.10264	0.10264
733	0.10275	0.10275
734	0.10287	0.10287
735	0.10298	0.10298
736	0.1031	0.1031
737	0.10321	0.10321
738	0.10333	0.10333
739	0.10344	0.10344
740	0.10356	0.10356
741	0.10367	0.10367
742	0.10379	0.10379
743	0.10388	0.10388
744	0.10396	0.10396
745	0.10404	0.10404
746	0.10411	0.10411
747	0.10419	0.10419
748	0.10426	0.10426
749	0.10434	0.10434
750	0.10442	0.10442
751	0.10449	0.10449
752	0.10457	0.10457
753	0.10465	0.10465
754	0.10472	0.10472
755	0.1048	0.1048
756	0.10488	0.10488
757	0.10495	0.10495
758	0.10503	0.10503
759	0.10511	0.10511
760	0.10518	0.10518
761	0.10526	0.10526
762	0.10534	0.10534
763	0.10541	0.10541
764	0.10549	0.10549
765	0.10557	0.10557
766	0.10564	0.10564
767	0.10572	0.10572
768	0.10579	0.10579
769	0.10587	0.10587
770	0.10595	0.10595
771	0.10602	0.10602
772	0.1061	0.1061
773	0.10618	0.10618
774	0.10625	0.10625
775	0.10633	0.10633
776	0.10641	0.10641
777	0.10648	0.10648
778	0.10656	0.10656
779	0.10664	0.10664
780	0.10671	0.10671
781	0.10679	0.10679
782	0.10687	0.10687
783	0.10694	0.10694
784	0.10702	0.10702
785	0.1071	0.1071
786	0.10717	0.10717
787	0.10725	0.10725
788	0.10733	0.10733
789	0.1074	0.1074
790	0.10748	0.10748
791	0.10755	0.10755
792	0.10763	0.10763
793	0.10771	0.10771
794	0.10778	0.10778
795	0.10786	0.10786
796	0.10794	0.10794
797	0.10801	0.10801
798	0.10809	0.10809
799	0.10817	0.10817
800	0.10824	0.10824
801	0.10832	0.10832
802	0.1084	0.1084
803	0.10847	0.10847
804	0.10855	0.10855
805	0.10863	0.10863
806	0.1087	0.1087
807	0.10878	0.10878
808	0.10886	0.10886
809	0.10893	0.10893
810	0.10901	0.10901
811	0.10908	0.10908
812	0.10916	0.10916
813	0.10924	0.10924
814	0.10931	0.10931
815	0.10939	0.10939
816	0.10947	0.10947
817	0.10954	0.10954
818	0.10962	0.10962
819	0.1097	0.1097
820	0.10977	0.10977
821	0.10985	0.10985
822	0.10993	0.10993
823	0.11	0.11
824	0.11008	0.11008
825	0.11016	0.11016
826	0.11023	0.11023
827	0.11031	0.11031
828	0.11039	0.11039
829	0.11046	0.11046
830	0.11054	0.11054
831	0.11062	0.11062
832	0.11069	0.11069
833	0.11077	0.11077
834	0.11084	0.11084
835	0.11092	0.11092
836	0.111	0.111
837	0.11107	0.11107
838	0.11115	0.11115
839	0.11123	0.11123
840	0.1113	0.1113
841	0.11138	0.11138
842	0.11146	0.11146
843	0.11153	0.11153
844	0.11161	0.11161
845	0.11169	0.11169
846	0.11176	0.11176
847	0.11184	0.11184
848	0.11192	0.11192
849	0.11199	0.11199
850	0.11207	0.11207
851	0.11215	0.11215
852	0.11222	0.11222
853	0.1123	0.1123
854	0.11238	0.11238
855	0.11245	0.11245
856	0.11253	0.11253
857	0.1126	0.1126
858	0.11268	0.11268
859	0.11276	0.11276
860	0.11283	0.11283
861	0.11291	0.11291
862	0.11299	0.11299
863	0.11306	0.11306
864	0.11314	0.11314
865	0.11322	0.11322
866	0.11329	0.11329
867	0.11337	0.11337
868	0.11345	0.11345
869	0.11352	0.11352
870	0.1136	0.1136
871	0.11368	0.11368
872	0.11375	0.11375
873	0.11383	0.11383
874	0.11391	0.11391
875	0.11398	0.11398
876	0.11406	0.11406
877	0.11413	0.11413
878	0.11421	0.11421
879	0.11429	0.11429
880	0.11436	0.11436
881	0.11444	0.11444
882	0.11452	0.11452
883	0.11459	0.11459
884	0.11467	0.11467
885	0.11475	0.11475
886	0.11482	0.11482
887	0.1149	0.1149
888	0.11498	0.11498
889	0.11505	0.11505
890	0.11513	0.11513
891	0.11521	0.11521
892	0.11528	0.11528
893	0.11536	0.11536
894	0.11544	0.11544
895	0.11551	0.11551
896	0.11559	0.11559
897	0.11567	0.11567
898	0.11574	0.11574
899	0.11582	0.11582
900	0.11589	0.11589
901	0.11597	0.11597
902	0.11605	0.11605
903	0.11612	0.11612
904	0.1162	0.1162
905	0.11628	0.11628
906	0.11635	0.11635
907	0.11643	0.11643
908	0.11651	0.11651
909	0.11658	0.11658
910	0.11666	0.11666
911	0.11674	0.11674
912	0.11681	0.11681
913	0.11689	0.11689
914	0.11697	0.11697
915	0.11704	0.11704
916	0.11712	0.11712
917	0.1172	0.1172
918	0.11727	0.11727
919	0.11735	0.11735
920	0.11742	0.11742
921	0.1175	0.1175
922	0.11758	0.11758
923	0.11765	0.11765
924	0.11773	0.11773
925	0.11781	0.11781
926	0.11788	0.11788
927	0.11796	0.11796
928	0.11803	0.11803
929	0.11809	0.11809
930	0.11815	0.11815
931	0.11821	0.11821
932	0.11826	0.11826
933	0.11832	0.11832
934	0.11838	0.11838
935	0.11844	0.11844
936	0.11849	0.11849
937	0.11855	0.11855
938	0.11861	0.11861
939	0.11867	0.11867
940	0.11872	0.11872
941	0.11878	0.11878
942	0.11884	0.11884
943	0.11889	0.11889
944	0.11895	0.11895
945	0.11901	0.11901
946	0.11907	0.11907
947	0.11912	0.11912
948	0.11918	0.11918
949	0.11924	0.11924
950	0.1193	0.1193
951	0.11935	0.11935
952	0.11941	0.11941
953	0.11947	0.11947
954	0.11953	0.11953
955	0.11958	0.11958
956	0.11964	0.11964
957	0.1197	0.1197
958	0.11976	0.11976
959	0.11981	0.11981
960	0.11987	0.11987
961	0.11993	0.11993
962	0.11999	0.11999
963	0.12004	0.12004
964	0.1201	0.1201
965	0.12016	0.12016
966	0.12021	0.12021
967	0.12027	0.12027
968	0.12033	0.12033
969	0.12039	0.12039
970	0.12044	0.12044
971	0.1205	0.1205
972	0.12056	0.12056
973	0.12062	0.12062
974	0.12067	0.12067
975	0.12073	0.12073
976	0.12079	0.12079
977	0.12085	0.12085
978	0.1209	0.1209
979	0.12096	0.12096
980	0.12102	0.12102
981	0.12108	0.12108
982	0.12113	0.12113
983	0.12119	0.12119
984	0.12125	0.12125
985	0.12131	0.12131
986	0.12136	0.12136
987	0.12142	0.12142
988	0.12148	0.12148
989	0.12153	0.12153
990	0.12159	0.12159
991	0.12165	0.12165
992	0.12171	0.12171
993	0.12176	0.12176
994	0.12182	0.12182
995	0.12188	0.12188
996	0.12194	0.12194
997	0.12199	0.12199
998	0.12205	0.12205
999	0.12211	0.12211
1000	0.12217	0.12217
1001	0.12222	0.12222
1002	0.12228	0.12228
1003	0.12234	0.12234
1004	0.1224	0.1224
1005	0.12245	0.12245
1006	0.12251	0.12251
1007	0.12257	0.12257
1008	0.12262	0.12262
1009	0.12268	0.12268
1010	0.12274	0.12274
1011	0.1228	0.1228
1012	0.12285	0.12285
1013	0.12291	0.12291
1014	0.12297	0.12297
1015	0.12303	0.12303
1016	0.12308	0.12308
1017	0.12314	0.12314
1018	0.1232	0.1232
1019	0.12326	0.12326
1020	0.12331	0.12331
1021	0.12337	0.12337
1022	0.12343	0.12343
1023	0.12349	0.12349
1024	0.12354	0.12354
1025	0.1236	0.1236
1026	0.12366	0.12366
1027	0.12372	0.12372
1028	0.12377	0.12377
1029	0.12383	0.12383
1030	0.12389	0.12389
1031	0.12394	0.12394
1032	0.124	0.124
1033	0.12406	0.12406
1034	0.12412	0.12412
1035	0.12417	0.12417
1036	0.12423	0.12423
1037	0.12429	0.12429
1038	0.12435	0.12435
1039	0.1244	0.1244
1040	0.12446	0.12446
1041	0.12452	0.12452
1042	0.12458	0.12458
1043	0.12463	0.12463
1044	0.12469	0.12469
1045	0.12475	0.12475
1046	0.12481	0.12481
1047	0.12486	0.12486
1048	0.12492	0.12492
1049	0.12498	0.12498
1050	0.12504	0.12504
1051	0.12509	0.12509
1052	0.12515	0.12515
1053	0.12521	0.12521
1054	0.12526	0.12526
1055	0.12532	0.12532
1056	0.12538	0.12538
1057	0.12544	0.12544
1058	0.12549	0.12549
1059	0.12555	0.12555
1060	0.12561	0.12561
1061	0.12567	0.12567
1062	0.12572	0.12572
1063	0.12578	0.12578
1064	0.12584	0.12584
1065	0.1259	0.1259
1066	0.12595	0.12595
1067	0.12601	0.12601
1068	0.12607	0.12607
1069	0.12613	0.12613
1070	0.12618	0.12618
1071	0.12624	0.12624
1072	0.1263	0.1263
1073	0.12635	0.12635
1074	0.12641	0.12641
1075	0.12647	0.12647
1076	0.12653	0.12653
1077	0.12658	0.12658
1078	0.12664	0.12664
1079	0.1267	0.1267
1080	0.12676	0.12676
1081	0.12681	0.12681
1082	0.12687	0.12687
1083	0.12693	0.12693
1084	0.12699	0.12699
1085	0.12704	0.12704
1086	0.1271	0.1271
1087	0.12716	0.12716
1088	0.12722	0.12722
1089	0.12727	0.12727
1090	0.12733	0.12733
1091	0.12739	0.12739
1092	0.12745	0.12745
1093	0.1275	0.1275
1094	0.12756	0.12756
1095	0.12762	0.12762
1096	0.12767	0.12767
1097	0.12773	0.12773
1098	0.12779	0.12779
1099	0.12785	0.12785
1100	0.1279	0.1279
1101	0.12796	0.12796
1102	0.12802	0.12802
1103	0.12808	0.12808
1104	0.12813	0.12813
1105	0.12819	0.12819
1106	0.12825	0.12825
1107	0.12831	0.12831
1108	0.12836	0.12836
1109	0.12842	0.12842
1110	0.12848	0.12848
1111	0.12854	0.12854
1112	0.12859	0.12859
1113	0.12865	0.12865
1114	0.12869	0.12869
1115	0.12873	0.12873
1116	0.12877	0.12877
1117	0.12881	0.12881
1118	0.12885	0.12885
1119	0.12888	0.12888
1120	0.12892	0.12892
1121	0.12896	0.12896
1122	0.129	0.129
1123	0.12904	0.12904
1124	0.12908	0.12908
1125	0.12911	0.12911
1126	0.12915	0.12915
1127	0.12919	0.12919
1128	0.12923	0.12923
1129	0.12927	0.12927
1130	0.1293	0.1293
1131	0.12934	0.12934
1132	0.12938	0.12938
1133	0.12942	0.12942
1134	0.12946	0.12946
1135	0.1295	0.1295
1136	0.12953	0.12953
1137	0.12957	0.12957
1138	0.12961	0.12961
1139	0.12965	0.12965
1140	0.12969	0.12969
1141	0.12973	0.12973
1142	0.12976	0.12976
1143	0.1298	0.1298
1144	0.12984	0.12984
1145	0.12988	0.12988
1146	0.12992	0.12992
1147	0.12996	0.12996
1148	0.12999	0.12999
1149	0.13003	0.13003
1150	0.13007	0.13007
