NET	MonoisotopicMass	ObservationCount	PMTTagID
0.203849151730537	587.3278453	17	253046496
0.230141431093216	587.3390767	7	2821233
0.145618602633476	589.3257372	12	7982045
0.217840969562531	593.2808973	36	3182209
0.284779608249664	601.300584	9	95118227
0.216555684804916	601.3798792	23	219670205
0.17182132601738	607.3329312	126	296009
0.144568413496017	611.4006144	46	990679
0.159817144274712	613.3798792	196	116881
0.165323689579964	613.4162637	17	1070472
0.155000388622284	619.3363005	21	653090
0.266630977392197	619.3693158	47	3445969
0.860853791236877	622.2962126	13	246064267
0.744094610214233	622.3186754	11	98328008
0.16552446782589	624.3230933	26	125865380
0.159911498427391	627.3955285	53	538924
0.121148146688938	628.354392	18	199927895
0.13455918431282	628.3907766	40	87244
0.201622232794762	628.3907766	37	3568176
0.274177759885788	631.3693158	11	603959
0.205814123153687	631.3693158	146	99332034
0.137589752674103	639.3050019	71	263673
0.146096512675285	640.4271611	18	100114
0.212858691811562	641.3570358	27	165072803
0.207798287272453	641.3747932	15	2948330
0.140146613121033	647.3675992	60	125504
0.191307798027992	649.3798792	9	522909
0.210568085312843	651.3162333	7	266516524
0.273480802774429	651.3413865	133	266517
0.13947682082653	652.3036053	6	421156730
0.219556897878647	653.3206512	6	413537655
0.384438544511795	654.3812727	6	42460834
0.146867990493774	655.3652894	7	34438940
0.397982954978943	656.349306	14	301357384
0.140332221984863	657.3809387	23	56159
0.219714805483818	657.3849651	35	7989031
0.258662074804306	658.35506	10	447964533
0.168133795261383	658.4013399	49	793238
0.141607135534286	659.3675992	27	991682
0.206117317080498	659.3754613	21	447340531
0.260239392518997	659.4006144	42	127733
0.24776554107666	659.4006144	15	97861635
0.638399243354797	660.3442201	48	538917
0.182154193520546	660.3442201	27	97584749
0.2010168582201	661.3468639	8	1274831
0.265187680721283	661.3798792	5	2897615
0.29064816236496	661.4162637	100	295932
0.101710505783558	662.3169588	8	984176
0.198277860879898	662.342112	8	36289790
0.854658186435699	663.3196027	10	266437014
0.159427031874657	663.3591439	129	60684
0.102452732622623	663.3591439	17	7535873
0.174499273300171	664.3366346	6	266076056
0.153888076543808	664.354392	45	17525479
0.205289423465729	667.3111474	7	432897455
0.136389791965485	667.3363005	12	168607190
0.227785274386406	667.3441626	15	40630843
0.191684454679489	667.4380585	159	56167
0.201825499534607	668.3856906	13	81057660
0.18398317694664	668.4220752	19	112095
0.215783327817917	669.4060919	6	901234
0.169355466961861	670.4013399	60	243278
0.150950089097023	670.4013399	26	417841
0.227597072720528	671.3788306	42	332736621
0.18304705619812	671.3853566	22	32169651
0.197136059403419	672.4169893	62	1093348
0.193420052528381	672.4169893	101	1768969
0.169857427477837	673.3580953	9	1070403
0.17841050028801	674.3533434	65	128485
0.128596931695938	674.3598694	46	601612
0.211847350001335	674.3784966	6	99435329
0.177460342645645	675.3625132	143	52474
0.169269397854805	675.3625132	130	116859
0.192202180624008	676.3213767	11	342583168
0.090462863445282	676.3755187	30	655282
0.200500100851059	677.3496401	20	36841406
0.261646926403046	677.3747932	26	683959
0.146126613020897	679.3652894	112	497376
0.170552119612694	681.3155653	121	56156
0.260078132152557	683.4217412	99	1373471
0.240828961133957	683.4217412	9	7972732
0.164071947336197	684.3918361	34	36079915
0.137166604399681	684.4030675	29	226760254
0.231870457530022	684.4533738	9	368287
0.138798043131828	685.3183414	78	1977570
0.256320953369141	685.3646213	64	189692734
0.147367939352989	685.4122373	144	27933
0.179895594716072	685.4122373	78	87284
0.186290442943573	685.4122373	144	683946
9.32812467217445E-02	686.3598694	8	713941
0.137360975146294	686.3711008	5	214599
0.163163766264915	686.396254	216	30609
0.172152325510979	687.3591439	16	24387143
0.102974943816662	687.3915021	14	87377
0.120946824550629	688.3867501	60	602769
0.147087007761002	688.4119033	87	253064
0.20820714533329	688.4119033	83	3734033
0.219697773456573	689.3570358	31	470783
9.49724540114403E-02	689.3707668	11	140769
0.19482709467411	689.3781625	105	27919
0.183915376663208	689.3781625	80	196299
0.289563328027725	689.4111778	347	2023417
0.199909180402756	690.3183989	17	47011540
0.202230483293533	690.3700413	124	41783932
0.159013777971268	690.3734106	146	1779574
0.217152670025826	690.3812727	16	2238971
0.164950549602509	690.3812727	12	186341390
0.148274481296539	690.391168	16	60512
0.171758010983467	691.3322741	24	189916466
0.163574323058128	691.3401362	15	1312316
0.145490542054176	691.3652894	58	607689
0.321001946926117	691.3652894	5	2559479
0.244522511959076	691.3652894	33	3568108
0.272410988807678	691.3904425	49	3514139
0.235437035560608	691.4268271	153	56166
0.232357501983643	692.3526754	10	213959355
0.124263189733028	692.3605375	14	41783930
0.133206188678741	693.3479234	32	97528753
0.442424654960632	693.3519499	11	2067604
0.143066465854645	693.3697073	7	1130524
0.200151100754738	693.3697073	8	140719118
0.295766651630402	693.3883344	67	3670614
0.128991261124611	693.3921701	21	4234015
0.192483127117157	693.4060919	8	226854861
0.229580089449883	694.3438286	95	872746
0.132466405630112	694.4125714	33	314529
0.195595160126686	695.3060614	50	2745959
0.299477487802505	695.3754613	35	3360575
0.1586704403162	695.3853566	153	27796
0.212512969970703	695.4329726	24	3566605
0.210966899991035	696.3264627	42	3514016
0.221244052052498	697.3468639	11	570228
0.228105485439301	697.3468639	18	190243921
0.160743147134781	697.4122373	243	56176
0.431837826967239	698.3057274	15	36126047
0.290894091129303	698.3275112	194	645133
0.145829230546951	698.4074854	10	235520769
0.272957473993301	698.44387	206	330257
0.249261423945427	698.44387	39	3514375
0.248447373509407	698.44387	21	190262724
0.145424544811249	699.4278867	61	232814
0.216141179203987	699.4278867	57	286823
0.207590222358704	699.4278867	51	7964880
0.491677641868591	700.3254031	6	50970797
0.152314707636833	700.3867501	9	418714167
0.191237360239029	700.3941459	155	190976869
0.148209065198898	700.4119033	117	30632
0.203291729092598	700.4119033	21	43880846
0.262512862682343	700.4231347	11	364296092
0.274311304092407	700.4271611	6	434009161
0.294041186571121	700.4482879	183	3880822
0.241294756531715	700.4482879	9	285834295
0.205847933888435	701.3860246	147	125911178
9.83903855085373E-02	702.3482575	8	587592
0.184933826327324	702.3734106	13	168604259
0.278829514980316	702.3846421	9	333229381
0.211435243487358	702.391168	246	46343
0.253688484430313	702.4097952	255	56053
0.187501460313797	702.4097952	25	329490
0.173449084162712	702.4097952	37	330161
0.194353565573692	702.4275526	135	4085721
0.235147044062614	703.3223788	12	121677802
0.189717054367065	703.3652894	43	340692
9.72615927457809E-02	703.3864161	20	56383
0.321115463972092	704.3679332	14	7971219
0.179162502288818	704.3856906	27	8620334
0.198961243033409	704.3890599	144	1291498
0.259507030248642	704.396922	6	2283109
0.145220220088959	704.4068174	8	35907193
0.296698659658432	704.4220752	32	328864
0.105657853186131	705.3180649	7	190134708
0.152765303850174	705.3479234	109	1604663
0.211262851953506	705.3809387	10	235463516
0.192436382174492	705.3849651	13	1150904
0.160734161734581	706.3683247	29	420697
0.226578757166862	706.3761868	79	1747887
0.221720278263092	706.3761868	24	88722096
0.200709998607635	706.3761868	13	145022470
0.19301426410675	706.4013399	76	216883
0.20785003900528	706.4013399	117	861450
0.20226101577282	706.4013399	20	1453692
0.159329056739807	706.4013399	17	78538632
0.182288408279419	706.4013399	29	145089969
0.23387522995472	707.3602034	172	782740
0.239934459328651	707.3853566	33	114561929
0.163386166095734	707.396588	7	434017962
0.250797778367996	707.4217412	72	3895010
0.142374217510223	708.3806047	71	263439
0.155846759676933	708.3806047	10	1474161
0.180268406867981	709.3646213	68	4137386
0.186879113316536	709.4010059	40	189829200
0.164371475577354	710.342112	126	87268
0.11950521916151	710.3935637	5	340476143
0.195486381649971	710.4690232	131	2114380
0.229534581303596	711.4278867	53	314670
0.126714810729027	711.4278867	30	1403707
0.15949147939682	712.4119033	13	993710
0.198173895478249	712.4119033	42	50736548
0.176194980740547	712.4119033	15	78991586
0.209727942943573	712.4231347	61	7983609
0.222954005002975	712.4482879	17	79156652
0.310536891222	712.4846725	52	198607
0.207004591822624	713.341778	29	2215745
0.25486022233963	713.3496401	74	2797949
0.133285880088806	713.3530094	17	420761
0.244693532586098	713.3530094	124	2821293
0.232398882508278	713.3747932	124	2709337
0.12562669813633	713.3860246	73	157848
0.184939801692963	713.443536	48	101457639
0.19489312171936	713.443536	5	190178285
0.219016313552856	714.391168	11	107044887
0.23770734667778	714.4097952	71	243124
0.259785026311874	714.4097952	7	17076647
0.150117605924606	714.4275526	20	1061770
0.217543080449104	714.438784	66	3515393
0.205133929848671	714.4639372	172	27901
0.241556346416473	714.4639372	98	1394547
0.129149004817009	715.4228007	48	216955
0.208176612854004	715.4228007	7	24305131
0.228414252400398	716.3856906	18	76034
0.172553792595863	716.3890599	9	1150817
0.145870253443718	716.4068174	105	47580
0.133475989103317	716.4068174	11	129794
0.18785785138607	716.4068174	5	613586
0.304187774658203	716.4068174	6	36270243
0.135445922613144	716.4180488	8	2238805
0.248376399278641	716.4220752	16	7969234
0.267494112253189	716.4254445	47	243187
0.24127821624279	716.4432019	13	2745869
0.600066483020782	717.3517591	5	343882297
0.112751834094524	717.4020654	30	27989
0.273622006177902	717.4173233	32	349070540
0.160968810319901	718.3398022	65	243174
0.574624061584473	718.362265	9	299158
0.155096158385277	718.3683247	21	252952
0.184195473790169	718.3683247	14	2035794
0.192045912146568	718.4046952	35	189988035
0.206911936402321	718.4047093	64	1233670
0.212260335683823	718.4047093	10	101480144
0.238471508026123	718.4377245	148	541289
0.258290886878967	719.3821999	6	2320992
0.252548456192017	719.3853566	13	182872458
0.192262902855873	719.3887259	156	615075
0.214089721441269	719.396588	216	27896
0.274822890758514	719.396588	82	3358189
0.389998555183411	720.3693732	38	78978616
0.199749976396561	720.3806047	19	75813
0.181524708867073	720.3806047	6	615046
0.23137304186821	720.3806047	5	616412
0.140862137079239	720.383974	21	982770
0.169885948300362	720.3918361	25	190002057
0.210418045520782	720.4169893	237	274019
0.240017861127853	720.4169893	58	841271
0.183063626289368	720.4169893	41	1295072
0.129345521330833	720.4282207	39	194714
0.189350724220276	720.4282207	50	1033197
0.110428720712662	721.361931	29	162710
0.254229009151459	721.3758527	25	1375367
0.183489039540291	721.3758527	120	2330822
0.192717134952545	721.3758527	5	219975209
0.275464653968811	721.3832485	190	194766
0.182491570711136	722.3598694	18	27884
0.137548744678497	722.3598694	6	92820
0.173437476158142	722.396254	49	340807
0.174392327666283	722.396254	171	365573
0.238394275307655	722.4326386	58	169604555
0.228076845407486	723.3373601	29	129753
0.255870819091797	723.3737447	20	127521294
0.102240465581417	724.3391341	14	55211
0.162057504057884	724.3755187	8	35912776
0.167894139885902	725.341778	55	129658
0.181663528084755	725.341778	10	216199124
0.279493570327759	725.3496401	98	56140
0.208156794309616	725.3781625	45	1871179
0.235013276338577	725.443536	95	7988929
0.118045553565025	726.337026	8	89834
0.216996818780899	726.4023995	151	34438936
0.167397379875183	726.4023995	14	79166537
0.172947987914085	726.4275526	6	1375179
0.218833386898041	726.4275526	7	42376651
0.243518888950348	726.4639372	10	1375236
0.101070895791054	727.3976475	27	1783587
0.166560247540474	727.4050433	8	190110100
0.228866845369339	727.4591853	124	2821020
0.237810701131821	727.4591853	7	98809614
0.270088225603104	727.4591853	13	189932365
0.136781543493271	727.4955699	53	100160
0.154990807175636	728.3816642	23	2673517
0.180194959044456	728.4180488	16	36285519
0.246805548667908	728.4432019	166	30773
0.169915810227394	728.4432019	138	75857
0.249957576394081	728.4544334	104	1969215
0.155833467841148	728.4618291	46	30636
0.149269193410873	729.3445541	117	7988701
0.109250515699387	729.3557855	5	25082220
0.136199086904526	729.384308	14	314666
0.229266315698624	729.384308	57	388132
0.242066830396652	729.3921701	19	140676529
0.237078487873077	729.4020654	6	615041
0.164093613624573	729.4132969	12	3359508
0.25614532828331	729.4173233	10	832049
0.188972428441048	729.43845	211	75888
0.19684374332428	729.43845	17	1160743
0.359589070081711	730.3835825	13	432508658
0.167599618434906	730.3860821	8	526129
0.180962830781937	730.4047093	40	237499798
0.20540526509285	730.4159407	35	88721998
0.172042161226273	730.4224667	142	213138
0.172042161226273	730.4224667	142	213139
0.163870856165886	730.4224667	48	2910065
0.183931663632393	730.4336981	10	330226
0.196642100811005	730.4336981	5	236291093
0.212207108736038	730.4588513	156	75833
0.186389818787575	731.3813302	53	13147275
0.270759969949722	731.396588	40	2897950
0.201088353991508	731.3999573	125	56363
0.196896106004715	731.3999573	5	166083587
0.120815277099609	732.3765783	31	2879095
0.177045434713364	732.383974	16	632020
0.185334876179695	732.3952054	18	2276363
0.275046646595001	732.3952054	219	3796888
0.182917237281799	732.4169893	18	440377405
0.239988446235657	732.438116	28	216230826
0.135126143693924	733.3394682	9	7960932
0.193974435329437	733.3758527	14	420826352
0.166727915406227	733.3792221	7	88733670
0.166281551122665	733.3969795	39	705633
0.270473808050156	733.4373905	54	755940
0.161006703972816	734.3711008	11	36269947
0.169792130589485	734.3744702	60	97907305
0.236814007163048	734.396254	24	1233672
0.145578235387802	734.4074854	11	7992921
0.161593064665794	734.4074854	26	36841761
0.243367984890938	734.4074854	13	425440785
0.35760959982872	734.4115118	52	197773723
0.132945910096169	734.44387	25	7972317
0.175365433096886	735.3551175	17	79166534
0.146944671869278	735.3663489	23	78526220
0.263279467821121	735.3802706	16	895514
0.193410739302635	735.3915021	94	7976703
0.172753885388374	735.3915021	11	42460359
0.181283876299858	735.4166552	21	316060
0.142640292644501	735.4278867	71	161620
0.139964327216148	735.4278867	32	953722
0.187793210148811	735.4391181	47	46218482
0.190075010061264	736.3755187	44	52452
