Source=C#
UMCIndex	UMCNET	AlignedMass
6349	0.36351	984.58
6350	0.22399	984.57
6351	0.40564	984.58
6352	0.23814	984.6
6353	0.34725	985.03
6354	0.13427	985.46
6355	0.14729	985.47
6356	0.3581	985.49
6357	0.16056	985.5
6358	0.31843	985.5
6359	0.19664	985.51
6360	0.30931	985.51
6361	0.15003	985.52
6362	0.20662	985.52
6363	0.21435	985.52
6364	0.22296	985.54
6365	0.30314	985.53
6366	0.33321	985.54
6367	0.11592	985.54
6368	0.23062	985.54
6369	0.21886	985.58
6370	0.10795	985.56
6371	0.17299	985.56
6372	0.26364	985.56
6373	0.18408	985.58
6374	0.23785	985.6
6375	0.40952	986.04
6376	0.32175	986.45
6377	0.31053	986.46
6378	0.26329	986.47
6379	0.18542	986.5
6380	0.20743	986.5
6381	0.16062	986.5
6382	0.2255	986.5
6383	0.31732	986.52
6384	0.25429	986.52
6385	0.26646	986.53
6386	0.24332	986.53
6387	0.22138	986.55
6388	0.27054	986.54
6389	0.30572	986.55
6390	0.21791	986.55
6391	0.13064	986.56
6392	0.38654	986.57
6393	0.29497	986.57
6394	0.19137	986.57
6395	0.17	986.58
6396	0.33453	986.58
6397	0.1034	986.59
6398	0.1351	986.61
6399	0.22038	987.44
6400	0.21615	987.5
6401	0.22363	987.53
6402	0.2359	987.51
6403	0.16928	987.51
6404	0.2888	987.52
6405	0.51483	987.53
6406	0.12959	987.53
6407	0.25166	987.53
6408	0.23956	987.56
6409	0.43825	987.54
6410	0.26434	987.55
6411	0.25927	987.56
6412	0.19426	987.57
6413	0.1698	987.58
6414	0.35614	987.58
6415	0.22399	987.59
6416	0.24057	987.59
6417	0.27329	988.5
6418	0.21689	988.52
6419	0.30942	988.51
6420	0.16906	988.52
6421	0.23416	988.54
6422	0.16865	988.53
6423	0.30384	988.56
6424	0.34111	988.56
6425	0.16353	988.57
6426	0.24802	988.57
6427	0.22427	988.59
6428	0.17266	989.47
6429	0.14717	989.48
6430	0.22067	989.53
6431	0.26153	989.53
6432	0.21455	989.53
6433	0.37897	989.53
6434	0.3331	989.55
6435	0.26655	989.59
6436	0.11032	990.4
6437	0.19067	990.41
6438	0.2249	990.47
6439	0.30327	990.48
6440	0.14361	990.5
6441	0.18072	990.51
6442	0.25399	990.51
6443	0.2017	990.53
6444	0.22192	990.54
6445	0.34568	990.54
6446	0.3334	990.54
6447	0.23204	990.55
6448	0.15369	990.57
6449	0.49783	990.59
6450	0.26607	991.45
6451	0.2384	991.46
6452	0.28385	991.46
6453	0.26198	991.5
6454	0.1703	991.5
6455	0.24897	991.5
6456	0.16366	991.51
6457	0.31006	991.52
6458	0.29151	991.51
6459	0.32955	991.52
6460	0.33616	991.53
6461	0.26844	991.54
6462	0.29317	991.55
6463	0.23654	991.55
6464	0.42389	991.55
6465	0.37698	991.57
6466	0.26663	991.57
6467	0.16092	991.58
6468	0.19953	992.44
6469	0.29209	992.45
6470	0.28816	992.46
6471	0.2786	992.47
6472	0.42719	992.47
6473	0.18654	992.5
6474	0.16865	992.5
6475	0.13764	992.5
6476	0.22023	992.5
6477	0.15828	992.5
6478	0.21328	992.5
6479	0.23576	992.52
6480	0.31232	992.52
6481	0.22307	992.52
6482	0.29873	992.52
6483	0.30405	992.53
6484	0.28595	992.53
6485	0.33765	992.53
6486	0.42065	992.55
6487	0.32123	992.55
6488	0.30801	992.56
6489	0.25652	992.57
6490	0.3609	992.57
6491	0.21891	993.43
6492	0.16398	993.48
6493	0.1085	993.5
6494	0.2672	993.49
6495	0.13742	993.49
6496	0.30928	993.5
6497	0.15698	993.5
6498	0.21929	993.51
6499	0.21409	993.51
6500	0.19131	993.52
6501	0.16013	993.53
6502	0.30411	993.53
6503	0.34288	993.53
6504	0.19789	993.56
6505	0.36351	993.55
6506	0.45054	993.57
6507	0.32274	993.57
6508	0.20338	993.57
6509	0.24401	993.59
6510	0.38755	993.63
6511	0.16092	994.43
6512	0.17885	994.45
6513	0.22482	994.47
6514	0.31075	994.49
6515	0.18072	994.5
6516	0.29671	994.49
6517	0.15948	994.51
6518	0.20315	994.58
6519	0.12573	995.46
6520	0.26694	995.47
6521	0.12766	995.48
6522	0.17837	995.48
6523	0.19067	995.5
6524	0.1415	995.49
6525	0.18072	995.51
6526	0.20106	995.51
6527	0.13618	995.54
6528	0.35303	995.54
6529	0.31653	995.58
6530	0.29606	995.64
6531	0.44462	995.81
6532	0.44462	996.14
6533	0.31616	996.46
6534	0.13911	996.47
6535	0.16283	996.49
6536	0.12028	996.51
6537	0.1516	996.52
6538	0.19481	996.55
6539	0.31928	996.56
6540	0.27093	996.56
6541	0.21979	996.56
6542	0.42324	996.57
6543	0.35561	996.59
6544	0.21984	996.6
6545	0.24791	996.6
6546	0.3439	996.61
6547	0.1659	997.41
6548	0.14429	997.43
6549	0.25895	997.45
6550	0.33888	997.46
6551	0.20106	997.52
6552	0.19036	997.52
6553	0.20628	997.55
6554	0.19566	997.56
6555	0.21929	997.56
6556	0.28134	997.56
6557	0.3334	997.57
6558	0.30804	997.62
6559	0.27815	997.61
6560	0.15356	998.37
6561	0.16566	998.41
6562	0.25852	998.44
6563	0.17885	998.48
6564	0.25123	998.48
6565	0.45379	998.5
6566	0.23576	998.52
6567	0.2429	998.51
6568	0.13487	998.52
6569	0.20054	998.52
6570	0.32439	998.53
6571	0.22992	998.54
6572	0.18868	998.55
6573	0.26408	998.55
6574	0.17668	998.56
6575	0.35044	998.58
6576	0.34142	998.58
6577	0.26734	998.57
6578	0.33605	998.58
6579	0.19078	999.43
6580	0.2496	999.5
6581	0.16726	999.5
6582	0.15061	999.51
6583	0.25632	999.51
6584	0.22227	999.54
6585	0.33671	999.55
6586	0.28214	999.56
6587	0.26347	999.57
6588	0.19015	999.57
6589	0.24791	999.57
6590	0.27169	999.58
6591	0.28595	999.63
6592	0.32317	1000
6593	0.15565	1000.4
6594	0.29117	1000.4
6595	0.30804	1000.5
6596	0.10498	1000.5
6597	0.14537	1000.5
6598	0.23562	1000.5
6599	0.15224	1000.5
6600	0.27194	1000.5
6601	0.29237	1000.5
6602	0.24072	1000.5
6603	0.24105	1000.6
6604	0.12084	1000.6
6605	0.28296	1000.6
6606	0.46075	1000.6
6607	0.32274	1000.6
6608	0.20159	1000.6
6609	0.27128	1000.6
6610	0.24072	1000.6
6611	0.33298	1000.6
6612	0.37897	1000.6
6613	0.31297	1000.6
6614	0.51458	1000.6
6615	0.37352	1000.6
6616	0.21805	1001.4
6617	0.12028	1001.5
6618	0.15828	1001.5
6619	0.18476	1001.5
6620	0.20553	1001.5
6621	0.1415	1001.5
6622	0.20959	1001.6
6623	0.22475	1001.6
6624	0.30399	1001.6
6625	0.3171	1001.6
6626	0.41734	1001.6
6627	0.35821	1001.6
6628	0.23155	1001.6
6629	0.33358	1001.6
6630	0.51661	1001.6
6631	0.30359	1002.1
6632	0.18451	1002.5
6633	0.31789	1002.5
6634	0.12893	1002.5
6635	0.18358	1002.5
6636	0.28442	1002.5
6637	0.33496	1002.5
6638	0.24875	1002.5
6639	0.18203	1002.5
6640	0.20749	1002.5
6641	0.32482	1002.5
6642	0.25576	1002.6
6643	0.34427	1002.6
6644	0.24268	1003
6645	0.25589	1003.5
6646	0.1766	1003.5
6647	0.29102	1003.5
6648	0.19903	1003.5
6649	0.22227	1003.5
6650	0.20426	1003.5
6651	0.24908	1003.5
6652	0.12194	1003.5
6653	0.15715	1003.6
6654	0.46075	1003.6
6655	0.34371	1003.6
6656	0.28258	1003.6
6657	0.24676	1003.7
6658	0.15314	1004.5
6659	0.30405	1004.5
6660	0.11765	1004.5
6661	0.23464	1004.5
6662	0.34204	1004.5
6663	0.30928	1004.5
6664	0.29156	1004.5
6665	0.13593	1004.5
6666	0.14913	1004.5
6667	0.2506	1004.5
6668	0.16056	1004.5
6669	0.19137	1004.5
6670	0.43383	1004.6
6671	0.3459	1004.6
6672	0.32238	1004.6
6673	0.20238	1005.4
6674	0.14787	1005.5
6675	0.23631	1005.5
6676	0.1678	1005.5
6677	0.11269	1005.5
6678	0.26118	1005.5
6679	0.24628	1005.5
6680	0.14882	1005.5
6681	0.13292	1005.5
6682	0.21751	1005.5
6683	0.25696	1005.5
6684	0.39325	1005.6
6685	0.22788	1005.6
6686	0.26782	1005.6
6687	0.13207	1006.4
6688	0.18469	1006.4
6689	0.20312	1006.5
6690	0.32903	1006.5
6691	0.1659	1006.5
6692	0.15604	1006.5
6693	0.26548	1006.5
6694	0.24485	1006.5
6695	0.19554	1006.5
6696	0.21554	1006.5
6697	0.13618	1006.5
6698	0.14226	1006.5
6699	0.28507	1006.5
6700	0.39008	1006.5
6701	0.20924	1006.6
6702	0.32994	1006.6
6703	0.25998	1006.6
6704	0.41864	1006.6
6705	0.42928	1006.6
6706	0.41146	1006.6
6707	0.2718	1006.6
6708	0.30215	1006.6
6709	0.24609	1006.6
6710	0.18752	1007.4
6711	0.18564	1007.5
6712	0.28915	1007.5
6713	0.3355	1007.5
6714	0.26437	1007.5
6715	0.30044	1007.5
6716	0.29261	1007.5
6717	0.14243	1007.5
6718	0.27036	1007.5
6719	0.15828	1007.5
6720	0.13255	1007.6
6721	0.19253	1007.6
6722	0.36905	1007.6
6723	0.28682	1007.6
6724	0.2467	1007.6
6725	0.2922	1008
6726	0.28033	1008.4
6727	0.19774	1008.5
6728	0.22992	1008.5
6729	0.15557	1008.5
6730	0.2619	1008.5
6731	0.1351	1008.5
6732	0.16556	1008.5
6733	0.26927	1008.5
6734	0.13802	1008.5
6735	0.23491	1008.5
6736	0.22894	1008.5
6737	0.31378	1008.5
6738	0.26019	1008.6
6739	0.15121	1008.6
6740	0.32881	1008.6
6741	0.25852	1008.6
6742	0.27444	1008.6
6743	0.35368	1008.6
6744	0.33295	1008.6
6745	0.26968	1009.4
6746	0.42487	1009.5
6747	0.30814	1009.5
6748	0.2628	1009.5
6749	0.24485	1009.5
6750	0.18469	1009.5
6751	0.15649	1009.5
6752	0.2491	1009.5
6753	0.1381	1009.5
6754	0.34323	1009.5
6755	0.21746	1009.5
6756	0.31417	1009.6
6757	0.37698	1009.6
6758	0.12543	1009.6
6759	0.21653	1009.6
6760	0.16928	1009.6
6761	0.32038	1009.6
6762	0.48356	1009.7
6763	0.26209	1010
6764	0.16894	1010.4
6765	0.14439	1010.4
6766	0.20525	1010.5
6767	0.10643	1010.5
6768	0.32994	1010.5
6769	0.25939	1010.5
6770	0.12194	1010.5
6771	0.14444	1010.5
6772	0.18493	1010.5
6773	0.21593	1010.5
6774	0.15003	1010.5
6775	0.27342	1010.5
6776	0.22296	1010.5
6777	0.25429	1010.5
6778	0.35416	1010.5
6779	0.28362	1010.6
6780	0.2491	1010.6
6781	0.3171	1010.6
6782	0.14386	1010.6
6783	0.32955	1010.6
6784	0.21653	1010.6
6785	0.23331	1010.6
6786	0.31965	1010.6
6787	0.18763	1011.4
6788	0.18627	1011.5
6789	0.19769	1011.5
6790	0.23835	1011.5
6791	0.35325	1011.5
6792	0.28558	1011.5
6793	0.30717	1011.5
6794	0.12938	1011.5
6795	0.29359	1011.5
6796	0.2626	1011.5
6797	0.30889	1011.5
6798	0.13644	1011.5
6799	0.25318	1011.5
6800	0.1235	1011.5
6801	0.32175	1011.6
6802	0.28397	1011.6
6803	0.2498	1011.6
6804	0.3177	1011.6
6805	0.38184	1011.6
6806	0.18389	1012.4
6807	0.23853	1012.5
6808	0.18403	1012.5
6809	0.21871	1012.5
6810	0.2408	1012.5
6811	0.1415	1012.5
6812	0.2751	1012.5
6813	0.24268	1012.6
6814	0.12663	1012.6
6815	0.20312	1012.6
6816	0.38206	1012.6
6817	0.29112	1012.6
6818	0.22227	1012.6
6819	0.4739	1012.6
6820	0.44331	1012.6
6821	0.36805	1012.6
6822	0.25231	1013.4
6823	0.20106	1013.4
6824	0.39596	1013.5
6825	0.21871	1013.5
6826	0.26548	1013.5
6827	0.19131	1013.5
6828	0.38314	1013.5
6829	0.30215	1013.6
6830	0.34504	1013.6
6831	0.11485	1013.6
6832	0.18596	1013.6
6833	0.15948	1013.6
6834	0.30974	1013.6
6835	0.20562	1014.4
6836	0.2249	1014.5
6837	0.20191	1014.5
6838	0.13665	1014.5
6839	0.20639	1014.5
6840	0.21896	1014.5
6841	0.22308	1014.5
6842	0.29846	1014.5
6843	0.22342	1014.5
6844	0.1766	1014.5
6845	0.13207	1014.5
6846	0.23715	1014.5
6847	0.27104	1014.5
6848	0.23049	1014.5
6849	0.39628	1014.6
6850	0.31117	1014.6
6851	0.28118	1014.6
6852	0.19301	1014.6
6853	0.18663	1014.6
6854	0.2491	1014.6
6855	0.31064	1014.6
6856	0.44655	1014.6
6857	0.24412	1015.5
6858	0.18403	1015.5
6859	0.19291	1015.5
6860	0.49455	1015.5
6861	0.48725	1015.5
6862	0.21751	1015.5
6863	0.11765	1015.5
6864	0.13064	1015.5
6865	0.14335	1015.5
6866	0.26508	1015.5
6867	0.18303	1015.5
6868	0.10745	1015.6
6869	0.26548	1015.6
6870	0.23818	1015.6
6871	0.13649	1015.6
6872	0.3595	1015.6
6873	0.1627	1015.6
6874	0.18684	1015.6
6875	0.32184	1015.6
6876	0.32955	1015.6
6877	0.24576	1015.6
6878	0.11035	1016.4
6879	0.19137	1016.4
6880	0.13207	1016.5
6881	0.37809	1016.5
6882	0.15728	1016.5
6883	0.19164	1016.5
6884	0.11945	1016.5
6885	0.22011	1016.5
6886	0.30749	1016.5
6887	0.25903	1016.5
6888	0.14933	1016.5
6889	0.26787	1016.5
6890	0.16906	1016.6
6891	0.32067	1016.6
6892	0.36459	1016.6
6893	0.25331	1016.6
6894	0.16056	1016.6
6895	0.29028	1016.6
6896	0.25817	1017.5
6897	0.18398	1017.5
6898	0.1351	1017.5
6899	0.22957	1017.5
6900	0.21328	1017.5
6901	0.26734	1017.5
6902	0.29453	1017.5
6903	0.28682	1017.5
6904	0.24838	1017.5
6905	0.18596	1017.5
6906	0.23275	1017.6
6907	0.31876	1017.6
6908	0.26464	1017.6
6909	0.33474	1017.6
6910	0.21658	1017.6
6911	0.39433	1017.6
6912	0.25258	1017.6
6913	0.15958	1017.6
6914	0.30655	1017.6
6915	0.63572	1018
6916	0.14642	1018.5
6917	0.1678	1018.5
6918	0.1678	1018.5
6919	0.24213	1018.5
6920	0.13453	1018.5
6921	0.22329	1018.5
6922	0.28362	1018.5
6923	0.27128	1018.5
6924	0.18596	1018.6
6925	0.22482	1018.6
6926	0.24105	1018.6
6927	0.37546	1018.6
6928	0.42195	1018.6
6929	0.17862	1018.6
6930	0.35778	1018.6
6931	0.13139	1019.5
6932	0.14865	1019.5
6933	0.21593	1019.5
6934	0.29	1019.5
6935	0.22427	1019.5
6936	0.25801	1019.5
6937	0.35754	1019.5
6938	0.41864	1019.5
6939	0.40499	1019.5
6940	0.10283	1019.5
6941	0.30581	1019.5
6942	0.27104	1019.5
6943	0.51263	1019.5
6944	0.15539	1019.5
6945	0.12968	1019.5
6946	0.30878	1019.6
6947	0.33369	1019.5
6948	0.41617	1019.6
6949	0.1891	1019.6
6950	0.31734	1019.6
6951	0.26355	1019.6
6952	0.3526	1019.6
6953	0.23511	1019.6
6954	0.29028	1019.6
6955	0.28676	1020
6956	0.37546	1020
6957	0.15219	1020.4
6958	0.24875	1020.5
6959	0.21838	1020.5
6960	0.14882	1020.5
6961	0.28539	1020.5
6962	0.39144	1020.5
6963	0.29049	1020.5
6964	0.23576	1020.5
6965	0.22236	1020.5
6966	0.15627	1020.5
6967	0.13004	1020.5
6968	0.44462	1020.5
6969	0.10408	1020.5
6970	0.30489	1020.6
6971	0.41103	1020.6
6972	0.31497	1020.6
6973	0.34007	1020.6
6974	0.2888	1020.6
6975	0.13752	1021.5
6976	0.24875	1021.5
6977	0.25681	1021.5
6978	0.39146	1021.5
6979	0.16234	1021.5
6980	0.26209	1021.5
6981	0.21399	1021.5
6982	0.26782	1021.5
6983	0.34672	1021.5
6984	0.24735	1021.5
6985	0.28757	1021.5
6986	0.17982	1021.5
6987	0.25478	1021.6
6988	0.21227	1021.6
6989	0.10982	1022.5
6990	0.20238	1022.5
6991	0.24065	1022.5
6992	0.22803	1022.5
6993	0.24051	1022.5
6994	0.28255	1022.5
6995	0.20871	1022.5
6996	0.16079	1022.5
6997	0.24065	1022.5
6998	0.22387	1022.5
6999	0.28925	1022.5
7000	0.24065	1022.5
7001	0.1376	1022.5
7002	0.18542	1022.5
7003	0.19242	1022.6
7004	0.28368	1022.5
7005	0.23744	1022.6
7006	0.13618	1023.4
7007	0.15088	1023.4
7008	0.27335	1023.5
7009	0.21059	1023.5
7010	0.11545	1023.5
7011	0.1485	1023.5
7012	0.18529	1023.5
7013	0.22126	1023.6
7014	0.091821	1023.6
7015	0.42591	1023.6
7016	0.17118	1023.6
7017	0.31075	1023.7
7018	0.3171	1023.7
7019	0.28765	1024.5
7020	0.14035	1024.5
7021	0.3136	1024.5
7022	0.38452	1024.5
7023	0.35754	1024.5
7024	0.36818	1024.5
7025	0.2429	1024.6
7026	0.22433	1024.6
7027	0.20097	1024.6
7028	0.18752	1024.6
7029	0.3892	1024.7
7030	0.21593	1025.4
7031	0.47358	1025.4
7032	0.48725	1025.4
7033	0.38292	1025.5
7034	0.17902	1025.5
7035	0.1996	1025.5
7036	0.21684	1025.6
7037	0.09884	1025.6
7038	0.23956	1025.6
7039	0.28118	1025.6
7040	0.21897	1025.6
7041	0.23611	1025.6
7042	0.33347	1025.6
7043	0.31865	1025.6
7044	0.27169	1026.5
7045	0.11505	1026.5
7046	0.20312	1026.5
7047	0.16434	1026.5
7048	0.24686	1026.5
7049	0.13656	1026.6
7050	0.24011	1026.6
7051	0.2496	1026.6
7052	0.26019	1026.6
7053	0.3334	1026.6
7054	0.53153	1026.6
7055	0.47379	1026.6
7056	0.30399	1026.6
7057	0.14012	1026.6
7058	0.34725	1026.6
7059	0.20146	1027.5
7060	0.16887	1027.5
7061	0.20426	1027.5
7062	0.27025	1027.5
7063	0.15797	1027.5
7064	0.1085	1027.5
7065	0.21784	1027.6
7066	0.12663	1027.6
7067	0.26646	1027.6
7068	0.24039	1027.6
7069	0.29497	1027.6
7070	0.36916	1027.6
7071	0.3177	1027.6
7072	0.30418	1027.6
7073	0.28507	1027.6
7074	0.2006	1028.5
7075	0.16901	1028.5
7076	0.13305	1028.5
7077	0.22972	1028.5
7078	0.28327	1028.5
7079	0.24391	1028.6
7080	0.15888	1028.6
7081	0.17788	1028.6
7082	0.53023	1028.6
7083	0.35856	1028.6
7084	0.32562	1028.6
7085	0.27595	1028.6
7086	0.14729	1028.6
7087	0.16865	1028.6
7088	0.26301	1028.6
7089	0.28968	1028.6
7090	0.25939	1028.6
7091	0.21292	1029.5
7092	0.13487	1029.5
7093	0.22668	1029.5
7094	0.16922	1029.5
7095	0.1891	1029.5
7096	0.29089	1029.5
7097	0.30547	1029.5
7098	0.2672	1029.5
7099	0.13713	1029.5
7100	0.10745	1029.6
7101	0.32841	1029.6
7102	0.16556	1029.6
7103	0.10134	1029.6
7104	0.36133	1029.6
7105	0.17885	1029.6
7106	0.29009	1029.6
7107	0.19071	1029.6
7108	0.38001	1029.6
7109	0.32175	1029.6
7110	0.36984	1030.5
7111	0.14913	1030.5
7112	0.15722	1030.5
7113	0.22628	1030.5
7114	0.1891	1030.5
7115	0.20781	1030.5
7116	0.13255	1030.5
7117	0.17119	1030.5
7118	0.25102	1030.5
7119	0.13028	1030.5
7120	0.18842	1030.6
7121	0.15123	1030.6
7122	0.30995	1030.6
7123	0.16551	1030.6
7124	0.24606	1030.6
7125	0.36243	1030.6
7126	0.1709	1030.6
7127	0.1567	1031.4
7128	0.21435	1031.4
7129	0.24838	1031.5
7130	0.14012	1031.5
7131	0.1994	1031.5
7132	0.31564	1031.5
7133	0.17383	1031.5
7134	0.09884	1031.5
7135	0.18313	1031.5
7136	0.21756	1031.5
7137	0.35689	1031.5
7138	0.28355	1031.5
7139	0.25852	1031.6
7140	0.34603	1031.6
7141	0.2672	1031.6
7142	0.22602	1031.6
7143	0.26241	1031.6
7144	0.12663	1032.4
7145	0.11695	1032.5
7146	0.19108	1032.5
7147	0.14582	1032.5
7148	0.21987	1032.5
7149	0.1758	1032.5
7150	0.27422	1032.5
7151	0.26548	1032.5
7152	0.11592	1032.5
7153	0.40952	1032.5
7154	0.16989	1032.6
7155	0.30466	1032.6
7156	0.20492	1032.6
7157	0.11005	1032.6
7158	0.23965	1032.6
7159	0.17997	1032.6
7160	0.32274	1032.6
7161	0.19237	1033.5
7162	0.23062	1033.5
7163	0.19961	1033.5
7164	0.19912	1033.5
7165	0.22038	1033.5
7166	0.18172	1033.5
7167	0.25702	1033.5
7168	0.2268	1033.5
7169	0.19159	1033.5
7170	0.13738	1033.6
7171	0.29503	1033.6
7172	0.33765	1033.6
7173	0.30547	1033.6
7174	0.37546	1033.6
7175	0.3136	1033.6
7176	0.20318	1033.6
7177	0.56522	1034
7178	0.19483	1034.5
7179	0.32067	1034.5
7180	0.18469	1034.5
7181	0.25708	1034.5
7182	0.3409	1034.5
7183	0.11898	1034.5
7184	0.28442	1034.5
7185	0.13665	1034.6
7186	0.4017	1034.6
7187	0.34323	1034.6
7188	0.35635	1034.6
7189	0.31417	1034.6
7190	0.39091	1034.6
7191	0.57008	1034.6
7192	0.20873	1034.6
7193	0.33855	1035.1
7194	0.39157	1035.4
7195	0.16226	1035.5
7196	0.15356	1035.5
7197	0.26008	1035.5
7198	0.13487	1035.5
7199	0.16079	1035.5
7200	0.21593	1035.5
7201	0.17082	1035.5
7202	0.26607	1035.5
7203	0.18554	1035.5
7204	0.20525	1035.5
7205	0.24412	1035.5
7206	0.26347	1035.5
7207	0.22492	1035.5
7208	0.45999	1035.5
7209	0.33877	1035.5
7210	0.1627	1035.5
7211	0.29237	1035.6
7212	0.30391	1035.6
7213	0.16613	1035.6
7214	0.18663	1035.6
7215	0.35668	1035.6
7216	0.23266	1035.6
7217	0.37766	1035.6
7218	0.44091	1035.6
7219	0.21941	1035.6
7220	0.15025	1035.6
7221	0.28453	1036
7222	0.211	1036.5
7223	0.35455	1036.5
7224	0.22427	1036.5
7225	0.34204	1036.6
7226	0.16302	1036.5
7227	0.24051	1036.6
7228	0.39861	1036.6
7229	0.30454	1036.6
7230	0.31988	1036.6
7231	0.25361	1036.6
7232	0.45988	1037
7233	0.15778	1037.4
7234	0.16722	1037.4
7235	0.22236	1037.5
7236	0.16398	1037.5
7237	0.13644	1037.5
7238	0.13635	1037.5
7239	0.21742	1037.5
7240	0.19903	1037.5
7241	0.17082	1037.5
7242	0.23992	1037.5
7243	0.22535	1037.6
7244	0.44924	1037.6
7245	0.16856	1037.6
7246	0.25429	1037.6
7247	0.31368	1037.7
7248	0.49347	1038
7249	0.16403	1038.5
7250	0.16056	1038.5
7251	0.25852	1038.5
7252	0.44298	1038.5
7253	0.31117	1038.6
7254	0.28816	1038.6
7255	0.22296	1038.6
7256	0.41395	1038.6
7257	0.38053	1038.6
7258	0.42928	1038.6
7259	0.12959	1039.5
7260	0.13157	1039.5
7261	0.38314	1039.5
7262	0.29272	1039.5
7263	0.19961	1039.5
7264	0.21962	1039.5
7265	0.19852	1039.5
7266	0.3171	1039.5
7267	0.2786	1039.5
7268	0.19961	1039.5
7269	0.20259	1039.6
7270	0.19961	1039.6
7271	0.40499	1039.6
7272	0.35001	1039.6
7273	0.32417	1039.6
7274	0.18747	1039.6
7275	0.25878	1039.6
7276	0.20744	1039.6
7277	0.15777	1039.6
7278	0.19242	1039.6
7279	0.30942	1039.7
7280	0.26784	1040.4
7281	0.22992	1040.5
7282	0.24401	1040.5
7283	0.23709	1040.5
7284	0.13743	1040.5
7285	0.38084	1040.5
7286	0.27169	1040.5
7287	0.23998	1040.5
7288	0.16677	1040.6
7289	0.2467	1040.6
7290	0.13833	1040.6
7291	0.20873	1040.6
7292	0.27758	1040.6
7293	0.12231	1040.6
7294	0.18689	1040.6
7295	0.28023	1040.6
7296	0.32755	1040.7
7297	0.2942	1041.4
7298	0.42551	1041.5
7299	0.28421	1041.5
7300	0.26408	1041.5
7301	0.13618	1041.5
7302	0.11765	1041.5
7303	0.23956	1041.6
7304	0.32486	1041.6
7305	0.20801	1041.6
7306	0.20341	1041.6
7307	0.19789	1041.6
7308	0.27603	1041.6
7309	0.17882	1041.6
7310	0.12194	1041.6
7311	0.32109	1041.6
7312	0.41579	1041.6
7313	0.30194	1041.6
7314	0.292	1041.6
7315	0.52731	1041.7
7316	0.35217	1041.7
7317	0.24109	1042
7318	0.36071	1042.5
7319	0.19903	1042.5
7320	0.18757	1042.5
7321	0.27104	1042.5
7322	0.26548	1042.5
7323	0.34291	1042.6
7324	0.16878	1042.6
7325	0.26844	1042.6
7326	0.37932	1042.6
7327	0.1703	1042.6
7328	0.1769	1042.6
7329	0.45487	1042.6
7330	0.51758	1042.7
7331	0.32733	1043.4
7332	0.21567	1043.4
7333	0.29873	1043.5
7334	0.13156	1043.5
7335	0.19847	1043.5
7336	0.1085	1043.5
7337	0.27329	1043.6
7338	0.27054	1043.6
7339	0.20525	1043.6
7340	0.23804	1043.6
7341	0.12999	1043.6
7342	0.39805	1043.6
7343	0.3526	1043.6
7344	0.26464	1043.6
7345	0.19852	1043.6
7346	0.37924	1043.6
7347	0.36722	1043.6
7348	0.61729	1043.6
7349	0.3325	1043.6
7350	0.1575	1044.5
7351	0.24833	1044.5
7352	0.27793	1044.5
7353	0.32097	1044.5
7354	0.19859	1044.5
7355	0.31497	1044.5
7356	0.19127	1044.5
7357	0.14812	1044.6
7358	0.23471	1044.6
7359	0.37071	1044.6
7360	0.19199	1044.6
7361	0.16587	1044.6
7362	0.31876	1044.6
7363	0.28558	1044.6
7364	0.23562	1044.6
7365	0.33628	1044.6
7366	0.28033	1045.5
7367	0.18451	1045.5
7368	0.23715	1045.5
7369	0.24504	1045.5
7370	0.32417	1045.5
7371	0.21464	1045.5
7372	0.19136	1045.5
7373	0.11695	1045.5
7374	0.15778	1045.5
7375	0.2006	1045.5
7376	0.22399	1045.6
7377	0.17264	1045.6
7378	0.35476	1045.6
7379	0.11117	1045.6
7380	0.38562	1045.6
7381	0.26957	1045.6
7382	0.33112	1045.6
7383	0.13743	1045.6
7384	0.39412	1045.6
7385	0.31189	1045.6
7386	0.26686	1045.6
7387	0.14335	1045.6
7388	0.32841	1045.7
7389	0.13129	1046.5
7390	0.28246	1046.5
7391	0.19717	1046.5
7392	0.18389	1046.5
7393	0.27465	1046.5
7394	0.2151	1046.5
7395	0.19912	1046.5
7396	0.11961	1046.5
7397	0.15356	1046.6
7398	0.16234	1046.6
7399	0.11522	1046.6
7400	0.19961	1046.6
7401	0.19963	1046.6
7402	0.30225	1046.6
7403	0.32098	1046.6
7404	0.25188	1046.6
7405	0.30592	1046.6
7406	0.18469	1046.6
7407	0.34215	1046.6
7408	0.45097	1046.6
7409	0.32417	1046.6
7410	0.28816	1046.6
7411	0.26369	1047.4
7412	0.24109	1047.5
7413	0.32685	1047.5
7414	0.1093	1047.5
7415	0.16751	1047.5
7416	0.34352	1047.5
7417	0.33801	1047.5
7418	0.13644	1047.5
7419	0.31564	1047.5
7420	0.19847	1047.5
7421	0.16967	1047.6
7422	0.30433	1047.6
7423	0.28861	1047.6
7424	0.33985	1047.6
7425	0.34747	1047.6
7426	0.30982	1047.6
7427	0.20422	1047.6
7428	0.30311	1047.6
7429	0.40434	1047.6
7430	0.28181	1047.6
7431	0.35754	1047.6
7432	0.36308	1047.6
7433	0.37643	1048.5
7434	0.30268	1048.5
7435	0.3325	1048.5
7436	0.23552	1048.5
7437	0.18303	1048.5
7438	0.34485	1048.5
7439	0.29461	1048.5
7440	0.3409	1048.6
7441	0.33693	1048.6
7442	0.21984	1048.6
7443	0.47528	1048.6
