Source=C#
UMCIndex	UMCNET	AlignedMass
9216	0.42584	1151.7
9217	0.38195	1151.7
9218	0.28816	1151.7
9219	0.31675	1152.1
9220	0.32238	1152.5
9221	0.24838	1152.5
9222	0.32396	1152.5
9223	0.17748	1152.6
9224	0.27104	1152.6
9225	0.17668	1152.6
9226	0.36735	1152.6
9227	0.16226	1152.6
9228	0.41693	1152.6
9229	0.18705	1152.6
9230	0.22192	1152.6
9231	0.16097	1152.7
9232	0.22146	1152.7
9233	0.30645	1153.1
9234	0.14519	1153.4
9235	0.28246	1153.5
9236	0.16735	1153.5
9237	0.11925	1153.5
9238	0.26336	1153.5
9239	0.25953	1153.5
9240	0.24504	1153.5
9241	0.35614	1153.5
9242	0.17872	1153.6
9243	0.13066	1153.6
9244	0.20159	1153.6
9245	0.28989	1153.6
9246	0.24051	1153.6
9247	0.19152	1153.6
9248	0.28485	1153.6
9249	0.16117	1153.7
9250	0.27082	1153.7
9251	0.25376	1153.7
9252	0.43128	1153.7
9253	0.38755	1154.5
9254	0.2006	1154.5
9255	0.37908	1154.6
9256	0.3309	1154.6
9257	0.12151	1154.6
9258	0.33572	1154.6
9259	0.21768	1154.6
9260	0.24176	1154.6
9261	0.10588	1154.6
9262	0.31653	1154.6
9263	0.17548	1154.6
9264	0.21227	1154.6
9265	0.26607	1154.7
9266	0.23953	1155.5
9267	0.25331	1155.6
9268	0.36949	1155.6
9269	0.34504	1155.6
9270	0.33748	1155.6
9271	0.20662	1155.6
9272	0.19137	1155.7
9273	0.21849	1155.7
9274	0.43209	1155.7
9275	0.33239	1156.5
9276	0.19199	1156.6
9277	0.21021	1156.6
9278	0.098009	1156.6
9279	0.23804	1156.6
9280	0.18799	1156.6
9281	0.19137	1156.6
9282	0.41579	1156.6
9283	0.3595	1156.6
9284	0.14424	1156.6
9285	0.20606	1156.6
9286	0.25414	1156.6
9287	0.30633	1156.6
9288	0.65185	1156.7
9289	0.23965	1156.7
9290	0.43056	1156.7
9291	0.37092	1157.5
9292	0.20267	1157.6
9293	0.27595	1157.6
9294	0.15088	1157.6
9295	0.22128	1157.6
9296	0.14882	1157.6
9297	0.28507	1157.6
9298	0.24504	1157.6
9299	0.36492	1157.6
9300	0.21804	1157.6
9301	0.25301	1157.6
9302	0.28915	1157.6
9303	0.21489	1158.5
9304	0.28915	1158.5
9305	0.28258	1158.5
9306	0.13018	1158.6
9307	0.18451	1158.6
9308	0.098009	1158.6
9309	0.20597	1158.6
9310	0.18757	1158.6
9311	0.19173	1158.6
9312	0.22668	1158.6
9313	0.22128	1158.7
9314	0.23502	1159.5
9315	0.28214	1159.5
9316	0.12968	1159.6
9317	0.10887	1159.6
9318	0.22803	1159.6
9319	0.26734	1159.6
9320	0.3357	1159.6
9321	0.1825	1159.6
9322	0.34038	1159.6
9323	0.2627	1159.6
9324	0.35743	1159.6
9325	0.14195	1159.6
9326	0.24567	1159.6
9327	0.30325	1159.6
9328	0.31928	1159.7
9329	0.32417	1159.7
9330	0.2006	1159.7
9331	0.36351	1159.7
9332	0.44678	1159.7
9333	0.22314	1160.5
9334	0.26056	1160.5
9335	0.18617	1160.5
9336	0.24247	1160.5
9337	0.27444	1160.6
9338	0.26132	1160.6
9339	0.16556	1160.6
9340	0.22363	1160.6
9341	0.26701	1160.6
9342	0.35657	1160.6
9343	0.23804	1160.6
9344	0.41747	1160.6
9345	0.29251	1160.6
9346	0.24838	1160.6
9347	0.31275	1160.7
9348	0.46075	1160.7
9349	0.23491	1161.5
9350	0.22426	1161.5
9351	0.17264	1161.5
9352	0.20499	1161.5
9353	0.2508	1161.5
9354	0.15106	1161.6
9355	0.11898	1161.6
9356	0.16352	1161.6
9357	0.28558	1161.6
9358	0.21534	1161.6
9359	0.31075	1161.6
9360	0.36111	1161.6
9361	0.31624	1161.6
9362	0.21464	1161.6
9363	0.47412	1161.6
9364	0.40757	1161.6
9365	0.15314	1161.6
9366	0.34736	1161.6
9367	0.28682	1161.7
9368	0.10356	1162.5
9369	0.33436	1162.5
9370	0.16122	1162.6
9371	0.29671	1162.6
9372	0.28915	1162.6
9373	0.52375	1162.6
9374	0.39265	1162.6
9375	0.26043	1162.6
9376	0.35833	1162.6
9377	0.37787	1162.6
9378	0.3171	1162.6
9379	0.25939	1162.6
9380	0.1901	1162.6
9381	0.20004	1162.6
9382	0.28149	1162.6
9383	0.15434	1162.6
9384	0.27292	1162.6
9385	0.23956	1162.6
9386	0.44968	1162.6
9387	0.38755	1162.6
9388	0.2145	1162.6
9389	0.39304	1162.7
9390	0.34129	1162.7
9391	0.28192	1163.5
9392	0.23491	1163.5
9393	0.18256	1163.5
9394	0.20574	1163.5
9395	0.19067	1163.5
9396	0.11314	1163.5
9397	0.26481	1163.5
9398	0.18596	1163.6
9399	0.30489	1163.6
9400	0.26528	1163.6
9401	0.21653	1163.6
9402	0.31497	1163.6
9403	0.33765	1163.6
9404	0.32994	1163.6
9405	0.27302	1163.6
9406	0.30399	1163.6
9407	0.45869	1163.6
9408	0.2006	1163.6
9409	0.22473	1163.6
9410	0.15369	1164.5
9411	0.31297	1164.5
9412	0.22088	1164.5
9413	0.30314	1164.5
9414	0.31876	1164.5
9415	0.29489	1164.6
9416	0.33206	1164.6
9417	0.34062	1164.6
9418	0.35743	1164.6
9419	0.23482	1165.5
9420	0.21647	1165.5
9421	0.13139	1165.5
9422	0.26548	1165.6
9423	0.33528	1165.6
9424	0.26844	1165.6
9425	0.14361	1165.7
9426	0.26548	1165.7
9427	0.31455	1165.7
9428	0.15369	1165.7
9429	0.4311	1165.7
9430	0.25696	1166.5
9431	0.24857	1166.5
9432	0.36329	1166.5
9433	0.54874	1166.5
9434	0.27194	1166.5
9435	0.16825	1166.5
9436	0.24268	1166.6
9437	0.31965	1166.6
9438	0.19419	1166.6
9439	0.21162	1166.6
9440	0.13644	1166.6
9441	0.39466	1166.6
9442	0.18945	1166.6
9443	0.18303	1166.6
9444	0.26663	1166.6
9445	0.28871	1166.7
9446	0.36905	1166.7
9447	0.3339	1166.7
9448	0.42	1167.5
9449	0.30847	1167.5
9450	0.31075	1167.6
9451	0.18993	1167.6
9452	0.2916	1167.6
9453	0.30655	1167.6
9454	0.26187	1167.7
9455	0.31368	1167.7
9456	0.34439	1167.7
9457	0.33616	1167.7
9458	0.41875	1167.7
9459	0.1414	1168.5
9460	0.30544	1168.5
9461	0.30858	1168.5
9462	0.35561	1168.6
9463	0.13129	1168.6
9464	0.18303	1168.6
9465	0.23275	1168.6
9466	0.16313	1168.6
9467	0.125	1168.6
9468	0.33059	1168.6
9469	0.48974	1168.6
9470	0.26187	1168.6
9471	0.23292	1168.6
9472	0.32274	1168.7
9473	0.31368	1168.7
9474	0.34315	1168.7
9475	0.22296	1168.7
9476	0.32486	1168.7
9477	0.28149	1168.8
9478	0.33194	1169.1
9479	0.24686	1169.5
9480	0.15326	1169.5
9481	0.098009	1169.5
9482	0.30066	1169.5
9483	0.12673	1169.5
9484	0.33616	1169.6
9485	0.27715	1169.6
9486	0.34452	1169.6
9487	0.16825	1169.6
9488	0.15033	1169.6
9489	0.3316	1169.6
9490	0.29671	1169.6
9491	0.1671	1169.6
9492	0.23155	1169.6
9493	0.24558	1169.6
9494	0.31139	1169.7
9495	0.27675	1169.7
9496	0.33715	1169.7
9497	0.18339	1170.5
9498	0.26251	1170.6
9499	0.45508	1170.5
9500	0.15649	1170.6
9501	0.10536	1170.6
9502	0.30433	1170.6
9503	0.29102	1170.6
9504	0.33183	1170.6
9505	0.45011	1170.6
9506	0.35433	1170.6
9507	0.2585	1170.6
9508	0.16352	1170.6
9509	0.27595	1170.6
9510	0.18481	1170.6
9511	0.26607	1170.6
9512	0.39304	1170.6
9513	0.3827	1170.6
9514	0.29076	1170.7
9515	0.13786	1170.7
9516	0.29002	1170.7
9517	0.25414	1171.5
9518	0.28485	1171.6
9519	0.29237	1171.6
9520	0.18917	1171.6
9521	0.22138	1171.6
9522	0.44968	1171.6
9523	0.12998	1171.6
9524	0.18303	1171.6
9525	0.28084	1171.6
9526	0.16556	1171.6
9527	0.11104	1171.6
9528	0.25852	1171.6
9529	0.22296	1171.6
9530	0.32841	1171.6
9531	0.19438	1171.7
9532	0.24135	1171.7
9533	0.25942	1171.7
9534	0.13753	1171.7
9535	0.26558	1171.7
9536	0.29979	1172.1
9537	0.1656	1172.5
9538	0.18451	1172.5
9539	0.098009	1172.6
9540	0.21653	1172.6
9541	0.14481	1172.6
9542	0.2622	1172.6
9543	0.39861	1172.6
9544	0.10588	1172.6
9545	0.24332	1172.6
9546	0.47837	1172.6
9547	0.15136	1172.7
9548	0.40261	1172.7
9549	0.20426	1173.5
9550	0.2006	1173.5
9551	0.28507	1173.6
9552	0.25953	1173.6
9553	0.32293	1173.6
9554	0.26971	1173.6
9555	0.22126	1173.6
9556	0.16056	1173.6
9557	0.2249	1173.6
9558	0.36633	1173.6
9559	0.54158	1173.6
9560	0.32396	1173.7
9561	0.34614	1173.7
9562	0.51758	1173.7
9563	0.28968	1173.7
9564	0.28296	1174.5
9565	0.15003	1174.5
9566	0.20097	1174.5
9567	0.11545	1174.5
9568	0.32038	1174.5
9569	0.15778	1174.6
9570	0.24268	1174.6
9571	0.20474	1174.6
9572	0.31789	1174.6
9573	0.28419	1174.6
9574	0.16266	1174.6
9575	0.25737	1174.6
9576	0.21396	1174.6
9577	0.37949	1174.6
9578	0.21886	1174.7
9579	0.37309	1174.7
9580	0.48952	1174.7
9581	0.50778	1174.7
9582	0.29916	1174.7
9583	0.18198	1174.7
9584	0.1034	1175.5
9585	0.28041	1175.5
9586	0.24506	1175.6
9587	0.24521	1175.6
9588	0.31607	1175.6
9589	0.13599	1175.6
9590	0.24521	1175.6
9591	0.13738	1175.6
9592	0.23853	1175.6
9593	0.34129	1175.6
9594	0.18451	1175.6
9595	0.1766	1175.6
9596	0.30399	1175.6
9597	0.2673	1175.7
9598	0.2491	1175.7
9599	0.31575	1176.1
9600	0.24211	1176.5
9601	0.32562	1176.5
9602	0.28595	1176.5
9603	0.24725	1176.5
9604	0.15136	1176.6
9605	0.26548	1176.6
9606	0.19428	1176.6
9607	0.22308	1176.6
9608	0.23804	1176.6
9609	0.35833	1176.6
9610	0.31139	1176.6
9611	0.31575	1176.7
9612	0.25836	1176.7
9613	0.24686	1176.7
9614	0.37265	1176.7
9615	0.43318	1176.7
9616	0.18802	1176.7
9617	0.3892	1177.5
9618	0.2418	1177.5
9619	0.23515	1177.5
9620	0.13618	1177.5
9621	0.16722	1177.5
9622	0.37932	1177.6
9623	0.21709	1177.6
9624	0.31362	1177.6
9625	0.31986	1177.6
9626	0.40543	1177.6
9627	0.28682	1177.6
9628	0.3076	1177.6
9629	0.2626	1177.6
9630	0.31607	1177.7
9631	0.4311	1177.7
9632	0.25839	1177.7
9633	0.23272	1177.7
9634	0.61242	1177.7
9635	0.19058	1177.7
9636	0.37157	1178.5
9637	0.22382	1178.5
9638	0.18705	1178.6
9639	0.28464	1178.6
9640	0.29489	1178.6
9641	0.31164	1178.6
9642	0.41482	1178.6
9643	0.21435	1178.6
9644	0.27532	1178.6
9645	0.43264	1178.6
9646	0.31554	1179.1
9647	0.23496	1179.5
9648	0.20601	1179.5
9649	0.15223	1179.5
9650	0.22808	1179.6
9651	0.26787	1179.6
9652	0.23562	1179.6
9653	0.29162	1179.6
9654	0.34603	1179.6
9655	0.33321	1179.6
9656	0.26075	1179.6
9657	0.26787	1179.6
9658	0.43328	1179.7
9659	0.3581	1179.7
9660	0.28682	1179.7
9661	0.13977	1180.6
9662	0.34463	1180.6
9663	0.2491	1180.6
9664	0.31865	1180.6
9665	0.2929	1180.6
9666	0.1495	1180.6
9667	0.25965	1180.6
9668	0.23576	1180.6
9669	0.44489	1180.6
9670	0.21751	1180.6
9671	0.32251	1180.6
9672	0.13064	1180.6
9673	0.3733	1180.6
9674	0.20553	1180.7
9675	0.26464	1180.7
9676	0.28355	1180.7
9677	0.27422	1180.8
9678	0.125	1181.5
9679	0.10481	1181.6
9680	0.2043	1181.6
9681	0.39401	1181.6
9682	0.21435	1181.6
9683	0.34439	1181.6
9684	0.3131	1181.6
9685	0.23527	1181.6
9686	0.16488	1181.6
9687	0.34371	1181.6
9688	0.41125	1181.6
9689	0.15151	1181.7
9690	0.19892	1181.7
9691	0.26844	1181.7
9692	0.40543	1181.7
9693	0.19192	1181.7
9694	0.3826	1181.7
9695	0.24722	1182
9696	0.29461	1182.5
9697	0.38376	1182.5
9698	0.14483	1182.6
9699	0.31275	1182.6
9700	0.32098	1182.6
9701	0.41758	1182.6
9702	0.2751	1182.6
9703	0.23835	1182.7
9704	0.30931	1182.7
9705	0.17862	1182.7
9706	0.17885	1183.5
9707	0.3365	1183.5
9708	0.21593	1183.6
9709	0.41832	1183.6
9710	0.22073	1183.6
9711	0.30225	1183.7
9712	0.16434	1183.7
9713	0.18705	1183.7
9714	0.3539	1183.7
9715	0.36111	1183.7
9716	0.15649	1183.7
9717	0.11202	1183.7
9718	0.38314	1183.7
9719	0.17902	1183.7
9720	0.17902	1184.5
9721	0.20924	1184.5
9722	0.24833	1184.5
9723	0.21849	1184.5
9724	0.34288	1184.5
9725	0.30258	1184.5
9726	0.10451	1184.5
9727	0.30418	1184.6
9728	0.13926	1184.6
9729	0.34051	1184.6
9730	0.39925	1184.6
9731	0.21875	1184.6
9732	0.32567	1184.6
9733	0.30497	1184.6
9734	0.2006	1184.6
9735	0.29461	1184.7
9736	0.24026	1184.7
9737	0.3339	1184.7
9738	0.30268	1184.7
9739	0.37698	1184.7
9740	0.29112	1184.7
9741	0.45956	1184.7
9742	0.31843	1185.4
9743	0.26844	1185.5
9744	0.14481	1185.5
9745	0.34496	1185.5
9746	0.24504	1185.5
9747	0.21755	1185.6
9748	0.45999	1185.6
9749	0.26142	1185.6
9750	0.359	1185.6
9751	0.24623	1185.6
9752	0.33059	1185.6
9753	0.24051	1185.6
9754	0.36938	1185.7
9755	0.26548	1185.7
9756	0.31397	1185.7
9757	0.41786	1185.7
9758	0.34427	1185.7
9759	0.21567	1186.5
9760	0.18398	1186.6
9761	0.31053	1186.6
9762	0.21768	1186.6
9763	0.092154	1186.6
9764	0.13911	1186.6
9765	0.28558	1186.6
9766	0.38034	1186.6
9767	0.23416	1186.6
9768	0.24332	1186.6
9769	0.10538	1186.6
9770	0.23275	1186.6
9771	0.33217	1186.7
9772	0.18799	1186.7
9773	0.32925	1186.7
9774	0.16478	1186.7
9775	0.2028	1187.5
9776	0.09924	1187.6
9777	0.23876	1187.6
9778	0.19717	1187.6
9779	0.28595	1187.6
9780	0.28131	1187.6
9781	0.15088	1187.6
9782	0.23145	1187.6
9783	0.26107	1187.6
9784	0.23448	1187.6
9785	0.25702	1187.6
9786	0.37352	1187.6
9787	0.27392	1187.6
9788	0.31253	1187.6
9789	0.23049	1188.5
9790	0.37546	1188.6
9791	0.34041	1188.6
9792	0.14787	1188.6
9793	0.18842	1188.6
9794	0.24088	1188.6
9795	0.098009	1188.6
9796	0.20662	1188.6
9797	0.23115	1188.6
9798	0.38238	1188.6
9799	0.19199	1188.6
9800	0.30497	1188.6
9801	0.28258	1188.7
9802	0.24567	1188.7
9803	0.32955	1188.6
9804	0.32123	1188.7
9805	0.25826	1188.7
9806	0.36745	1188.7
9807	0.57641	1188.7
9808	0.13883	1188.7
9809	0.4335	1188.7
9810	0.38562	1188.7
9811	0.45869	1188.7
9812	0.14353	1189.5
9813	0.14537	1189.5
9814	0.22296	1189.6
9815	0.31865	1189.6
9816	0.15313	1189.6
9817	0.28925	1189.6
9818	0.33496	1189.6
9819	0.18935	1189.6
9820	0.23876	1189.6
9821	0.16751	1189.6
9822	0.33898	1189.6
9823	0.19219	1189.6
9824	0.32482	1189.6
9825	0.30509	1189.6
9826	0.30327	1189.6
9827	0.26251	1189.7
9828	0.39347	1189.7
9829	0.25188	1189.7
9830	0.16722	1189.7
9831	0.32642	1189.7
9832	0.23634	1190.4
9833	0.40586	1190.5
9834	0.20421	1190.5
9835	0.23665	1190.5
9836	0.22387	1190.6
9837	0.22236	1190.6
9838	0.23491	1190.6
9839	0.28968	1190.6
9840	0.30633	1190.6
9841	0.39466	1190.6
9842	0.3454	1190.7
9843	0.11765	1190.7
9844	0.3309	1190.7
9845	0.41864	1190.7
9846	0.12959	1190.7
9847	0.39071	1190.7
9848	0.18747	1191.6
9849	0.30194	1191.6
9850	0.28023	1191.6
9851	0.45788	1191.6
9852	0.22588	1191.6
9853	0.30443	1191.6
9854	0.11898	1191.6
9855	0.13911	1191.6
9856	0.3151	1191.6
9857	0.23506	1191.6
9858	0.17548	1191.6
9859	0.46478	1191.6
9860	0.16387	1191.6
9861	0.1851	1191.6
9862	0.36555	1191.6
9863	0.37352	1191.7
9864	0.11765	1191.7
9865	0.20298	1191.7
9866	0.34288	1191.7
9867	0.21531	1191.7
9868	0.29957	1192.5
9869	0.30633	1192.5
9870	0.22392	1192.5
9871	0.30349	1192.5
9872	0.32035	1192.6
9873	0.13735	1192.6
9874	0.25231	1192.6
9875	0.18015	1192.6
9876	0.12959	1192.6
9877	0.2114	1192.6
9878	0.16565	1192.6
9879	0.42065	1192.6
9880	0.29315	1192.6
9881	0.18437	1192.6
9882	0.30982	1192.6
9883	0.35583	1192.6
9884	0.20341	1192.7
9885	0.26151	1192.7
9886	0.44768	1192.8
9887	0.23759	1193.5
9888	0.24211	1193.5
9889	0.12766	1193.5
9890	0.22992	1193.6
9891	0.24051	1193.6
9892	0.21755	1193.6
9893	0.32067	1193.6
9894	0.24367	1193.6
9895	0.28809	1193.6
9896	0.4457	1193.6
9897	0.26121	1193.7
9898	0.32663	1193.7
9899	0.26558	1194.5
9900	0.33539	1194.5
9901	0.23701	1194.5
9902	0.24875	1194.5
9903	0.27014	1194.5
9904	0.19131	1194.6
9905	0.24567	1194.6
9906	0.23359	1194.6
9907	0.33974	1194.6
9908	0.29565	1194.6
9909	0.13627	1194.6
9910	0.28419	1194.6
9911	0.31169	1194.6
9912	0.14386	1194.6
9913	0.43285	1194.6
9914	0.32562	1194.7
9915	0.53964	1194.7
9916	0.44462	1194.7
9917	0.10498	1195.5
9918	0.25916	1195.6
9919	0.30194	1195.6
9920	0.21728	1195.6
9921	0.13977	1195.6
9922	0.26968	1195.6
9923	0.15797	1195.6
9924	0.36111	1195.6
9925	0.1034	1195.6
9926	0.28692	1195.6
9927	0.36805	1195.7
9928	0.40261	1195.7
9929	0.36264	1195.7
9930	0.55198	1195.8
9931	0.33196	1196.5
9932	0.24722	1196.5
9933	0.16865	1196.5
9934	0.21799	1196.6
9935	0.40153	1196.6
9936	0.16454	1196.6
9937	0.23301	1196.6
9938	0.34226	1196.6
9939	0.29102	1196.6
9940	0.3177	1196.7
9941	0.34352	1196.7
9942	0.31128	1196.7
9943	0.25878	1196.7
9944	0.46042	1196.7
9945	0.16722	1197.5
9946	0.22176	1197.5
9947	0.35109	1197.5
9948	0.16849	1197.6
9949	0.29283	1197.6
9950	0.27603	1197.6
9951	0.2629	1197.6
9952	0.24176	1197.6
9953	0.10134	1197.6
9954	0.15015	1197.6
9955	0.28141	1197.6
9956	0.27329	1197.6
9957	0.37643	1197.6
9958	0.14501	1197.7
9959	0.28325	1197.7
9960	0.35789	1197.7
9961	0.31006	1197.7
9962	0.34702	1197.7
9963	0.16483	1197.7
9964	0.41775	1197.7
9965	0.40175	1197.7
9966	0.25927	1198.5
9967	0.18297	1198.6
9968	0.29209	1198.6
9969	0.32251	1198.6
9970	0.3595	1198.6
9971	0.30725	1198.6
9972	0.36769	1198.6
9973	0.28595	1198.7
9974	0.44746	1198.7
9975	0.27054	1198.7
9976	0.36816	1198.7
9977	0.36818	1199.5
9978	0.39705	1199.5
9979	0.33295	1199.5
9980	0.29503	1199.6
9981	0.49783	1199.6
9982	0.32098	1199.6
9983	0.33888	1199.6
9984	0.44234	1199.6
9985	0.27278	1199.6
9986	0.36351	1199.6
9987	0.19428	1199.6
9988	0.21751	1199.6
9989	0.24391	1199.6
9990	0.23349	1199.6
9991	0.30044	1199.7
9992	0.26454	1199.7
9993	0.14424	1199.7
9994	0.20352	1199.7
9995	0.28368	1199.7
9996	0.3697	1199.7
9997	0.50459	1199.7
9998	0.29162	1199.7
9999	0.32439	1199.7
10000	0.34892	1199.7
10001	0.31876	1199.7
10002	0.39336	1200.5
10003	0.21804	1200.6
10004	0.33782	1200.6
10005	0.23804	1200.6
10006	0.18072	1200.6
10007	0.36376	1200.6
10008	0.21984	1200.6
10009	0.14353	1200.6
10010	0.32486	1200.6
10011	0.26782	1200.6
10012	0.51415	1200.7
10013	0.1703	1200.7
10014	0.23416	1200.7
10015	0.29503	1200.7
10016	0.26187	1200.7
10017	0.28558	1200.7
10018	0.30982	1200.7
10019	0.43804	1200.7
10020	0.33539	1200.7
10021	0.39314	1200.7
10022	0.09924	1201.5
10023	0.3365	1201.6
10024	0.15547	1201.6
10025	0.23511	1201.6
10026	0.30001	1201.6
10027	0.2629	1201.6
10028	0.25301	1201.6
10029	0.19131	1201.6
10030	0.26574	1201.7
10031	0.17241	1201.7
10032	0.41081	1201.7
10033	0.19774	1202.5
10034	0.41546	1202.5
10035	0.1917	1202.6
10036	0.13599	1202.6
10037	0.18564	1202.6
10038	0.47358	1202.6
10039	0.23701	1202.6
10040	0.09924	1202.6
10041	0.19549	1202.6
10042	0.20597	1202.6
10043	0.33474	1202.6
10044	0.21455	1202.6
10045	0.10598	1202.6
10046	0.30639	1202.6
10047	0.089659	1202.6
10048	0.44833	1202.6
10049	0.40757	1202.6
10050	0.39784	1202.7
10051	0.49726	1202.7
10052	0.30194	1202.7
10053	0.34736	1202.7
10054	0.23266	1203.5
10055	0.22048	1203.5
10056	0.15557	1203.6
10057	0.18879	1203.6
10058	0.12869	1203.6
10059	0.41081	1203.6
10060	0.29426	1203.6
10061	0.23272	1203.6
10062	0.34624	1203.6
10063	0.20823	1203.6
10064	0.22851	1203.6
10065	0.41875	1203.7
10066	0.35635	1203.7
10067	0.24628	1203.7
10068	0.3236	1203.7
10069	0.24504	1203.7
10070	0.42726	1203.7
10071	0.3974	1204.1
10072	0.35476	1204.5
10073	0.22067	1204.6
10074	0.12843	1204.6
10075	0.14092	1204.6
10076	0.28041	1204.6
10077	0.24838	1204.6
10078	0.13139	1204.6
10079	0.34288	1204.6
10080	0.47316	1204.6
10081	0.2619	1204.6
10082	0.21979	1204.6
10083	0.20312	1204.6
10084	0.18203	1204.6
10085	0.33453	1204.6
10086	0.38842	1204.7
10087	0.29748	1204.6
10088	0.39574	1204.6
10089	0.27141	1205.5
10090	0.31713	1205.6
10091	0.30489	1205.6
10092	0.26971	1205.6
10093	0.28816	1205.6
10094	0.24857	1205.6
10095	0.26607	1205.6
10096	0.31928	1205.6
10097	0.34474	1205.6
10098	0.30725	1205.6
10099	0.3464	1205.6
10100	0.33507	1205.6
10101	0.46053	1205.7
10102	0.31253	1205.7
10103	0.14792	1205.7
10104	0.32097	1205.7
10105	0.14256	1206.5
10106	0.18542	1206.6
10107	0.22957	1206.6
10108	0.26655	1206.6
10109	0.35831	1206.6
10110	0.2781	1206.6
10111	0.33682	1206.6
10112	0.16398	1206.6
10113	0.3365	1206.7
10114	0.13848	1206.7
10115	0.36862	1206.7
10116	0.36816	1207.5
10117	0.26589	1207.6
10118	0.24391	1207.6
10119	0.30928	1207.6
10120	0.41038	1207.6
10121	0.33358	1207.7
10122	0.38605	1207.6
10123	0.47159	1207.6
10124	0.43209	1207.7
10125	0.25852	1207.7
10126	0.31147	1207.7
10127	0.40714	1207.8
10128	0.30633	1208.6
10129	0.16691	1208.6
10130	0.38303	1208.6
10131	0.31497	1208.7
10132	0.19291	1209.5
10133	0.33855	1209.5
10134	0.19131	1209.6
10135	0.15861	1209.6
10136	0.21805	1209.6
10137	0.27329	1209.6
10138	0.24686	1209.6
10139	0.29112	1209.6
10140	0.22492	1209.6
10141	0.13805	1209.6
10142	0.20597	1209.6
10143	0.23876	1209.7
10144	0.32396	1209.7
10145	0.43034	1209.7
10146	0.28682	1209.7
10147	0.34259	1209.7
10148	0.35476	1210.6
10149	0.57797	1210.6
10150	0.25782	1210.6
10151	0.23865	1210.6
10152	0.17855	1210.6
10153	0.292	1210.6
10154	0.19036	1210.6
10155	0.135	1210.6
10156	0.35833	1210.6
10157	0.22399	1210.6
10158	0.24833	1210.6
10159	0.37831	1210.7
10160	0.1678	1210.6
10161	0.13802	1210.6
10162	0.15539	1210.6
10163	0.31096	1210.7
10164	0.3892	1210.7
10165	0.23865	1210.7
10166	0.23611	1210.7
10167	0.41427	1210.7
10168	0.19246	1211.5
10169	0.44179	1211.5
10170	0.3455	1211.6
10171	0.2006	1211.6
10172	0.15314	1211.6
10173	0.34308	1211.6
10174	0.23416	1211.6
10175	0.17862	1211.6
10176	0.31164	1211.6
10177	0.15828	1211.6
10178	0.3597	1211.6
10179	0.39947	1211.6
10180	0.23259	1211.7
10181	0.45292	1211.7
10182	0.38034	1211.7
10183	0.30466	1211.7
10184	0.37352	1211.7
10185	0.20723	1212.6
10186	0.38654	1212.6
10187	0.33877	1212.6
10188	0.34111	1212.6
10189	0.44387	1212.6
10190	0.35593	1212.6
10191	0.34417	1212.6
10192	0.21554	1212.6
10193	0.47401	1212.7
10194	0.39509	1212.7
10195	0.39969	1213.1
10196	0.23643	1213.5
10197	0.26595	1213.5
10198	0.31876	1213.5
10199	0.37114	1213.5
10200	0.20924	1213.6
10201	0.11174	1213.6
10202	0.32417	1213.6
10203	0.46673	1213.6
10204	0.45508	1213.6
10205	0.24838	1213.6
10206	0.31344	1213.7
10207	0.28327	1213.7
10208	0.31543	1213.7
10209	0.35624	1213.7
10210	0.22992	1214.5
10211	0.28234	1214.5
10212	0.36818	1214.5
10213	0.37265	1214.6
10214	0.28816	1214.6
10215	0.26844	1214.6
10216	0.20871	1214.6
10217	0.43696	1214.6
10218	0.1485	1214.6
10219	0.27758	1214.7
10220	0.4759	1214.7
10221	0.23576	1214.7
10222	0.24606	1214.7
10223	0.24176	1214.7
10224	0.44048	1214.7
10225	0.39284	1214.7
10226	0.27054	1214.7
10227	0.30194	1214.7
10228	0.49972	1214.7
10229	0.27329	1215.5
10230	0.15446	1215.5
10231	0.33414	1215.6
10232	0.26107	1215.6
10233	0.20159	1215.6
10234	0.21227	1215.6
10235	0.18358	1215.6
10236	0.25686	1215.6
10237	0.3797	1215.6
10238	0.28023	1215.6
10239	0.3178	1215.7
10240	0.26045	1215.7
10241	0.13844	1215.7
10242	0.362	1215.7
10243	0.33583	1215.7
10244	0.58596	1215.7
10245	0.1678	1216.5
10246	0.2673	1216.5
10247	0.20658	1216.6
10248	0.21464	1216.6
10249	0.31554	1216.6
10250	0.33279	1216.6
10251	0.29162	1216.6
10252	0.25878	1216.6
10253	0.14213	1216.6
10254	0.21292	1216.6
10255	0.20315	1216.6
10256	0.11005	1216.6
10257	0.27422	1216.6
10258	0.1656	1216.6
10259	0.24567	1216.6
10260	0.28595	1216.7
10261	0.24686	1216.7
10262	0.39585	1216.7
10263	0.28799	1216.7
10264	0.30215	1217.1
10265	0.31497	1217.5
10266	0.20662	1217.6
10267	0.25188	1217.6
10268	0.20146	1217.6
10269	0.21816	1217.6
10270	0.3177	1217.6
10271	0.23611	1217.6
10272	0.15369	1217.6
10273	0.18805	1217.6
10274	0.29187	1217.6
10275	0.24506	1217.7
10276	0.17383	1217.6
10277	0.28134	1217.7
10278	0.30877	1217.7
10279	0.4588	1217.7
10280	0.39574	1217.7
10281	0.3151	1218.5
10282	0.32396	1218.5
10283	0.10396	1218.5
10284	0.16799	1218.6
10285	0.31075	1218.6
10286	0.14092	1218.6
10287	0.28692	1218.6
10288	0.39314	1218.6
10289	0.36111	1218.6
10290	0.49174	1218.6
