ClassMZ	ClassMass	ScanClassRep	ClassAbundance	PairIndex	PMTTagID	UMCID
312.36349649	311.35622	45219	60730797	-1	-1	38
313.15544649	312.14817	21671	19631467	-1	-1	39
313.16540649	312.15813	6417	11658359	-1	-1	40
313.17436649	312.16709	5205	7694080	-1	-1	41
313.18147649	312.1742	5737	3964842	-1	-1	42
313.18233649	312.17506	8030	7392297	-1	-1	43
314.19602649	313.18875	11690	5871436	-1	-1	44
314.70597149	313.698695	7243	22874911.5	-1	-1	45
314.72947149	313.722195	5747	5431042	-1	-1	46
315.20358649	314.19631	11685	5118246	-1	-1	47
315.49182649	314.48455	6392	6863839	-1	-1	48
315.69488649	314.68761	10124	23828635	-1	-1	49
315.70074649	314.69347	10429	12729510.5	-1	-1	50
316.21264649	315.20537	11275	72705822.5	-1	-1	51
316.70369649	315.69642	10367	22851943	-1	-1	52
317.83511149	316.827835	5908	4392920	-1	-1	53
318.11669649	317.10942	45427	16617978	-1	-1	54
318.17472649	317.16745	9255	36307261	-1	-1	55
318.18185649	317.17458	6228	86176520.5	-1	-1	56
318.19817149	317.190895	11090	8406332	-1	-1	57
319.16957649	318.1623	12290	4818803	-1	-1	58
319.16948649	318.16221	9362	6823377	-1	-1	59
319.16943149	318.162155	6597	25497686.5	-1	-1	60
319.16990649	318.16263	6985	12895709	-1	-1	61
319.85142149	318.844145	4882	6986661	-1	-1	62
320.09624149	319.088965	44598	46961116	-1	-1	63
320.16360649	319.15633	5859	26867974.5	-1	-1	64
320.17242649	319.16515	6628	11305192.5	-1	-1	65
320.85970149	319.852425	4952	69075721.5	-1	-1	66
321.18296649	320.17569	8702	16438871.5	-1	-1	67
322.18821649	321.18094	10142	65743484.5	-1	-1	68
322.19850649	321.19123	9018	7196937	-1	-1	69
322.70876649	321.70149	10370	4137734	-1	-1	70
322.70956649	321.70229	9192	5531006	-1	-1	71
322.70933649	321.70206	12412	9431463	-1	-1	72
322.71582149	321.708545	7207	11713829.5	-1	-1	73
324.20728149	323.200005	8903	16417551	-1	-1	74
324.67782649	323.67055	7369	22602293.5	-1	-1	75
324.69207649	323.6848	11090	3642755	-1	-1	76
324.69690649	323.68963	14855	14299137	-1	-1	77
324.70043649	323.69316	7696	10406724	-1	-1	78
324.84815649	323.84088	11827	7037589	-1	-1	79
325.17969649	324.17242	6052	8936424	-1	-1	80
325.18769649	324.18042	6342	11670032	-1	-1	81
325.51914649	324.51187	12154	4362503	-1	-1	82
325.69821649	324.69094	13658	8308364	-1	-1	83
326.18570149	325.178425	10816	7814684	-1	-1	84
326.20337649	325.1961	8996	3217134	-1	-1	85
326.67446649	325.66719	4901	3183030	-1	-1	86
326.68960649	325.68233	5828	6270455	-1	-1	87
326.86750649	325.86023	5178	3065064	-1	-1	88
327.17672149	326.169445	8955	13584516.5	-1	-1	89
327.20205649	326.19478	8907	187324473.5	-1	-1	90
327.53548649	326.52821	9713	4650910	-1	-1	91
328.52656149	327.519285	9701	9296461.5	-1	-1	92
328.70337649	327.6961	7427	21906894.5	-1	-1	93
328.70338649	327.69611	13513	121395732	-1	-1	94
328.87937649	327.8721	11734	8795023.5	-1	-1	95
329.19362649	328.18635	4267	9532390	-1	-1	96
329.19360649	328.18633	4626	8639360	-1	-1	97
329.20599149	328.198715	6685	8469047.5	-1	-1	98
329.69859149	328.691315	6841	6286575	-1	-1	99
329.71094649	328.70367	6411	7381013	-1	-1	100
329.86242149	328.855145	4362	16812766	-1	-1	101
330.68738649	329.68011	7401	68550633.5	-1	-1	102
330.68964649	329.68237	5877	7302414	-1	-1	103
330.85099649	329.84372	6187	3686798	-1	-1	104
331.20622649	330.19895	10751	9828320	-1	-1	105
331.20933649	330.20206	5569	25876909.5	-1	-1	106
331.68161649	330.67434	10751	22184978	-1	-1	107
331.69981649	330.69254	9713	8532800	-1	-1	108
331.70333149	330.696055	11189	6680963.5	-1	-1	109
331.84807149	330.840795	12147	7326868	-1	-1	110
332.19499649	331.18772	9511	26254667	-1	-1	111
332.50871649	331.50144	7914	10299998	-1	-1	112
333.68280649	332.67553	10117	3383579	-1	-1	113
334.17654649	333.16927	16515	4412522	-1	-1	114
334.18404649	333.17677	39244	50018988	-1	-1	115
334.50995649	333.50268	5247	17349152.5	-1	-1	116
334.68035649	333.67308	13154	3679067	-1	-1	117
334.69026649	333.68299	4775	8816117	-1	-1	118
335.17567649	334.1684	16504	4187745	-1	-1	119
335.21954149	334.212265	9417	27801829.5	-1	-1	120
335.71631649	334.70904	13592	18481645	-1	-1	121
336.21403649	335.20676	10078	3174061	-1	-1	122
336.71879649	335.71152	13550	8958569	-1	-1	123
336.85526149	335.847985	6285	7655256	-1	-1	124
337.12279649	336.11552	44598	7461067	-1	-1	125
337.18246649	336.17519	4951	11829953	-1	-1	126
337.20104649	336.19377	5859	9031646	-1	-1	127
337.21420649	336.20693	8786	146975374	-1	-1	128
337.22147649	336.2142	8786	55230705	-1	-1	129
337.68998649	336.68271	8573	19444700	-1	-1	130
337.70564149	336.698365	17949	5834968	-1	-1	131
337.70835649	336.70108	9784	8217980.5	-1	-1	132
338.34268649	337.33541	45387	377172204	-1	-1	133
338.68936649	337.68209	8625	23522485	-1	-1	134
338.86713649	337.85986	6691	13123626	-1	-1	135
339.18609649	338.17882	6749	5751390	-1	-1	136
339.67742649	338.67015	6911	71112085	-1	-1	137
339.69557649	338.6883	17133	6803301	-1	-1	138
339.84811649	338.84084	3946	9453297	-1	-1	139
339.85442649	338.84715	5692	11676300	-1	-1	140
340.69049649	339.68322	5845	9568386	-1	-1	141
340.85896649	339.85169	9173	3082248	-1	-1	142
341.19761649	340.19034	16386	5519112.5	-1	-1	143
342.17575149	341.168475	11048	4350232	-1	-1	144
342.19137149	341.184095	12001	5074510	-1	-1	145
342.23283149	341.225555	8593	8360820	-1	-1	146
342.67226649	341.66499	14454	6236198	-1	-1	147
342.68803649	341.68076	5747	31409303	-1	-1	148
342.71885649	341.71158	16636	5886460	-1	-1	149
343.20396649	342.19669	6966	20479691.5	-1	-1	150
343.29649649	342.28922	45300	17004317	-1	-1	151
343.70788649	342.70061	6434	40591550	-1	-1	152
343.70854649	342.70127	5554	6091548	-1	-1	153
343.87064149	342.863365	7327	13958812.5	-1	-1	154
344.19285649	343.18558	7208	13596677	-1	-1	155
344.19378649	343.18651	4750	4398320.5	-1	-1	156
344.20606649	343.19879	9041	10261893	-1	-1	157
344.20733649	343.20006	6533	12562116	-1	-1	158
344.22610149	343.218825	8723	9596377	-1	-1	159
344.70417149	343.696895	6714	25130099	-1	-1	160
344.71278649	343.70551	13287	25266970	-1	-1	161
344.85082649	343.84355	8024	5602091	-1	-1	162
345.19107649	344.1838	14112	6180499	-1	-1	163
345.22537149	344.218095	12533	4843385	-1	-1	164
345.22547649	344.2182	8996	307154328	-1	-1	165
345.68378649	344.67651	6469	10313750.5	-1	-1	166
345.69719649	344.68992	10582	12494316	-1	-1	167
345.70025649	344.69298	9389	9565266	-1	-1	168
345.70693649	344.69966	6782	6145151	-1	-1	169
345.85064149	344.843365	7984	5131713	-1	-1	170
346.17723649	345.16996	8227	11355751	-1	-1	171
346.19837649	345.1911	8774	17995498	-1	-1	172
346.19844649	345.19117	7150	4694267	-1	-1	173
346.22869649	345.22142	8955	46489080.5	-1	-1	174
346.69095649	345.68368	5895	37499895.5	-1	-1	175
346.70899649	345.70172	5575	23445249	-1	-1	176
346.70921649	345.70194	14855	14599842	-1	-1	177
347.20089149	346.193615	12711	24757051	-1	-1	178
347.68043649	346.67316	5714	4045657	-1	-1	179
347.69365649	346.68638	6060	8281085	-1	-1	180
347.70142649	346.69415	5541	16640970	-1	-1	181
350.19637149	349.189095	6853	26787045	-1	-1	182
350.19762149	349.190345	13227	14293540.5	-1	-1	183
350.20813149	349.200855	13586	1102472754	-1	-1	184
350.70389649	349.69662	4289	15298391.5	-1	-1	185
351.20100149	350.193725	5100	4601339	-1	-1	186
351.20210649	350.19483	8391	6978300	-1	-1	187
351.20403149	350.196755	14609	13996208	-1	-1	188
351.20803649	350.20076	16009	6070618	-1	-1	189
351.21941149	350.212135	6108	11184770	-1	-1	190
351.53926649	350.53199	12676	22281482.5	-1	-1	191
352.17298649	351.16571	5803	6269273	-1	-1	192
352.20244649	351.19517	15343	10605162	-1	-1	193
352.70927649	351.702	13426	11346381	-1	-1	194
352.86889149	351.861615	8804	9083193	-1	-1	195
352.87777649	351.8705	8758	9173935	-1	-1	196
353.17206149	352.164785	10103	10076448	-1	-1	197
353.19038649	352.18311	8946	20294306.5	-1	-1	198
353.21205649	352.20478	8857	80794688	-1	-1	199
353.68175149	352.674475	6754	16596651	-1	-1	200
353.69546649	352.68819	5443	15737795.5	-1	-1	201
353.70476649	352.69749	8438	27184951	-1	-1	202
353.71694649	352.70967	7134	11287754	-1	-1	203
354.21646649	353.20919	14097	3660318	-1	-1	204
354.68719649	353.67992	6772	9730347	-1	-1	205
354.70658649	353.69931	7068	5084183	-1	-1	206
354.88237649	353.8751	8717	20204166	-1	-1	207
355.52757649	354.5203	11685	3139069	-1	-1	208
355.68727649	354.68	7591	8140325.5	-1	-1	209
356.20517649	355.1979	8031	4660986.5	-1	-1	210
356.22993649	355.22266	7974	16991764	-1	-1	211
356.74082649	355.73355	17994	9332631	-1	-1	212
356.85869149	355.851415	7259	73685007.5	-1	-1	213
356.87246149	355.865185	3932	43694683	-1	-1	214
357.21938649	356.21211	7967	25639492	-1	-1	215
357.24948649	356.24221	7068	23401436.5	-1	-1	216
357.25028649	356.24301	7825	222877158.5	-1	-1	217
357.25020649	356.24293	9498	59839737	-1	-1	218
358.20081649	357.19354	7751	6036667	-1	-1	219
358.20514649	357.19787	9967	4065650	-1	-1	220
358.20870149	357.201425	6377	10539681	-1	-1	221
358.20975649	357.20248	7647	3859073	-1	-1	222
358.22240149	357.215125	14477	7326725	-1	-1	223
358.22879649	357.22152	45339	55346837.5	-1	-1	224
358.22493649	357.21766	11210	18251167	-1	-1	225
358.23296149	357.225685	7751	13889012	-1	-1	226
358.25391649	357.24664	7860	7701228	-1	-1	227
358.86503649	357.85776	4594	30307967.5	-1	-1	228
359.19835649	358.19108	3898	6522965.5	-1	-1	229
359.21160649	358.20433	7596	72394547	-1	-1	230
359.22938649	358.22211	17517	19184790	-1	-1	231
359.24078649	358.23351	7672	68717085.5	-1	-1	232
359.24081649	358.23354	12126	1408228644	-1	-1	233
359.26588649	358.25861	6934	150487321.5	-1	-1	234
359.26599149	358.258715	8871	177878741	-1	-1	235
360.19147649	359.1842	6782	10770205	-1	-1	236
360.52099149	359.513715	4288	5168315	-1	-1	237
360.68971649	359.68244	9422	10426367	-1	-1	238
361.16929149	360.162015	10063	8045056.5	-1	-1	239
361.19944149	360.192165	10129	56558012.5	-1	-1	240
361.19932649	360.19205	5373	8228931	-1	-1	241
361.20359149	360.196315	4770	18899924.5	-1	-1	242
361.24525649	360.23798	10509	416780574	-1	-1	243
361.69997149	360.692695	18263	65919792	-1	-1	244
362.21580649	361.20853	44223	47432657	-1	-1	245
363.67871649	362.67144	8023	5255562	-1	-1	246
364.19133649	363.18406	6000	20148063	-1	-1	247
364.20279149	363.195515	5479	11404242.5	-1	-1	248
364.21091649	363.20364	18376	5193520	-1	-1	249
364.52771149	363.520435	6013	9644538	-1	-1	250
365.21079649	364.20352	6052	32952774	-1	-1	251
365.21945649	364.21218	13239	112085224.5	-1	-1	252
365.70437149	364.697095	14858	26980693.5	-1	-1	253
365.72676649	364.71949	12139	4362611	-1	-1	254
365.72742649	364.72015	7400	58365303	-1	-1	255
366.20138149	365.194105	7591	12306604.5	-1	-1	256
366.21485649	365.20758	15781	6511902	-1	-1	257
366.21603149	365.208755	10829	31304949	-1	-1	258
366.23231149	365.225035	10608	5504155	-1	-1	259
366.55516649	365.54789	8465	58488575	-1	-1	260
366.69813649	365.69086	10142	14649317	-1	-1	261
366.87525649	365.86798	18069	40067187	-1	-1	262
367.18732649	366.18005	5348	33544089.5	-1	-1	263
367.20636649	366.19909	10383	20092511	-1	-1	264
367.20719649	366.19992	6708	4359444	-1	-1	265
367.21724149	366.209965	6411	26361652.5	-1	-1	266
367.22324649	366.21597	12986	4584455	-1	-1	267
367.24026649	366.23299	12001	11423862	-1	-1	268
368.21220149	367.204925	8155	4578444	-1	-1	269
368.54642649	367.53915	12673	7116140	-1	-1	270
368.69099649	367.68372	5814	5396406	-1	-1	271
368.73441649	367.72714	14276	3402121	-1	-1	272
368.86357149	367.856295	11921	8436631	-1	-1	273
368.86683149	367.859555	8555	13841595	-1	-1	274
369.66466649	368.65739	12844	8362742	-1	-1	275
369.70660149	368.699325	14354	8679497	-1	-1	276
369.71730649	368.71003	5294	5678197	-1	-1	277
370.21522149	369.207945	9310	13705902	-1	-1	278
370.67412149	369.666845	9336	34200467.5	-1	-1	279
370.72507649	369.7178	7498	8463971	-1	-1	280
371.20435649	370.19708	5467	18964218	-1	-1	281
371.21715149	370.209875	7606	14981315.5	-1	-1	282
371.22870649	370.22143	10854	48858562	-1	-1	283
371.69886649	370.69159	17133	18693608	-1	-1	284
371.73306649	370.72579	10292	14724551.5	-1	-1	285
371.73341649	370.72614	13154	14745188	-1	-1	286
371.73341149	370.726135	9713	31468188	-1	-1	287
371.87274649	370.86547	11390	11834540.5	-1	-1	288
372.19419649	371.18692	7571	33512461	-1	-1	289
372.19988649	371.19261	10748	4912964	-1	-1	290
372.20414649	371.19687	8444	4568628	-1	-1	291
372.21153649	371.20426	3712	9020581.5	-1	-1	292
372.21570649	371.20843	20272	5874522	-1	-1	293
372.21987649	371.2126	9417	12944597.5	-1	-1	294
372.24442649	371.23715	45417	66097233.5	-1	-1	295
373.20841649	372.20114	8470	13607234	-1	-1	296
373.21422649	372.20695	6739	13771581	-1	-1	297
373.22947649	372.2222	8686	11021780	-1	-1	298
373.28184649	372.27457	11043	64307691	-1	-1	299
373.68422649	372.67695	4082	16938084	-1	-1	300
373.69774649	372.69047	6167	11958684	-1	-1	301
373.70589149	372.698615	11401	5574213	-1	-1	302
373.85710149	372.849825	11564	87189718.5	-1	-1	303
374.19505649	373.18778	6772	16493036	-1	-1	304
374.21205649	373.20478	5902	3873495	-1	-1	305
374.21394149	373.206665	12140	5764411	-1	-1	306
374.23233649	373.22506	9018	21267872	-1	-1	307
374.24037649	373.2331	8465	20839772	-1	-1	308
374.69965649	373.69238	18421	9580193	-1	-1	309
374.70549149	373.698215	7068	32398563	-1	-1	310
374.71840649	373.71113	14246	13358933	-1	-1	311
375.13130649	374.12403	14354	42007286	-1	-1	312
375.21495649	374.20768	16862	6097310	-1	-1	313
375.22060649	374.21333	6568	14933914	-1	-1	314
375.23616649	374.22889	11850	104855785	-1	-1	315
375.49828649	374.49101	10643	4253606	-1	-1	316
375.69388649	374.68661	15165	25613252	-1	-1	317
375.71173649	374.70446	24862	55466656	-1	-1	318
375.87109649	374.86382	9007	3192282	-1	-1	319
376.20339649	375.19612	9246	10751374.5	-1	-1	320
376.20979649	375.20252	6568	17481381	-1	-1	321
376.23852649	375.23125	11783	5943865	-1	-1	322
376.26013649	375.25286	45386	235320986	-1	-1	323
376.68308649	375.67581	6061	12924462	-1	-1	324
377.14650149	376.139225	12388	930199044	-1	-1	325
377.19227649	376.185	8286	11708236	-1	-1	326
377.19811649	376.19084	6606	7184094	-1	-1	327
377.19887649	376.1916	7026	15713089.5	-1	-1	328
377.73278649	376.72551	8658	14919332	-1	-1	329
377.86793649	376.86066	4416	5712178	-1	-1	330
378.20340649	377.19613	9203	13190097.5	-1	-1	331
378.21433149	377.207055	11624	21469806	-1	-1	332
378.23962649	377.23235	25388	108291988	-1	-1	333
378.54647649	377.5392	17503	6151776	-1	-1	334
378.89338149	377.886105	7121	11981270.5	-1	-1	335
379.20946649	378.20219	7687	202683601	-1	-1	336
379.20954649	378.20227	11210	4088031	-1	-1	337
379.21383149	378.206555	5516	14001967.5	-1	-1	338
379.21416649	378.20689	15654	3590256	-1	-1	339
379.70374649	378.69647	7061	11459054	-1	-1	340
379.70699649	378.69972	5416	29777523	-1	-1	341
380.20284149	379.195565	6596	24383164	-1	-1	342
380.19960649	379.19233	5289	8467380	-1	-1	343
380.22662649	379.21935	10915	4567829	-1	-1	344
380.70452649	379.69725	10499	17115169	-1	-1	345
380.72435649	379.71708	10788	8014158	-1	-1	346
380.83411649	379.82684	16823	9434038	-1	-1	347
381.20127649	380.194	6329	38025701	-1	-1	348
381.21153149	380.204255	7226	5703688	-1	-1	349
381.70488649	380.69761	16946	12978894	-1	-1	350
381.71263649	380.70536	9506	6009157	-1	-1	351
381.71940149	380.712125	12631	30785247.5	-1	-1	352
381.87015649	380.86288	5767	3893306	-1	-1	353
381.88046649	380.87319	5221	4064336	-1	-1	354
382.15484649	381.14757	40509	42902343	-1	-1	355
382.19305649	381.18578	7672	10444934.5	-1	-1	356
382.20858649	381.20131	11619	5721740.5	-1	-1	357
382.20984649	381.20257	7580	19526453.5	-1	-1	358
382.22780649	381.22053	13702	10320020	-1	-1	359
382.23985649	381.23258	17649	3809546	-1	-1	360
382.69622649	381.68895	5762	77644040	-1	-1	361
382.85047149	381.843195	13054	8355329	-1	-1	362
383.22474649	382.21747	12206	4438921	-1	-1	363
384.19285149	383.185575	4248	5358568	-1	-1	364
384.20103649	383.19376	5487	5572174	-1	-1	365
384.20128649	383.19401	6483	12522700	-1	-1	366
384.53778649	383.53051	8804	130980332	-1	-1	367
384.54495649	383.53768	11079	3225001	-1	-1	368
384.54667649	383.5394	8804	72715204	-1	-1	369
384.70402149	383.696745	4163	14757469.5	-1	-1	370
385.20183649	384.19456	6655	13226623	-1	-1	371
385.20123649	384.19396	7974	12426570	-1	-1	372
385.25635149	384.249075	7936	15880041.5	-1	-1	373
385.25655649	384.24928	10829	379911797	-1	-1	374
385.72671649	384.71944	8030	10929618	-1	-1	375
386.24209649	385.23482	8536	22845280	-1	-1	376
386.24053149	385.233255	14756	12278376	-1	-1	377
386.53234649	385.52507	8781	6941332	-1	-1	378
386.66738149	385.660105	12857	4225589	-1	-1	379
386.71962649	385.71235	6411	14958100	-1	-1	380
386.72358649	385.71631	10627	30678485	-1	-1	381
386.86750649	385.86023	5725	70251218	-1	-1	382
387.18109649	386.17382	45327	138934637	-1	-1	383
387.18753149	386.180255	18096	8172082.5	-1	-1	384
387.19432649	386.18705	45555	47903664	-1	-1	385
387.20057149	386.193295	8711	15377607	-1	-1	386
387.20034149	386.193065	6714	16087120.5	-1	-1	387
387.23283649	386.22556	6377	24710746	-1	-1	388
387.22942149	386.222145	4563	6456372	-1	-1	389
387.22988649	386.22261	6739	8339934	-1	-1	390
387.27185649	386.26458	8656	49510897.5	-1	-1	391
387.72411649	386.71684	5114	9790810	-1	-1	392
387.86185649	386.85458	3863	15127452	-1	-1	393
388.25496649	387.24769	10891	278143029	-1	-1	394
388.70901649	387.70174	14940	5491261	-1	-1	395
388.71977649	387.7125	6970	63420307.5	-1	-1	396
388.72910649	387.72183	13586	44016367	-1	-1	397
388.87090649	387.86363	21616	61281765	-1	-1	398
389.20010649	388.19283	7789	33558805.5	-1	-1	399
389.21326149	388.205985	8839	30044237	-1	-1	400
389.21816149	388.210885	12479	4794721	-1	-1	401
389.21909649	388.21182	11975	11669089	-1	-1	402
389.23112649	388.22385	20324	17819039	-1	-1	403
389.25116649	388.24389	8656	28580679	-1	-1	404
389.69613649	388.68886	6145	5474634	-1	-1	405
389.69856649	388.69129	12139	28774596	-1	-1	406
389.71452649	388.70725	21636	21039640	-1	-1	407
389.85777649	388.8505	7270	6520549	-1	-1	408
389.87327649	388.866	4866	68679831.5	-1	-1	409
389.87445649	388.86718	9096	11280226	-1	-1	410
390.21689149	389.209615	22947	6614532	-1	-1	411
390.22582649	389.21855	16805	5303708	-1	-1	412
390.22645649	389.21918	7185	11330650	-1	-1	413
390.22879649	389.22152	8470	14089581	-1	-1	414
390.24928649	389.24201	12229	17643418	-1	-1	415
390.55689649	389.54962	12908	8137043	-1	-1	416
391.53445649	390.52718	8912	4668850	-1	-1	417
392.18401649	391.17674	9908	33114197	-1	-1	418
392.25505149	391.247775	29570	36556143	-1	-1	419
392.25925649	391.25198	21497	4451549.5	-1	-1	420
392.54087649	391.5336	6734	5877914	-1	-1	421
392.73799649	391.73072	8314	4169176	-1	-1	422
392.73804649	391.73077	11588	403281194.5	-1	-1	423
392.88214649	391.87487	8406	5533716	-1	-1	424
393.22572649	392.21845	12546	40296149	-1	-1	425
393.22752649	392.22025	8804	51638760	-1	-1	426
393.23627649	392.229	6243	13006118.5	-1	-1	427
393.28680149	392.279525	45386	126773944	-1	-1	428
393.51332149	392.506045	13142	10383662	-1	-1	429
393.69373649	392.68646	11161	17139668	-1	-1	430
394.20255649	393.19528	11221	8893458	-1	-1	431
394.21952149	393.212245	12249	9410793	-1	-1	432
394.22105149	393.213775	5804	21074478.5	-1	-1	433
394.23095149	393.223675	18678	29997619.5	-1	-1	434
394.22772649	393.22045	16776	8611837	-1	-1	435
394.22793649	393.22066	11675	6772483	-1	-1	436
394.23338149	393.226105	11633	32737521	-1	-1	437
394.23531649	393.22804	13954	10042958.5	-1	-1	438
394.23776649	393.23049	17341	8853822	-1	-1	439
394.71755649	393.71028	4403	5869877	-1	-1	440
394.73814649	393.73087	16667	17255650.5	-1	-1	441
395.18102649	394.17375	12588	3730633	-1	-1	442
395.22844649	394.22117	16426	50537508	-1	-1	443
395.23972649	394.23245	9674	17547329	-1	-1	444
395.71589649	394.70862	8949	11067162	-1	-1	445
395.86744649	394.86017	5022	16176776	-1	-1	446
396.22528649	395.21801	14880	17943386	-1	-1	447
396.22528649	395.21801	7789	8901581	-1	-1	448
396.23336649	395.22609	21322	4902461	-1	-1	449
396.70551649	395.69824	6984	10506150.5	-1	-1	450
396.70972649	395.70245	5820	4109870	-1	-1	451
396.72108649	395.71381	3473	8333569	-1	-1	452
397.14711649	396.13984	13586	364119807.5	-1	-1	453
397.20522649	396.19795	4891	4460906.5	-1	-1	454
397.21013149	396.202855	12533	5303427	-1	-1	455
397.21913149	396.211855	3941	16682945	-1	-1	456
397.21972649	396.21245	4362	6776022	-1	-1	457
397.67811649	396.67084	13743	12702702	-1	-1	458
397.73456649	396.72729	5036	4265761	-1	-1	459
398.15028649	397.14301	24062	28520437	-1	-1	460
398.20995149	397.202675	13817	7678564	-1	-1	461
398.20852649	397.20125	4322	3848268	-1	-1	462
398.23196649	397.22469	10201	4995126	-1	-1	463
398.24192149	397.234645	45383	24673582	-1	-1	464
398.23998649	397.23271	4938	4206151	-1	-1	465
398.87828149	397.871005	14231	45256680.5	-1	-1	466
399.25266149	398.245385	8786	21945392	-1	-1	467
399.75211149	398.744835	7928	7840938	-1	-1	468
400.22941649	399.22214	11275	21469580.5	-1	-1	469
400.23581649	399.22854	6940	6850140	-1	-1	470
400.24414649	399.23687	10174	11739598	-1	-1	471
400.69247149	399.685195	9362	42821751.5	-1	-1	472
400.72537649	399.7181	21301	4159958	-1	-1	473
400.73545149	399.728175	5796	4578791	-1	-1	474
400.74908649	399.74181	17301	4746783	-1	-1	475
400.87620649	399.86893	9439	4104673	-1	-1	476
401.16048649	400.15321	43974	9145100	-1	-1	477
401.19303649	400.18576	11390	4694180	-1	-1	478
401.22122649	400.21395	18451	9300540	-1	-1	479
401.22730649	400.22003	5654	16914433	-1	-1	480
401.22989649	400.22262	13268	10283615	-1	-1	481
401.24580649	400.23853	7369	7216836	-1	-1	482
401.28752149	400.280245	8876	28734895.5	-1	-1	483
401.28831649	400.28104	16310	23929752	-1	-1	484
401.70637649	400.6991	5348	28959014	-1	-1	485
401.72510649	400.71783	7499	122776621.5	-1	-1	486
401.73808149	400.730805	5828	9010427	-1	-1	487
402.22335649	401.21608	10717	52137088	-1	-1	488
402.22979149	401.222515	11210	8851431	-1	-1	489
402.70445149	401.697175	19276	31153504	-1	-1	490
402.72745149	401.720175	10706	84474127	-1	-1	491
403.17616649	402.16889	45315	63944334	-1	-1	492
403.23070149	402.223425	11491	8917981	-1	-1	493
403.23349649	402.22622	18183	5866186	-1	-1	494
403.69558649	402.68831	7287	7883507	-1	-1	495
403.70808649	402.70081	9378	4155568	-1	-1	496
403.71278149	402.705505	16543	15115093	-1	-1	497
403.73051649	402.72324	13609	13672548	-1	-1	498
404.19670649	403.18943	7186	4703929	-1	-1	499
404.20280649	403.19553	9059	4329079	-1	-1	500
404.20720649	403.19993	45327	35477624	-1	-1	501
404.22202649	403.21475	10674	40641388	-1	-1	502
404.23473149	403.227455	13817	22214531.5	-1	-1	503
404.69458649	403.68731	9389	26617362	-1	-1	504
404.73231649	403.72504	7743	5554362	-1	-1	505
404.89874649	403.89147	11090	8488741	-1	-1	506
405.21050649	404.20323	6462	22682808	-1	-1	507
405.22226649	404.21499	11921	3771029	-1	-1	508
405.23632649	404.22905	6392	8676966	-1	-1	509
405.75678649	404.74951	13965	3105557	-1	-1	510
405.76467649	404.7574	21701	3393574	-1	-1	511
405.86406649	404.85679	18977	3809604	-1	-1	512
406.20188649	405.19461	4922	14609256	-1	-1	513
406.73568649	405.72841	5654	4608836	-1	-1	514
406.74821649	405.74094	13973	5435660	-1	-1	515
406.77195649	405.76468	21701	3993229	-1	-1	516
407.22343649	406.21616	22651	5627652	-1	-1	517
407.22811649	406.22084	11234	3646547	-1	-1	518
407.26879149	406.261515	13734	9831254	-1	-1	519
407.56216649	406.55489	11211	4373488	-1	-1	520
407.72529649	406.71802	6449	8646524	-1	-1	521
407.74355149	406.736275	15750	4884458	-1	-1	522
407.76148649	406.75421	6342	9529380	-1	-1	523
408.23483649	407.22756	6959	8502992	-1	-1	524
408.23640649	407.22913	9180	5089048	-1	-1	525
408.23719649	407.22992	13609	20081224	-1	-1	526
