Source=C#
MinScan=2919
MaxScan=45555
MinNet=0.032926
MaxNet=1.0967
Scores
-1.8201	0.94721	-2.2274	-8.7908	-5.8471	-2.3076	-2.8441	2.892	-1.4527	-7.7839	-3.6678	-2.6672	-2.2461	-8.8295	-3.1292	5.5924	-8.3261	-8.4422	-6.9319	-8.0163	-8.5197	-3.0954	-7.3579	1.2144	-7.4741	-6.9319	-8.8295	-4.26	-7.3192	-4.2694	-7.0481	-7.8226	7.2512	2.9528	-6.5447	-1.5591	-8.055	-7.0481	-6.4285	-6.7383	-2.5175	-3.7291	-7.0481	-2.4235	-7.5903	-6.1961	-7.2417	-2.0749	-7.5128	-1.129	-6.8158	-6.2736	-5.8863	-4.542	-0.33884	4.5649	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-5.0344	-5.3829	-4.9569	-5.4216	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	-3.253	-3.7177	-4.2211	-2.7883	-2.7108	-3.4466	-4.8407	-4.1437	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
2.3069	1.0713	-1.5263	-4.4691	-4.5373	-2.3077	1.0517	5.346	-1.4509	-7.7839	-2.8486	0.53182	-1.914	-8.8295	-2.0055	6.5617	-8.3261	-8.4422	-6.9319	-8.0163	-8.5197	-2.2649	-7.3579	2.6891	-7.4741	-6.9319	-8.8295	-2.9784	-7.3192	-3.4088	-7.0481	-2.5881	8.137	4.9246	-6.5447	-1.1015	-8.055	-7.0481	-6.4285	-6.7383	-1.2661	-2.5839	-7.0481	-1.3282	-7.5903	-6.1961	-2.3283	-1.1451	-7.5128	-0.72773	-6.8158	-6.2736	-5.8863	5.3531	0.48071	4.8304	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-5.0344	-2.146	-4.9569	-5.4216	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	-3.253	-3.7177	-4.2211	-2.7883	-2.7108	-3.4466	-4.8407	-4.1437	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
3.623	1.0618	-1.0818	3.1617	0.39129	-2.3497	5.4661	7.0302	-1.5638	-7.7839	-2.2859	4.8695	-1.8385	-4.4412	-1.1384	11.975	-8.3261	-4.0424	-6.9319	-5.7495	-5.582	-1.691	-7.3579	8.1305	-3.3722	-6.9319	-8.8295	-1.9534	-4.0327	-2.8049	-7.0481	5.7675	8.5095	6.3832	-6.5447	-0.90041	-8.055	-7.0481	-6.4285	-6.7383	-0.27127	-1.6952	-7.0481	-0.48952	-7.5903	-2.4718	-1.1117	-0.47188	-7.5128	-0.58304	-6.8158	-6.2736	1.4142	8.717	1.0437	4.8933	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-5.0344	-0.98428	-4.9569	-5.4216	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	-3.253	-3.7177	-4.2211	-2.7883	-2.7108	-3.4466	-4.8407	-4.1437	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
4.6825	1.0656	8.408	6.5016	2.4202	-2.5206	7.3338	7.9446	-1.9333	-5.7152	-1.9799	7.0286	-1.8441	-3.3388	-0.52784	13.108	-8.3261	-2.7947	-6.9319	-4.5173	2.2353	-1.3737	0.21878	17.246	-2.2648	-6.9319	-8.8295	-1.1851	-2.9218	-2.4575	-4.3012	9.178	8.7018	7.3286	-6.5447	1.3594	-0.28631	-3.78	-6.4285	-6.7383	0.46694	2.8414	-4.9475	0.092611	-4.4683	-1.2113	2.8217	-0.055272	-7.5128	-0.58337	-6.8158	-6.2736	3.7214	11.311	1.3501	4.9491	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-5.0344	-0.079192	-4.9569	-5.4216	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	-3.253	-3.7177	-4.2211	-2.7883	-2.7108	-3.4466	-4.8407	-4.1437	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
5.4855	1.0711	10.842	9.0717	8.6861	-0.0044325	11.543	8.3955	-1.8076	-4.4182	5.4295	11.398	7.9534	-2.493	5.6771	18.007	1.9678	-1.8037	-2.748	-3.5418	7.3295	1.1839	2.4443	20.481	-1.414	-6.9319	-5.587	2.9912	1.0473	1.1584	0.020025	11.819	8.835	11.885	-6.5447	5.4893	2.1418	1.4858	-6.4285	-2.752	0.94857	4.2907	-3.7184	0.41815	3.9278	3.709	7.2751	0.10475	-7.5128	-0.58913	-3.5286	-6.2736	5.5153	13.136	1.4018	5.006	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-5.0344	5.3561	-4.9569	-5.4216	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	-3.253	-3.7177	-4.2211	-2.7883	-2.7108	-3.4466	-4.8407	-1.8705	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
22.928	4.0563	12.507	20.606	18.458	3.8039	12.994	14.192	4.724	-0.55216	7.5949	13.229	14.045	-1.9038	8.1851	27.843	4.2606	10.286	-1.4975	11.147	17.622	4.5761	4.1566	26.577	-0.81975	1.315	0.016337	4.3976	7.2895	5.1772	2.0697	21.772	8.9073	13.048	1.369	16.51	4.0566	3.445	-6.4285	1.3588	5.1928	5.2269	-2.7459	0.4871	7.1724	5.6535	9.7756	3.5833	-2.6106	-0.60031	-2.2291	-6.2736	6.796	17.244	1.4095	5.0988	-5.9251	-6.8545	-5.4991	-5.9638	-5.1118	-5.3829	-6.08	-1.3485	8.1832	-4.9569	-0.38498	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	1.2238	-0.31129	-1.061	-2.7883	-2.7108	-3.4466	-4.8407	-0.61075	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
43.896	7.6772	20.593	25.027	29.692	15.541	29.101	27.042	10.168	19.676	17.956	18.989	29.021	11.872	15.87	34.613	8.2799	15.705	7.3441	18.926	23.017	6.3824	11.038	30.052	1.179	6.9525	12.832	10.97	9.6304	6.9915	3.6061	29.582	8.8346	15.926	6.6479	20.003	5.4584	13.082	-6.4285	7.2267	10.216	5.6499	-2.0299	0.47799	18.301	9.5897	16.777	8.0322	-1.3329	-0.59707	-1.1862	-6.2736	11.751	18.603	1.4117	5.8423	-5.9251	-6.8545	-2.0815	-0.97446	-5.1118	-5.3829	-1.1979	-0.17818	10.24	-0.12512	0.76582	-4.7246	-4.5309	-3.6402	-3.9113	-4.1824	-3.9888	2.2905	0.87808	0.19881	-2.7883	-2.7108	-3.4466	-4.8407	0.39241	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
130.17	11.832	40.411	35.087	38.36	34.104	38.202	31.234	13.488	31.101	25.355	24.814	47.895	32.427	25.154	42.651	15.612	21.85	10.478	23.231	26.872	18.741	19.028	34.329	2.5699	23.683	30.133	21.832	11.202	19.112	7.0188	34.905	8.278	19.316	9.8326	22.214	6.3469	19.648	1.842	9.9936	14.443	5.5597	4.3442	0.47303	25.444	14.063	23.461	13.681	-0.31175	-0.58722	-0.39985	-0.30445	13.238	18.96	1.4064	6.6296	-5.9251	4.4921	-0.83934	0.14301	-5.1118	-5.3829	0.053675	0.73554	13.687	2.4627	1.66	-4.7246	-4.5309	-3.6402	-3.9113	-0.5096	-3.9888	3.1007	1.8109	1.202	-2.7883	-2.7108	-3.4466	-4.8407	1.139	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
191.15	28.21	50.446	50.293	45.105	53.834	49.643	35.358	30.683	36.741	32.288	42.579	62.931	47.334	29.58	52.342	32.522	25.247	16.274	26.253	29.188	27.752	22.529	39.656	3.4475	32.047	40.077	28.01	17.69	21.692	15.252	38.034	7.2082	28.189	25.421	22.536	10.87	28.058	4.1668	11.991	16.751	10.115	10.228	8.2974	34.878	16.73	25.744	15.405	0.4528	-0.58279	8.6965	6.4286	18.993	19.236	1.4063	7.0769	-5.9251	6.7784	2.6825	3.7277	-5.1118	-5.3829	1.0487	1.3927	15.423	4.5374	2.2976	-4.7246	-4.5309	-3.6402	-3.9113	0.62683	-0.62142	3.6543	2.487	5.3739	-2.7883	-2.7108	-3.4466	-4.8407	1.629	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
259.9	69.724	62.771	63.784	53.675	71.007	70.431	56.942	43.58	45.354	43.246	62.581	78.729	54.841	39.774	55.712	40.902	34.055	23.948	36.943	35.082	38.711	31.712	49.952	8.6375	39.758	71.614	34.192	20.091	26.959	22.148	39.367	5.6252	34.663	30.702	22.823	13.262	39.625	5.9784	18.747	23.361	10.081	13.191	13.824	41.338	21.636	26.744	16.101	0.96076	1.7604	13.934	12.842	20.325	19.433	1.362	7.7037	-5.9251	13.073	9.6876	5.5318	-5.1118	-5.3829	1.7871	7.6079	20.276	6.0989	6.7572	-4.7246	-4.5309	-3.6402	1.0678	1.5067	0.57553	3.9513	2.9066	7.0496	-2.7883	-2.7108	-3.4466	-4.8407	1.8624	-4.1437	-3.4853	-3.95	-3.1755	-4.1437	-2.5172	-2.5172	-2.5172	-1.9363	-1.6652	-2.1299	-1.1618	-0.65834	-0.69707	-0.77452	-0.65834	-0.23236	-1.3554	-0.038726
